question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 6,"Storyline

He loved me, but he didn't have a dowry,

Just black hair and a beauty

Of a prince from enchanted stories.

It doesn't matter, he told my father,

If that's all you want, just wait.

He left with a flag,

And collected gold to buy me three times over.
On his return he found me married to D. Cristóvão.
I hope you'll be happy,"" he said.

The best thing about love is its memory, said my father.
It took you so long... said D. Cristóvão said.
Only I didn't say anything,

Not before, not after.

In Adélia Prado's poem, the lyrical self recounts an
experience in which the woman","reaffirms his resignation in the face of a
patriarchal structure.",constructs male models with idealized features.,"embodies a vision of love anchored in common sense.
common sense.",plays a central role in the formation of the family.,"
reflects a critical perception of its
recurrent annulment.",2021,6,LC,E,english,"['D', 'A', 'C', 'B', 'E']"
QUESTION 7,"The Alienist
Machado de Assis

At that time, Itaguaí, which, like the other
towns, villages and settlements of the colony, had no press.
press, there were two ways of spreading the news: either
by means of handwritten posters nailed to the door of the town hall
the town hall and the parish church; - or by means of the matraca.

This is what the second method consisted of. A man was hired
-a man, for one or more days, to walk the streets of the village
with a nunchaku in his hand. From time to time
when he played the nunchaku, people would gather and he would announce
a remedy for seizures, some plowed land, a sonnet.
plowed land, a sonnet, an ecclesiastical donation, the best
the best scissors in town, the most beautiful speech of the year, etc.
The system had its drawbacks for public peace, but
the system had its drawbacks for public peace.
it possessed. For example, one of the councillors had the
reputation as a perfect educator of snakes and monkeys.
had never tamed a single one of these animals, but he was
but he was careful to make his nunchaku work every month.
And the chronicles say that some people claimed to have
seen rattlesnakes dancing on the councillor's chest; a perfectly false claim.
perfectly false, but only due to absolute trust
in the system. True, true, not all the institutions
of the old regime deserved the contempt of our century.

The fragment makes an ironic reference to forms of
dissemination and circulation of information in a
without a press. By highlighting the
in the system of the matraca, the narrator associates
this resource to the dissemination of",political campaigns., public utility services.,news of popular appeal.,unreliable information.,commercials.,2021,7,LC,D,english,"['A', 'E', 'C', 'D', 'B']"
QUESTION 8,"In the year that Brazil's greatest clarinetist
Abel Ferreira would have turned 100, choro is showing its
vivacity. It's almost a paradox that this
rich manifestation of the genuine Brazilian soul is
strong enough to overcome the lack of official incentives,
the insensitivity of the media and widespread amnesia.
amnesia. ""He had the Brazilian soul poured out
in his unique sound. Artur da Távola, surely
his greatest admirer, was the one who best defined him, ""soul
soul, Mozartean touch"". The musician's
self-taught musician born in Coromandel, Minas Gerais.
songs, including Chorando baixinho (1942), which made him famous.
Pixinguinha, with whom he recorded Ingênuo (1958).
with whom he recorded Ingênuo (1958), remains with his heirs
waiting for a suitable compilation. The Museum of Image
Museum of Image and Sound in Rio de Janeiro has custody of the sax and the
clarinet, donated in 1995.

According to Leonor Bianchi, editor of the Revista
Revista do Choro, ""instrumental music is separated from what is
popular because it doesn't go to the concert hall. The general
is generally interested in samba, pagode and axé"". She
attributes this situation to a lack of knowledge and the little
the genre in schools.

Considering the context, the genre and the target audience,
the arguments put forward by the author seek to","highlight the historical relevance and aesthetic richness of
in the Brazilian music scene.","introduce the reader to little-known biographical
Abel Ferreira's career.","call for more state investment in
preservation of the national musical heritage.","attribute the lack of knowledge of Abel Ferreira's work
to the teaching of music in schools.","the unpopularity of choro in the face of the
preference for popular music.",2021,8,LC,A,english,"['C', 'D', 'B', 'A', 'E']"
QUESTION 9,"
False moralist
Nelson Sargento

You condemn what the kids are doing
and don't accept revue theater

modern art is worth nothing to you

and you even say you're not an artist

You think you're so good and even perfect
For anything, you're quick to talk
But I know your faults

and I'm not going to make a secret of it

You're seen every Friday in Joá

and it's not just at Carnival that you go to the dances to get wasted
At the weekend you leave your partner

and at the bar with your friends you drink well all night long

Monday you arrive at the office
ask to be excused to go to the optician

and simply cure your hangover
You're just a false moralist

Samba lyrics are usually characterized by
informal use of language. In this
Nelson Sargento's lyrics, examples of these marks are","""perfect"" and ""Carnival"".","""you"" and ""revue theater"".","""talking"" and ""dancing"".","""cure"" and ""false moralist"".","""drink well"" and ""optician"".",2021,9,LC,C,english,"['C', 'B', 'A', 'E', 'D']"
QUESTION 10,"Maura Lopes Cançado

They say no one loves her anymore. They say she was a
good person. Her twelve-year-old daughter never visits her
and perhaps rarely remembers her. They put her in a
city of blue uniforms and white coats, from where she could never leave.
where she has never been able to leave. There, everyone shouts at her angrily,
as soon as she came near, or they hit her, like they do with sandbags
sandbags to train the muscles.

I know that for everyone she is no longer, and no one would give her
a nice-smelling, red apple. But it's not true
that someone can no longer love her. I love her. I love her
when I see her behind the bars of a palace, where she
where she took refuge as a princess, arriving on the path of pain.
When outside the kingdom she feels the world of a thousand spears, and
wildly prepares, set in her gaze. I love her when
child plays in the sand without fear. Bare feet,
a woman with no intentions. Surrounded by the world, sometimes
still suffering.


In describing a woman in a psychiatric
hospital, the narrator composes a picture that expresses his
his perception",ironic about the effects of family abandonment.,"resigned to the therapeutic methods
methods.","fed by lyrical immersion in the space of
segregation.","demarcated by a language aligned with the search for
lucidity.","inspired by the little-known universe of the
of the human mind.",2021,10,LC,C,english,"['A', 'B', 'C', 'E', 'D']"
QUESTION 11,"The red peacock

Sosígenes Costa

Oh, joy, this red peacock,

is living in my backyard now.

It comes to land like a sun on my knee
when dawn is shrill in my yard.

Lacquer skylark, this red peacock
overwhelms the peacocks outside.
It's a purple party. And I liken it
a flame from the dawn's lip.

It's the doge himself looking in the mirror.
And the color red is even audible
in this pompous peacock.

I once owned lilac peacocks.
After I loved this red peacock,
my other peacocks went away.

In the construction of the sonnet, colors represent a poetic
poetic resource that shapes an image with which the lyrical
the lyrical self",reveals his intention to isolate himself in his own space.,experiences the fusion of sensory perceptions.,metaphorizes the achievement of its full realization.,"expresses a mystical and

spiritual worldview.",symbolizes the beauty and splendor of nature.,2021,11,LC,C,english,"['A', 'C', 'D', 'E', 'B']"
QUESTION 12,"Image description: Roy Lichtenstein's ""Girl with a
ball"", by Roy Lichtenstein, shows a woman
with loose hair and wearing a swimsuit. She has
her arms outstretched above her head, holding
a ball, and her features are joyful.

 

The work, from the 1960s, belongs to the Pop Art movement.
Pop Art movement, explores the beauty and sensuality
of the female body in a fun situation.
Historically, society has invented and continues to
reinventing the body as an object of social intervention,
seeking to meet the values and customs of each era.
In reproducing these precepts, the eroticization of the female body
body has been constituted by",use of medicines and aesthetic products.,"promoting new experiences of human movement
movement experiences.","building spaces to experience body
practices.","education of gesture, will and behavior.","systematic and excessive physical exercise
excessive physical exercise.",2021,12,LC,D,english,"['B', 'E', 'D', 'C', 'A']"
QUESTION 13,"Skateboarding appeared as a form of leisure activity
during periods when the waves were low and became known as
""surfing"". In the beginning, skate axles and wheels
axles and wheels nailed to a piece of wood were used to make it.
the wheels were made of rubber or iron.
The great milestone in the history of skateboarding came in 1974,
when a chemical engineer called Frank Nasworthy
discovered urethane, a more flexible material that offered
the wheels. Skateboarders' dependence
on this new material also leveraged
the emergence of new maneuvers and made it possible for more
more inexperienced people to start practicing
practice. The result was the creation of
championships, brands, factories and specialized stores.


According to the text, several factors over time","allowed the social practice of skateboarding to replace
surfing.",indicated the autonomy of skateboarders.,contributed to the democratization of skateboarding.,defined his career as a professional skateboarder.,highlighted the commercial demands of skateboarders.,2021,13,LC,C,english,"['D', 'E', 'A', 'C', 'B']"
QUESTION 14,"School bag
Carlos Heitor Cony Rio de Janeiro - The other night, watching one of those
cable channels, I saw some guys offering electronic wonders.
all I had to do was make a phone call and I'd get a laptop
capable of helping me build a ship or a space station.
space station.

[...] As I'm planning to travel these days, I qualified to
buy what the guys were advertising as the top of the
top laptop.

On Saturday, I received a complicated package that
needed an instruction manual to open.

[...] Suddenly, as has been the case recently
I suddenly saw my first school kit in front of me.
my first school kit. I was five years old and going to kindergarten.
kindergarten.

It was a long, varnished box with
a lid that ran along the edges of the main body.
Inside, arranged in divisions, were colored pencils,
a pencil sharpener, a chrome pencil sharpener, a
20 centimeter ruler and an eraser to erase my mistakes.

[...] From the little box came a delicious smell, a smell that I've never forgotten.
never forgot and that made me dizzy with pleasure. [...]

The laptop I'm opening now is black and, as far as smells go
smell, it's abominable. It smells vilely of cell phones,
an airplane cabin, an ultrasound machine where
the other day a girl came to see what I looked like inside. I think
I've gotten worse in my case and in my life.

In the text, there are marks of the language function that
predominates. These marks are responsible for putting
focus on","interlocutor, considering him responsible for the
direction given to the narrative by the enunciator.","enunciator, seeking to express their attitude towards the
the content of the statement.","message, elevating it to the category of aesthetic object
of the art world.","code, transforming the language used in the text
into the theme itself.","context, making the information present in the
essential aspect of the text.",2021,14,LC,B,english,"['E', 'D', 'A', 'B', 'C']"
QUESTION 15,"Image description:

Story in six comics.

Comic 1: A young woman, in the midst of several books,
has her face immersed in a book and reads: ""Research
was the first step in producing this book"". Next to
next to her, a lady next to other books says: ""No more drama.
most of the material is online"".
Comic 2: Watched by a woman, the young woman
is concentrating on a laptop screen next to her,
the text: ""Followed by the selection of information and the
preparation of a script"".

Comic 3: The young woman, with a paintbrush in her hand, says to a woman: ""Don't look yet!
woman: ""Don't look yet!"". Above the young woman, the text:
""The ink drawing"".

Comic 4: Two hands hold mice and a cursor
points to a drawing, above which is the text:
""And then digitally edited and colored"". Next to it,
the young woman is looking at another drawing, while a
woman points to the colored drawing.
Comic 5: The young woman, observed by a lady,
seems to have fallen to the ground, has her legs up and
with her thumb. Above them, the
text: ""After all the work, this book only needs
just one more thing:""

Comic 6: A man and a woman hold,
the book together. Next to it is the text: ""to be read"".  What ensures that this text in the
text as a preface is the following",emotional appeal based on images.,"
description of the author's creative process.",use of graphic elements aimed at the target audience.,the book's presentation function.,a reference to the mix of manual and digital work.,2021,15,LC,D,english,"['B', 'C', 'E', 'A', 'D']"
QUESTION 16,"TEXT 1

Image description:

Photograph highlighting a magnifying glass over an
page of a text. The aged page shows
annotations and markings typical of observation of
reading.

 

TEXT 2

Elida, armed with magnifying glasses, scissors and glue, touches pictures

photographic images cut out in a circle, photos highlighting
old reading notes. Os sertões is the annotated book.
Nothing escapes. Not even tiny dots that have resisted
the wear and tear of time. Elida keeps what
remains of an old edition. Euclides da Cunha turns to dust.
Elida points out a recurring word: antithesis. The printed
page precedes the written one. The antithesis opposes death and life
in the deteriorated text.

The installation reveals a process of genesis and destruction
based on intertextual appropriation procedures that",update languages and their media.,problematize the sacredness of the artistic object.,emulate the traces of time on the text.,energize criticism of the literary work.,resize the novel and its understanding.,2021,16,LC,E,english,"['A', 'D', 'C', 'B', 'E']"
QUESTION 17,"The solo The Death of the Swan, created in 1905 by the Russian
Mikhail Fokine based on music by the French composer
Camille Saint-Saens, depicts the last flight of a swan before its
death. In the original version, a ballerina in an
impeccably white costume and on tiptoe interprets all the
the agony of the bird struggling until it collapses.

In 2012, 20-year-old John Lennon da Silva, a resident of the São Mateus
neighborhood of São Mateus, in the East Zone of São Paulo,
came up with a new way of dancing the choreography immortalized
by ballerina Anna Pavlova. Instead of a tights and
shoes, he put on jeans, a T-shirt and sneakers. Instead
ballet, she brought the popping style of street dance. Her
innovative presentation of The Death of the Swan, which aired
on the program If she dances, I dance, became a hit on YouTube.

John Lennon da Silva's original reinterpretation of the
choreography of The Death of the Swan demonstrates that","erudite training, to which the dancer has not had
access, results in artists who only know the
aesthetics of popular art.","artistic creation benefits from
models from different socio-cultural realities.
realities.","the interpretation by men of choreographies
originally conceived for women requires a
complex adaptation.","the composition of the choreography was influenced by the
choice of costume.","the variation between ways of dancing to the
the same song highlights the hierarchy that marks
artistic manifestations.",2021,17,LC,B,english,"['D', 'B', 'E', 'A', 'C']"
QUESTION 18,"On earth as it is underground
Ana Paula Maia

His first years as a prisoner were difficult.
he gradually understood how the system worked. He was beaten
dozens of times, had his skull crushed, his jaw
dislocated, arms and legs broken; finally, one day he
injured his leg when he was thrown from the slab of a
pavilion. Not every time did he know why he was beaten,
least of all the last time, when he was left for dead,
but he survived. His body, ground up in hell, awaits
the end of his days. He no longer questions. It obeys.
It follows orders. He lowers his head and walks away. It gets hit,
sometimes with reason, sometimes without. Wherever he went,
his blood has been spilled. His trail can be followed.
It boggles the mind that it has survived for so many years. Very few
have reached old age incarcerated.

The narrative concentrates its expressive force on the handling of
formal resources and a fictional representation that",bring out attitudes of a state of exception.,promote dialogue with silenced groups.,inspire a sense of justice through empathy.,"resort to the absurd as a way of translating reality.
reality.",seek to perpetuate common sense views.,2021,18,LC,A,english,"['B', 'C', 'D', 'E', 'A']"
QUESTION 19,"The neighbor's wife
Fernando Sabino

- Do you think that just because they let you live
in this country, you can go off and do whatever you want? Have you never
a thing called the constituted authorities? No
do you know that you have to know the laws of the country? Don't you know
that there is something called the Brazilian Army, which
you have to respect? What business is that of yours?
teach you to obey the law, hard: ""dura lex""!
Your children are brats and the next time I find out
that they've been bothering the General, they'll all go to jail.
Have you lived? I know how to treat gringos like you. [...] It was
then the wife of the General's neighbor intervened:
- Was that all you had to say to my husband?
The delegate just stared at her, amazed at her audacity.
- Then you should know that I know how to treat guys like you too.
like you. My husband isn't a gringo and my children
children. If by any chance you've harassed the General,
he should come and talk to me, because you're bothering us too.
harassing us too. And you should know that I'm Brazilian,
I'm the cousin of an Army Major, the niece of a
Colonel, and the daughter of a General! Did you?"" Stunned, the
the delegate only had the strength to swallow and stammer
humbly: - On active duty, ma'am.

The representation of the intimidating discourse in the
fragment is responsible for",accentuate the hostility of the characters.,ironizing xenophobic attitudes and ideas.,give the narrative an anecdotal tone.,conceal the narrator's point of view.,exalt stereotyped power relations.,2021,19,LC,C,english,"['D', 'A', 'B', 'C', 'E']"
QUESTION 20,"Old papers, when they are not consumed by fire
fire, they sometimes wake up from their slumber to tell news of the
from the past.

And as soon as you discover something new about a name
you thought you knew everything about, like
Machado de Assis.

For example, you probably don't know that the
carioca author, who died in 1908, wrote the lyrics to the national anthem
national anthem in 1867 - and you wouldn't even know it, because
The verses remain unpublished. Until today.

These lyrics have just been discovered in an old newspaper in
newspaper in Florianópolis, by independent researcher
Felipe Rissato.

""From the forests in which I dwell/ I release a song
varonil:/ In honor and glory of Pedro/ The giant of Brazil"",
says the beginning of the hymn, made up of seven stanzas in
stanzas, i.e. verses with seven syllables.
syllables. The excerpt is also the song's refrain.

The Pedro mentioned is Emperor Dom Pedro
second. The wizard of Cosme Velho composed the lyrics for
for the monarch's 42nd birthday, on December 2nd of that year.
of that year - the anthem was to be
the theater in the city of Desterro, the former name of
Florianópolis.

Considering the operations of
in the structure of the text, there is interdependence
between the expressions","""an old name"" and ""For example"".","""The old roles"" and ""It's like this"".","""The Emperor Dom Pedro II"" and ""The Witch of
Cosme Velho"".","""something new"" and ""about which"".","""The giant of Brazil"" and ""The Pedro mentioned"".",2021,20,LC,E,english,"['C', 'A', 'E', 'B', 'D']"
QUESTION 21,"Image description:

Photographic reproduction of a chair and two
armchairs. The chair, made of wood, has a
with a narrow backrest at the top. O
seat is made of woven straw. One of the
armchair with a thin wooden frame has a rectangular, upholstered
rectangular, upholstered seat and back, with extended armrests.
armrests. The other armchair, with a
wooden frame, has a straw seat and backrest with slightly rounded
slightly rounded contours, as well as the
the armrests.

 

The aesthetic revolution in Brasilia pushed furniture
furniture designers of the 1950s and early 1960s
to the new. Induced to abandon their far-fetched taste
for the colonial, to exchange Ouro Preto for Brasília, they
created contemporary furniture that we still
still seen in stores and in the waiting rooms of doctors' surgeries and offices.
and office waiting rooms. The use of noble woods, such as
jacarandá and peroba, and in covering materials such as leather and
such as leather and straw, a trend developed
made up of straight lines and gentle curves, along the lines of the
capital in the Cerrado.

In the article on Brasília's 50th anniversary, by Débora
Chaves, with a photographic reproduction of chairs and
chairs and armchairs by Sérgio Rodrigues, it can be seen that the
elements of Brasília's aesthetic","indicate the unit of raw material used in its
manufacture.",appear defined in the straight lines of the objects.,"show the asymmetrical expression of
lines.",express the elaborate design through lines.,"come from simplifying the visual information in
each composition.",2021,21,LC,E,english,"['D', 'A', 'C', 'B', 'E']"
QUESTION 22,"Thumbs Up

Positive point for Facebook, which is going to give a
house in order, who knows, to no longer be known
as the space of bullshit. During F8, its annual
conference, the company announced the biggest design change
of the service in 5 years. Now, the controversial news feed
is no longer the protagonist, and the social network's darling
becomes the Groups segment (is that Orkut going to school?).
According to Mark Zuckerberg, more than 1 billion monthly users
monthly users enter this tab of the application, and 400,000 of them
are already integrated into ""meaningful topics"" groups.
The aim now is to increase traffic by offering more
suggestions and special tools for those who manage
these communities. In addition, the Marketplace, which already has
more than 800 million users, will gain more attention and integration.
and integration. As a result, there seems to be a new pattern
on the social network: out goes the feed, in comes segmentation,
which could be a good gateway to monetization in the coming years.
years. At the same event, Zuckerberg also said that the
future of Facebook is privacy, but he didn't give many
details of how it will protect its customers from now on.
going forward. Preventing user data leaks from
from happening is a good start.

#Tip

The text reports that a virtual social network will make its
biggest design change in years. This fact
reveals that information and communication technologies
",evolve to become more like each other.,promote greater interaction in virtual environments.,seek to offer more privacy.,assimilate user behavior.,offer more facilities to make more and more profit.,2021,22,LC,D,english,"['E', 'C', 'A', 'B', 'D']"
QUESTION 23,"TEXT 1

Image description:

Work entitled ""Nanawax"" by the artist Romuald Hazoumé.
A plastic gallon with its mouth down resembles
a human head. From the top, several
pieces of fabric that make up the figure's head.

 
Plastic and fabric. Galerie Gargosian, 2009.

TEXT 2

Masks do not
focus solely on the anthropomorphic possibilities
of discarded plastic containers and, at the same time,
at the same time draw attention to the amount of garbage that
accumulates in almost every African town or village.

Romuald Hazoumé often says that his work simply
sends back to the west the refuse of an increasingly invasive
society. The work of this
African artist who lives in Benin denotes the","militancy with ecological issues that mark the
African continent.",precarious reality of their artistic production conditions.,"inviting viewers to interact and complete
unfinished works.","impoverishment of artistic value by combining
of different raw materials.","aesthetic repositioning of objects through
change of function.",2021,23,LC,E,english,"['D', 'E', 'C', 'A', 'B']"
