question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 146,"A person was interested in buying a product advertised in a store. He negotiated with the manager and managed to buy it at a compound interest rate of 1 percent per month. The first payment will be made one month after the purchase of the product, in the amount of R$202.00. The second payment will be made one month after the first, and will be for R$204.02. To complete the purchase, the manager will issue an invoice with the cash value of the product negotiated with the customer, corresponding to the approved financing. The cash value, in reals, that should appear on the invoice is","404,00.","398,02.","401,94.","400,00.","406 ,02.",2019,146,MT,D,english,"['D', 'A', 'C', 'B', 'E']"
QUESTION 147,"Three partners decided to set up a factory. The initial investment was R$1,000,000.00.  And, regardless of how much each of them invested at that first moment, they decided to consider that each of them contributed a third of the initial investment. Some time later, a fourth partner joined the partnership, and the four of them together invested a further R$800,000 in the factory. Each of them contributed a quarter of that amount. When they sold the factory, no further investment had been made. The partners then decided to divide the amount of R$ 1 800 000.00 obtained from the sale in proportion to the total amount invested by each partner. What are the closest values, in percentages, corresponding to the financial portions that each of the three initial partners and the fourth partner, respectively, received?","29,60 e 11,11.","12,96 e 13,89.","25,00 e 25,00.","18,52 e 11,11.","28,70 e 13,89.",2019,147,MT,A,english,"['A', 'E', 'C', 'D', 'B']"
QUESTION 148,"In order to hire three machines to repair rural roads in a municipality, the city council drew up a call for tenders which, among other clauses, provided for: - Each interested company can only register one machine to compete in the call for tenders; - The total funds earmarked for hiring all three machines is R$ 31,000.00; - The amount to be paid to each company will be inversely proportional to the age of use of the machine registered by the company for this call for tenders. The three winning companies have registered machines that are 2, 3 and 5 years old. How much will the company that registered the machine with the highest age of use receive?","R$ 6 200,00","R$ 15 000,00","R$ 6 000,00","R$ 3 100,00","R$ 15 500,00",2019,148,MT,C,english,"['C', 'D', 'B', 'A', 'E']"
QUESTION 149,"According to the Brazilian Institute of Geography and Statistics (IBGE), the average monthly income of Brazilian workers in 2000 was R$1,250.00. The 2010 Census showed that, in 2010, this figure increased by 7.2 percent compared to 2000. The same institute projects that, in 2020, the average monthly income of Brazilian workers could be 10 percent higher than it was in 2010. Assuming that the IBGE's projections come true, the average monthly income of Brazilians in 2020 will be","R$ 1 375,00.","R$ 1 349,00.","R$ 1 340,00.","R$ 1 474,00.","R$ 1 465,00.",2019,149,MT,D,english,"['C', 'B', 'A', 'E', 'D']"
QUESTION 150,"Charles Richter and Beno Gutenberg developed the Richter scale, which measures the magnitude of an earthquake. This scale can vary from 0 to 10, with the possibility of higher values. The table shows the local magnitude scale (M s ) of an earthquake that is used to describe it. Description of the table: The table shows the description of an earthquake according to the local magnitude scale (micrometer times hertz). Small: 0 is less than or equal to the local magnitude, which is less than or equal to 3.9. Slight: 4 is less than or equal to the local magnitude which is less than or equal to 4.9. Moderate: 5 is less than or equal to the local magnitude, which is less than or equal to 5.9. Large: 6 is less than or equal to the local magnitude, which is less than or equal to 9.9. Extreme: The local magnitude is greater than or equal to 10.0 To calculate the local magnitude, we use the formula local magnitude equals 3.30 plus log (A times f) where A represents the maximum amplitude of the wave recorded by a seismograph in micrometers and f represents the frequency of the wave, in hertz. An earthquake occurred with a maximum amplitude of 2,000 micrometers and a frequency of 0.2 hertz . Use 0.3 as an approximation for log 2. According to the data provided, the earthquake that occurred can be described as",Small.,Light.,Moderate.,Extreme.,Great.,2019,150,MT,C,english,"['A', 'B', 'C', 'E', 'D']"
QUESTION 151,"A math student read the following news item: ""With the sole and exclusive help of his brain, Frenchman Alexis Lemaire broke his own mental calculation record by solving the thirteenth root of a 200-digit number chosen at random by a computer. The Frenchman found the correct solution out of 393 trillion possible answers"". To get an idea of how small the chance of obtaining this result by chance was, the student decided to express the number of possible answers in scientific notation. The expression he obtained in scientific notation was","3,93 × 10 10","3,93 × 10 13","3,93 × 10 14","3,93 × 10 12","3,93 × 10 11",2019,151,MT,D,english,"['A', 'C', 'D', 'E', 'B']"
QUESTION 152,"Hydrangea macrophylla is a plant with blue or pink flowers, depending on the pH of the soil in which it is planted. In acidic soil (i.e. with a pH lower than 7) the flower is blue, while in alkaline soil (i.e. with a pH higher than 7) the flower is pink. Consider that the most commercially valuable pink Hydrangea in a given region is that produced in soil with a pH of less than 8. It is known that pH is equal to minus log of x to the base 10 , where x is the concentration of hydrogen ion (H+ ). In order to produce the most commercially valuable pink Hydrangea, the soil should be prepared so that x assumes",any positive value less than 10 - 7 .,values greater than 10 - 8 and less than 10 - 7 .,values higher than 70 and lower than 80.,values greater than 7 and less than 8.,any value above 10 - 8 .,2019,152,MT,B,english,"['B', 'E', 'D', 'C', 'A']"
QUESTION 153,"A person who has lost a personal item while visiting a city wants to publish information in the media about the loss of the item and how to contact the person to return it.  However, she remembers that, according to Article 1 234 of the Civil Code, she may have to pay for the cost of transporting the object to her city and may have to compensate the person who returns the object to her for at least 5 percent of the object's value. She knows that the cost of transportation will be one-fifth of the object's current value and, as she is very keen to get it back, she intends to offer the highest possible percentage as a reward, as long as the total expense does not exceed the object's current value. Under these conditions, the percentage of the value of the object, given as a reward, that she should offer is equal to",60 percent,80 percent,20 percent,40 per cento,25 percent,2019,153,MT,B,english,"['D', 'E', 'A', 'C', 'B']"
QUESTION 154,"The owner of a restaurant located on the side of a highway noticed that by placing a sign advertising his restaurant along the highway, sales increased. He surveyed his customers and concluded that the probability of a driver noticing a sign is a fraction numerator 1 and denominator 2. With this in mind, after obtaining permission from the competent authority, he decided to install new signs advertising his restaurant along the highway, so that the probability of a driver noticing at least one of the signs installed would be greater than the fraction numerator 99 and denominator 100 . The minimum number of new advertising signs to be installed is",1.,6.,99.,51.,50.,2019,154,MT,B,english,"['E', 'D', 'A', 'B', 'C']"
QUESTION 155,"The physical trainer of a basketball team has a squad of 20 players with an average height of 1.80 meters. In the last training session before the opening game of a championship, one of the players missed the team due to a serious injury, forcing the coach to hire another player to make up the squad. If the new player is 0.20 meters shorter than the previous one, what is the average height, in meters, of the new team?","1,78","1,79","1,82","1,60","1,81",2019,155,MT,B,english,"['B', 'C', 'E', 'A', 'D']"
QUESTION 156,"In a soft drinks factory, it is necessary to periodically check the bottling process to prevent bottles from being filled outside the volume specification written on the label. Every day for 60 days, the number of bottles outside these specifications was recorded.  The result is shown in the table. Description of the table: The table shows the number of bottles out of specification per day and the number of days: 52 days: 0 bottle out of specification. 5 days: 1 bottle out of specification. 2 days: 2 bottles out of specification. 1 day: 3 bottles out of specification.",he average daily number of bottles out of specification during the period in question is A 0.1.,"2,0.","1,5.","0,2.","3,0.",2019,156,MT,D,english,"['A', 'D', 'C', 'B', 'E']"
QUESTION 157,"The Decimal Metric System is currently the most widely used system for measuring lengths and distances. In some activities, however, it is possible to observe the use of different units of measurement.  An example of this can be seen in the table. Description of the chart: The board shows the equivalence of the following units: Inch: 2.54 centimeters; Yard: 3 feet and Yard: 0.9144 meter. Thus, one foot, in inches, is equivalent to","12,0000.","0,3048.","36,0000.","0,1200.","1,0800.",2019,157,MT,A,english,"['D', 'B', 'E', 'A', 'C']"
QUESTION 158,"The Human Development Index (HDI) is a measure used to classify countries according to their level of development. Its calculation takes into account life expectancy at birth, length of schooling and per capita income, among other factors. The lowest value of this index is zero and the highest is one. Five countries were evaluated and obtained the following human development indices: the first country received a value of X, the second, the square root of X, the third, X raised to 1 over 3, the fourth, X raised to the square and the last, X raised to the cube . None of these countries scored zero or reached the maximum index. Which of these countries has the highest HDI?",The second.,The third.,The bedroom.,The fifth.,The first.,2019,158,MT,B,english,"['B', 'C', 'D', 'E', 'A']"
QUESTION 159,"A master builder wants to make a slab with a thickness of 5 centimeters using ready-mixed concrete, according to the project dimensions given in the figure.  The concrete to make the slab will be supplied by a plant that uses trucks with maximum capacities of 2 cubic meters, 5 cubic meters and 10 cubic meters of concrete. Description of the figure: The figure is formed by a polygon with 8 sides which form 90 degree angles between the sides. The length of the base of this polygon is 14 meters. On the right side of this polygon there are three steps: the first step has a height of 5 meters and a length of 3 meters, the second step has a height of 2 meters and a length of 3 meters and the third step has a height of 1 meter and a length of 8 meters. What is the smallest number of trucks, using their maximum capacity, that the foreman should order from the concrete plant to make the slab?",Ten trucks with a maximum capacity of 2 cubic meters.,Ten trucks with a maximum capacity of 10 cubic meters.,Five trucks with a maximum capacity of 10 cubic meters.,A truck with a maximum capacity of 5 cubic meters.,A truck with a maximum capacity of 2 cubic meters.,2019,159,MT,D,english,"['D', 'A', 'B', 'C', 'E']"
QUESTION 160,"Alcohol is a central nervous system depressant and acts directly on various organs. The concentration of alcohol in the blood can be understood as the ratio between the amount q of alcohol ingested, measured in grams, and the volume of blood, in liters, present in the individual's body. In general, this volume is considered to correspond to the numerical value given by 8 percent of the individual's body mass m, measured in kilograms. According to the American Medical Association, an alcohol concentration of more than 0.4 grams per liter of blood can be harmful to an individual's health. The expression relating q and m that represents the alcohol concentration harmful to the individual's health, according to the American Medical Association, is","fraction numerator q and denominator 0.4 times m, is greater than 0.8.","fraction numerator q and denominator 0.8 times m, is greater than 0.4.","fraction numerator q and denominator 0.08 times m, is greater than 0.4.","fraction numerator 0.4 times m and denominator q, is greater than 0.8.","fraction numerator 0.08 times m and denominator q, is greater than 0.4.",2019,160,MT,C,english,"['C', 'A', 'E', 'B', 'D']"
QUESTION 161,"The art of origami (ori equals folding; kami equals paper), which has a highly symbolic meaning in Japan, is the art of constructing different kinds of figures simply by folding and cutting paper, without glue or scissors. The basis of origami is tactile knowledge of the world. A young girl decided to build a swan using the origami technique, using a sheet of paper measuring 18 centimeters by 12 centimeters. She began by folding the sheet as shown in the figure. Figure description: The figure shows a rectangle ABCD, with sides AB and CD measuring 18 centimeters and sides AD and BC measuring 12 centimeters. On side CD there is a point E, segment CE is equal to 12 centimeters. From point E, a fold has been made from vertex D to the inside of the rectangle, forming a right triangle ADE. Side AE is opposite the 90 degree angle, sides AD and DE are adjacent to the 90 degree angle. After this first fold, the measure of segment AE is",6 times the square root of 5 centimeters.,2 times the square root of 22 centimeters.,12 centimeters.,6 times the square root of 3 centimeters.,12 times the square root of 2 centimeters.,2019,161,MT,A,english,"['D', 'A', 'C', 'B', 'E']"
QUESTION 162,"The students in a school class were divided into two groups. One group would play basketball, while the other would play soccer. It is known that the basketball group is made up of the tallest students in the class and has one more person than the soccer group. The following table gives information about the heights of the students in the class. Table description: The table shows information about the heights of the students in the class. Mean: 1.65; median: 1.67 and mode: 1.70. Students P, J, F and M measure 1.65 meters, 1.66 meters, 1.67 meters and 1.68 meters respectively, and their heights are not the same as any other classmate. According to this information, it is argued that students P, J, F and M played, respectively,","soccer, soccer, soccer, soccer.","soccer, soccer, basketball, basketball.","basquete, basquete, basquete, basquete, basquete.","soccer, basketball, basketball, basketball.","soccer, soccer, soccer, basketball.",2019,162,MT,B,english,"['E', 'C', 'A', 'B', 'D']"
QUESTION 163,"A company has several employees. One of them is the manager, who receives R$1,000.00 per week. The other employees are day laborers. Each of them works 2 days a week, receiving R$ 80.00 per day worked. Calling X the total number of employees in the company, the amount Y, in reais, that this company spends each week to pay its employees is expressed by",Y is equal to 160X plus 840.,Y is equal to 160X plus 1 000.,"Y is equal to 80X plus 1,080.",Y is equal to 80X plus 920.,"Y is equal to 80X plus 1,000.",2019,163,MT,A,english,"['D', 'E', 'C', 'A', 'B']"
QUESTION 164,"A dating app works as follows: the user creates a profile with a photo and personal information, indicates the characteristics of the users with whom they wish to establish contact and determines a radius based on their location. The app identifies people who fit the desired profile and who are at a distance from the user that is less than or equal to the radius.  If two users have compatible profiles and are in a region common to both, the app promotes contact between the users, which is called a match. User P defines a radius of coverage of 3 kilometers and seeks to increase the possibility of obtaining a match by moving to the central region of the city, which concentrates a greater number of users. The graph shows some of the bars that user P usually goes to in order to activate the app, indicated by one, two, three, four and five . It is known that users Q, R and S, whose positions are described by the graph, are compatible with user P, and that they have defined radii of coverage respectively equal to 3 kilometers , 2 kilometers and 5 kilometers . Description of the graph: Cartesian plane where the x and y axes represent the numbers in kilometers. The graph has the following points: Point P is located at coordinates (0 ; 0). Point Q is located at coordinates (3 ; 7). Point R is located at coordinates (6 ; 7). Point S is located at coordinates (5 ; 3). Point one is located at coordinates (5 ; 6). Point two is located at coordinates (4 ; 5). Point three is located at coordinates (5 ; 5). Point four is located at coordinates (4 ; 6). Point five is located at coordinates (3 ; 4). Based on the graph and the above statements, in which bar would user P have the possibility of a match with users Q, R and S at the same time?",Four,Three,Um,Two,Cinco,2019,164,MT,C,english,"['D', 'C', 'A', 'B', 'E']"
QUESTION 165,"The package leaflet for a children's antibiotic, manufactured in syrup form, recommends that a maximum of 500 milligrams of the drug should be given daily for each kilogram of the patient's body weight. A pediatrician has prescribed the maximum dosage of this antibiotic to be given daily to a child weighing 20 kilograms for a period of 5 days. This medicine can be bought in bottles of 10 milliliters, 50 milliliters, 100 milliliters, 250 milliliters and 500 milliliters. This child's parents have decided to buy the exact amount of medicine that will need to be administered during treatment, so as not to have any left over. Consider that 1 gram of this medicine occupies a volume of 1 cubic centimeter. The capacity of the bottle, in milliliters, that these parents should buy is",500.,250.,10.,50.,100.,2019,165,MT,D,english,"['E', 'D', 'A', 'B', 'C']"
QUESTION 166,"A company manufactures and sells a toy made up of a locomotive, painted black, plus 12 wagons of the same shape and size, numbered from 1 to 12. Of the 12 wagons, 4 are painted red, 3 blue, 3 green and 2 yellow. The train is assembled using a locomotive and 12 wagons, arranged in ascending order according to their numbers. According to the possible variations in the colors of the wagons, the number of trains that can be assembled, expressed as combinations, is given by","Combination of twelve, four to four, times combination of eight, three to three, times combination of five, three to three, times combination of two, two to two.","Combination of twelve, four by four, plus two, times combination of twelve, three by three, plus combination of twelve, two by two.","Combination of twelve, four by four, plus combination of eight, three by three, plus combination of five, three by three, plus combination of two, two by two.","Combination of twelve, four by four, times combination of twelve, three by three, times combination of twelve, three by three, times combination of twelve, two by two.","Combination of twelve, four by four, times two, times combination of eight, three by three, times combination of five, two by two.",2019,166,MT,A,english,"['E', 'D', 'B', 'A', 'C']"
QUESTION 167,"The following graph shows the monthly sales trend of a certain product from July to November 2011. Graph description: The graph shows the evolution of units sold from July to November 2011. In July, 700 units were sold.In August, 2,500 units were sold.In September, 2,500 units were sold.In October, 2,800 units were sold.In November, 2,700 units were sold. It is known that July was the company's worst month in 2011 and that the number of units sold of this product in December 2011 was equal to the arithmetic mean of the number of units sold between July and November of the same year. The sales manager said at a board meeting that if this reduction in the number of units sold from November to December 2011 remained constant in subsequent months, sales would only become worse than July 2011 at the end of 2012.",May.,February.,January.,abril.,March.,2019,167,MT,D,english,"['E', 'B', 'A', 'D', 'C']"
QUESTION 168,"In the six rooms of a house there are occupancy sensors positioned so that the light in each room turns on as soon as a person enters it, and turns off as soon as the person leaves the room. Suppose that the lights go on and off instantly. The resident of this house visited some of these rooms, staying exactly one minute in each of them. The graph describes the cumulative energy consumption, in watt times minute, as a function of time t , in minute, of the LED bulbs in this house, while the figure shows the floor plan of the house, in which the rooms are numbered from 1 to 6, with the wattages of the respective bulbs indicated. Description of the graph: The graph is on a Cartesian plane, where the x-axis shows time in minutes and the y-axis shows energy in watts times minutes. The graph is formed by a line from the origin through the points: (1 ; 20); (2 ; 35); (3 ; 40); (4 ; 55); (5 ; 75); (6 ; 85); (7 ; 105) and (8 ; 120). Figure description: The figure represents the floor plan of the house, in which the rooms are numbered from 1 to 6, with the wattages of the respective light bulbs indicated. Room 1: Living room (20 watts). Room 2: Bedroom (13 watts). Room 3: Bathroom (2 watts). Room 4: Suite (15 watts). Room 5: Bath (5 watts). Room 6: Kitchen (10 watts). The entrance to the house is through the living room (1) which gives access to the rooms: bedroom (2), bathroom (3), suite (4) and kitchen (6). The bedroom (2) only has access to the living room (1). The bathroom (3) only has access to the living room (1). The suite (4) has access to the living room (1) and bath (5). Bath (5) has access to suite (4) only. The kitchen (6) only has access to the living room (1). The sequence of movements through the rooms, according to the energy consumption shown in the graph, is",14 54 16 12 3 →→ →→ →→ →→,14 54 16 14 →→ →→ →→ →,12 31 41 44 →→→ →→ →→,12 35 41 61 4 →→→→ →→ →→,14 23 51 61 4 → →→→→ →→ →,2019,168,MT,B,english,"['C', 'A', 'B', 'D', 'E']"
QUESTION 169,"A couple planned a trip and set a daily spending limit of up to R$1,000.00. Before deciding on their destination, they researched the current exchange rates for the currencies of the five countries they wanted to visit and also the estimated daily expenses in each country, with the aim of choosing the destination with the lowest daily cost in reals. The table shows the results obtained from the survey. Description of the table: The table shows the local currency, exchange rate and daily spend in the destination countries. In France, the local currency is the euro, the exchange rate is 3 reais and 14 cents and the daily cost is 315 euros. In the USA, the local currency is the dollar, the exchange rate is 2 reais and 78 cents and the daily spend is 390 dollars. In Australia, the local currency is the Australian dollar, the exchange rate is 2 reais and 14 cents and the daily spend is 400 Australian dollars. In Canada, the local currency is the Canadian dollar, the exchange rate is 2 reais and 10 cents and the daily spend is 410 Canadian dollars. In the UK, the local currency is the pound sterling, the exchange rate is 4 Brazilian reals and 24 cents and the daily spend is 290 pounds sterling. Under these conditions, which destination would you choose for your trip?",United Kingdom.,Canada.,Australia.,França.,EUA.,2019,169,MT,C,english,"['E', 'B', 'A', 'D', 'C']"
QUESTION 170,"A construction company wants to connect a central reservoir (R c ) in the shape of a cylinder, with an internal radius of 2 meters and an internal height of 3.30 meters, to four auxiliary cylindrical reservoirs (R 1 , R 2 , R 3 and R 4 ), which have internal radii and internal heights measuring 1.5 meters. The connections between the central reservoir and the auxiliary reservoirs are made by cylindrical pipes with an internal diameter of 0.10 meters and a length of 20 meters, connected near the bases of each reservoir. At the connection of each of these pipes to the central reservoir there are valves that release or interrupt the flow of water. When the central reservoir is full and the auxiliary reservoirs are empty, the four registers are opened and, after a while, the heights of the water columns in the reservoirs equalize, as soon as the flow of water between them ceases, due to the principle of communicating vessels. The measurement, in meters, of the heights of the water columns in the auxiliary reservoirs, after the flow of water between them ceases, is","1,00.","1,16.","1,10.","1,44.","0,95.",2019,170,MT,A,english,"['D', 'B', 'C', 'A', 'E']"
QUESTION 171,"To build a swimming pool with a total internal surface area of 40 square meters, a construction company presented the following budget: - R$10,000.00 for drawing up the project; - R$40,000.00 for fixed costs; - R$2,500.00 per square meter for building the internal area of the pool. After presenting the budget, the company decided to reduce the value of the project by 50 percent but recalculated the value of the square meter for the construction of the internal pool area, concluding that it needed to be increased by 25 percent.  In addition, the construction company intends to give a discount on the fixed costs, so that the new budget value is reduced by 10 percent compared to the initial total. The percentage discount the construction company should give on fixed costs is",23.3 percent,25.0 percent,87.5 percent,50.0 percent,100.0 percent,2019,171,MT,C,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 172,"A group of engineers is designing an engine whose piston's vertical displacement scheme inside the combustion chamber is shown in the figure. Figure description: The figure shows an engine schematic formed by a rectangle representing a combustion chamber. At the bottom of the rectangle is the piston with its upper part inside the chamber, in a horizontal position; this upper part is attached to a vertical rod that makes circular movements. The figure shows two instants: an instant equal to 0 and an instant other than 0. At an instant equal to 0, the piston is positioned at the base of the chamber and its height as a function of time 0 is equal to 0. At a time other than 0, the piston is positioned inside the chamber, its height is a function of time t, and its rod has made a counterclockwise movement of approximately 90 degrees. The function h of t is equal to 4 plus 4 sine of (fraction with numerator beta times t and denominator 2, minus fraction with numerator pi and denominator 2) defined for t greater than or equal to 0 describes how the height h , measured in centimeters, of the top of the piston inside the combustion chamber varies as a function of time t , measured in seconds. The figures show the heights of the piston at two different times. The value of the parameter beta , which is given by a positive integer, is related to the speed at which the piston moves. For the engine to have good power, it is necessary and sufficient that, in less than 4 seconds from the start of operation (instant t equal to 0 ), the height of the base of the piston reaches the value of 6 centimeters three times. For the calculations, use 3 as an approximation for pi . The smallest integer value to assign to parameter beta , so that the engine to be built has good power, is",1.,5.,2.,8.,4.,2019,172,MT,B,english,"['A', 'D', 'B', 'E', 'C']"
