question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 06,"Rayssa Leal's silver medal in street skateboarding at the Olympic Games is an example of how representative women are in sport, says the anchor of CNN's news program. The presenter, who also skateboards, celebrated the victory of the Brazilian, who made history as the youngest athlete to stand on a podium defending Brazil. ""This representation of sport at the Games makes us think that we don't have to fit in anywhere. I can be a newscaster and still enjoy skateboarding, mountain climbing, diving, cycling and yoga. We have to stop fitting people into rules. We live by a standard in which girls get dolls, but why not also do adventure sports? Why can a man hurt himself, fall to his knees, and a girl always have to look beautiful within a standard? We end up limiting people's talents,"" said the journalist, about the practice of skateboarding by women. The journalist's speech raises questions about the relationship between the skater's conquest and the",the inclusion of women in skate street.,medal at the Tokyo Olympics.,deconstructing the notion of skateboarding as a male sport.,the youngest athlete ever to stand on the Olympic podium.,reconciling journalism with skateboarding.,2022,6,LC,C,english,"['B', 'E', 'C', 'D', 'A']"
QUESTION 07,"A trampling, dragnetting, pushing and shoving, aggression, vandalism and even the theft of a fan who was lying on the pavement after being hit by a car in the vicinity of the Maracanã stadium. The scenes of savagery were triggered by the invasion of thousands of fans without tickets, who broke through the police blockade and turned the stadium into a no-man's land. This is a reflection not only of the insecurity that plagues Rio de Janeiro, but also of how social violence is embedded in the country's most popular sport. In 2017, 104 episodes of violence were recorded in Brazilian soccer, resulting in 11 deaths of fans. Since 1995, when 101 fans were injured and one died during a pitched battle at the Pacaembu stadium, authorities have focused their actions to combat soccer violence on uniformed groups, some of which are banned from stadiums. However, a purely repressive stance against organized supporters is ineffective in a society that records more than 61,000 homicides a year. ""It is impossible to dissociate the escalation of violence in soccer from the panorama of public, social, economic and political disorder experienced by the country,"" according to a doctor in the sociology of sport. In this text, soccer violence is characterized as a",social problem located in one region of the country.,challenge for the clubs' organized supporters.,as a result of the clubs' dissatisfaction with the organization of the matches.,a reflection of the precariousness of social organization in the country.,inadequate space in the stadiums to receive the public.,2022,7,LC,D,english,"['A', 'B', 'E', 'C', 'D']"
QUESTION 08,"Six out of ten people aged 15 or over don't do any sport or physical activity. That's more than 100 million sedentary people. These are data from the study Practices of sport and physical activity, from Pnad 2015, carried out by IBGE. Lack of time and interest are the main reasons given for being sedentary. At the same time, 73.3 percent of people aged 15 and over said that public authorities should invest in sport and physical activity. There was a direct relationship between schooling and income in terms of taking part in sports or physical activities. While 17.3 percent of people who had no schooling carried out various bodily practices, this percentage reached 56.7 percent of people who had completed higher education. Among those who practiced sports and physical activity regularly, the percentage of practitioners ranged from 31.1 percent for those with no income to 65.2 percent for those earning five minimum wages or more. Lack of time was reported more by the adult population, especially among people aged 25 to 39. Among teenagers aged 15 to 17, the main reason was that they didn't like it or didn't want to do it. The main reason for practicing sport, declared by 11.2 million people, was to relax or have fun, followed by improving quality of life or well-being. The lack of accessible or nearby sports facilities was the least cited reason, demonstrating that not practicing would be less associated with the available infrastructure. Based on the survey and a broader view of health, in order for regular exercise to have a significant influence on the health of Brazilians, it is necessary to develop strategies that",combat the sedentary lifestyle that is present in a significant portion of the national population.,help build more sports facilities and adequate spaces for physical activity and sports.,promote the improvement of the population's physical fitness by devoting more time to sports.,"facilitate the adoption of exercise, with actions related to education and income distribution.",encourage tax incentives for the private sector to allocate funds to national programs to promote health through sport.,2022,8,LC,D,english,"['B', 'D', 'A', 'C', 'E']"
QUESTION 09,"Created around 20 years ago in California, mountainboarding is an adventure sport that uses a kind of off-road skateboard to perform maneuvers similar to snowboarding, surfing and skateboarding. The activity arrived in Brazil in 1997 and today it has hundreds of practitioners, a respectable national circuit and more than a dozen tracks throughout the country. According to the official history, mountainboarding was created by snowboarders who missed practicing the sport during periods without snow. To do this, they developed a very simple piece of equipment: a board similar to the model used on snow (smaller and a little less flexible), with two very sturdy axles, handles to fit the feet and four tires with tubes to regulate the speed that can be reached in different conditions. With this configuration, the sport has proved possible on different types of terrain: grass, dirt, stones, asphalt and sand. In addition to these surfaces, it is also possible to look for the trails themselves to practice maneuvers. The history of mountainboarding represents one of the main hallmarks of adventure activities, characterized by the",mode with predetermined rules.,competitiveness among its practitioners.,creativity to adapt to new spaces.,activity with defined technical standards.,the need for defined spaces for their realization.,2022,9,LC,C,english,"['C', 'A', 'D', 'B', 'E']"
QUESTION 10,"Being a chronicler Clarice Lispector I know I'm not, but I've been thinking about it. Is a chronicle a story? Is it a conversation? Is it a summary of a state of mind? I don't know, because before I started writing for Jornal do Brasil, I had only written novels and short stories. And without realizing it, as I wrote here, I became too personal, running the risk of soon publishing my past and present life, which I don't intend to do. Another thing I've noticed is that all I have to do is know that I'm writing for the newspaper, i.e. for something that's easily open to the whole world, and not for a book, which is only opened by those who really want to, so that, without even feeling it, the way I write changes. It's not that I don't like change, on the contrary. But I'd like them to be deeper, more internal changes that aren't reflected in my writing. But to change just because it's a column or a chronicle? To be lighter just because the reader wants it that way? To entertain? Make a few minutes of reading pass? And another thing: in my books I want deep communication with myself and the reader. Here at the newspaper, I'm just talking to the reader and I'm pleased that the reader is pleased. I'll tell you the truth: I'm not happy. In the text, when reflecting on the activity of a chronicler, the author questions characteristics of the chronicle genre, such as",detailed description of the characters.,brevity in dealing with the subject.,articulation of several narrative nuclei.,exclusive readership.,distanced relationship between the interlocutors.,2022,10,LC,B,english,"['D', 'C', 'B', 'E', 'A']"
QUESTION 11,"A bill in the Belo Horizonte City Council wants dogs to be vaccinated free of charge against leishmaniasis The disease is serious and has been causing concern in the metropolitan region of the capital of Minas Gerais It is a serious disease, transmitted by the bite of the straw mosquito, and it affects both humans and dogs: leishmaniasis. Because it is a public health problem, the disease could gain important preventive action if a bill is approved by the Belo Horizonte City Council (CMBH). In view of the high number of cases of the disease in Greater Belo Horizonte, the CMBH Health and Sanitation Commission approved the proposal to carry out public campaigns to vaccinate dogs free of charge against leishmaniasis, the subject of PL 404/17, which was considered by the collegiate body at an ordinary meeting on December 6. This news item, as well as fulfilling its informative function, takes on the role of",propose campaigns to increase access to public services.,monitor the city's health and sanitation activities.,raise public awareness of a serious public health problem.,to defend free services to the population.,hold public officials responsible for delays in taking decisions.,2022,11,LC,C,english,"['D', 'A', 'C', 'B', 'E']"
QUESTION 12,"She was beautiful. She liked to dance, did theater in São Paulo and dreamed of being an actress in Hollywood. She was 13 when she got a video camera - and a sister.  The two became her companions in experimentation. As a teenager, Elena was always creating little films and was committed to directing little Petra in the scenes she invented. She was demanding of her sister. And she believed in the little girl's potential to satisfy her precocious directorial urges. For five years, she was part of some of São Paulo's best theater companies and took part in auditions for films and TV work. She was never called back. At the beginning of 1990, Elena was 20 years old when she moved to New York to study theater arts and fight for a chance in the American market. Displaced, anxious, frustrated after a few unsuccessful casting tests, disappointed by the lack of recognition and victimized by a depression that worsened with the lack of prospects, Elena ended her life in the second semester. Petra was 7 years old. Twenty years later, it is her younger sister who returns to New York to follow in her sister's footsteps, search through her archives and transform her memories into images and poetry. Elena is a movie about the sister who leaves and the sister who stays. It's a movie about the search, the loss, the longing, but also about the encounter, the legacy, the memory.  It's a movie about Petra's Elena and Elena's Petra, about what remains of one in the other and, essentially, a movie about delicacy. The text is an example of a discursive genre that fulfills the social function of","evaluate, through critical analysis, the film in question.",summarize Elena's story through the main scenes of the film.,to launch an autobiographical film through the author's life story.,"describe, through Petra's memories, the separation of two sisters.","narrate, through images and poetry, scenes from the lives of sisters Petra and Elena.",2022,12,LC,A,english,"['E', 'C', 'D', 'B', 'A']"
QUESTION 13,"WORD - Grammars classify words as nouns, adjectives, verbs, adverbs, conjunctions, pronouns, numerals, articles and prepositions. Poets classify words by their soul because they like to play with them, and to play with them you first have to be intimate with them. It is the soul of the word that defines, explains, offends or praises, that stands between the signifier and the signified to say what it wants, to give feeling to things, to make sense. The word cloud rains. The word sad cries. The word sleep sleeps. The word time passes. The word fire burns. The word knife cuts. The word car runs. The word ""word"" says. What it wants. And it never says it back. Words have bodies and souls, but they are different from people in many ways. Words say what they want, it's said, and that's that. This text by Adriana Falcão, which simulates an entry for the word ""word"", is a poem because","The poets classify words by their souls"".","establishes comparisons, as in ""Words have bodies and souls, but they are different from people"".","values the grammar of the language, as in ""noun, adjective, verb, adverb, conjunction"".","presents pertinent information about the concept of ""word"", as in ""Grammars classify words"".","uses the expressive resource of metaphor, as in ""Words have body and soul"".",2022,13,LC,E,english,"['A', 'D', 'C', 'E', 'B']"
QUESTION 14," End Fernanda Torres Slow death to the infamous Portuguese who invented the Portuguese sidewalk. Damn D. Manuel the first and his band of Eusebius lieutenants. Squares of irregular pebbles pounded by hand. By hand! Of course it was going to come loose, didn't anyone notice that it was going to come loose? White, black, white, black, the waves of the Copacabana sea. What good are the waves of the Copacabana sea? Give me a smooth floor, without limestone protuberances. Stupid mosaic. Mosaic mania. Throw concrete on top and smooth it out. Hole, crater, loose stone, manhole bomb. After seventy, life becomes an endless obstacle course. Falls are the biggest threat to the elderly. ""Elderly"", a hateful word. Worse, just ""old age"". A fall separates old age from extreme senility. A fall destroys the chain that connects the head to the feet. Goodbye, body. At home, I go from railing to railing, touch furniture and walls, and take a bath sitting down. From the armchair to the window, from the window to the bed, from the bed to the armchair, from the armchair to the window. There it is again, the treacherous pebble trying to catch me. One day I'll fall, not today. The feature that characterizes the structural organization of this text is the",juxtaposition of verbal and nominal sequences.,change of events resulting from the temporal game.,interrelation between sentences by logical linguistic elements.,use of qualifying adjectives when describing the scenery.,semantic linking through the use of synonymous nouns.,2022,14,LC,A,english,"['A', 'B', 'E', 'C', 'D']"
QUESTION 15,"Fragments of the lyrics of the song Assentamento Chico Buarque Zanza daqui Zanza pra acolá End of the market, outskirts The city no longer lives in me Francisco, Serafim Let's go See the grass See the baobab Let's see the meadow when it blooms The piracema, rivers against it Binho, Bel, Bia, Quim Let's go When I die Tired of war I'll live in good terms with my land: Sugarcane, persimmon Yam, pumpkin Where only wind once sowed Wide, nation, endless hinterland O Manuel, Miguilim Let's go In this text, the poetic function of language predominates. However, the emotive function can be identified in the verse:","""Where once there was only wind"".","""O Manuel, Miguilim.","""End of market, outskirts"".","""The city no longer lives in me"".","""Zanza pra acolá"".",2022,15,LC,D,english,"['D', 'E', 'B', 'C', 'A']"
QUESTION 16,"Image description: Vertically divided poster featuring photographs and text. On the left is a photograph of a woman sitting behind the wheel of a car and the message: ""Women behind the wheel, constant danger"". The words ""constant danger"" are crossed out and ""there's a road to drive on"" is written underneath. The photograph on the right is of a man's face with a tear drawn just below one eye. Next to the man is the message: ""Men don't cry"", with a large X drawn over the word ""no"". The articulation between the verbal and non-verbal elements of the text is intended to trigger the",ratification of feminine and masculine behaviors.,a return to opinions about the diversity of social roles.,identifying distinctions between women and men.,adoption of preventive measures to combat sexism.,review of stereotypical gender representations.,2022,16,LC,E,english,"['D', 'E', 'A', 'C', 'B']"
QUESTION 17,"The silenced languages of Brazil In order to learn the language of his people, 29-year-old teacher Txaywa Pataxó had to study the factors that, on several occasions, almost caused the extinction of the Patxôhã language. He delved into the history of Brazil and discovered violent events that dispersed the Pataxó, who were forced to abandon their own language to escape persecution. ""The Pataxós spread out mainly after the Fire of 1951. They burned everything and expelled us from our lands. This embarrasses our people to this day,"" says Txaywa, a student at the Federal University of Minas Gerais and a teacher in the village of Barra Velha, in the region of Porto Seguro (BA). More than four decades later, members of the ethnic group returned to the old site and started a movement to recover the Patxôhã language. Sameary Pataxó's children are already fluent - and she, who moved to the village as an adult, tries to learn a little from them. ""It's our identity. You say who you are through your language,"" says the elementary school teacher about the importance of restoring the Pataxó language. Patxôhã is among the indigenous languages spoken in Brazil: the IBGE estimated 274 languages in the last census. The publication Indigenous Peoples in Brazil 2011/2016, by the Socio-Environmental Institute, estimates 160. Before the arrival of the Portuguese, there were more than a thousand. The movement to recover the Patxôhã language takes on a peculiar identity character in that it",encourages the return of indigenous peoples to their lands of origin.,combines the act of ethnic resistance with the preservation of cultural memory.,denounces the process of historical persecution suffered by indigenous peoples.,associates linguistic preservation with the field of academic research.,the number of indigenous languages spoken in Brazil is increasing.,2022,17,LC,B,english,"['D', 'B', 'A', 'C', 'E']"
QUESTION 18,"TEXT 1 Image description: Poster showing a photograph of a dog and a cat hugging and lying on the ground, next to a sign with the text: ""Adopt a street animal"". On the right-hand side of the poster, the following message is highlighted: ""Hey... take me home!!! Fourteenth cat and dog adoption fair"". At the bottom, a text box reads: ""Mandatory documents for adoption: ID card, CPF, proof of residence"" and, just below, a complement: ""And lots of love!!!"". TEXT 2 On the streets, in the city and in the park Nobody ever arrested the Deputy. His wandering from street to street and his long life are recalled and retold. An example of survival, leadership and canine intelligence, from an early age his little black muzzle and outlined eyes drew an olfactory-visual mental map of Lavras. He ran from those who needed running from and approached those who wouldn't harm him. Thus, he became a community dog. It was never known why he chose the street, perhaps he was harmed within four walls. When he was old, he got cancer and disappeared. The sweetheart was searched all over the city by two protectors, but never found. Both texts deal with the subject of street animals, but in relation to Text 1, Text 2",validates the emotional exchange between adopted pets and their owners.,reinforces the importance of the animal adoption campaign.,problematizes the need to adopt homeless animals.,exalts the friendly nature of cats and dogs.,promotes the animal adoption campaign.,2022,18,LC,C,english,"['B', 'C', 'A', 'D', 'E']"
QUESTION 19,"Is he a redhead? Do you have blue eyes? Are you a man or a woman? Does he wear a hat? Anyone who played Cara a Cara as a child knows by heart the script of questions to guess who your opponent's mystery character is. Now the game is about to get a new version. Polish designer Zuzia Kozerska-Girard is developing a variation of Guess Who? in which the personalities on the board are actually notable women from history and the present day, such as artist Frida Kahlo, activist Malala Yousafzai, astronaut Valentina Tereshkova and aviator Amelia Earhart. Who's She? features a total of twenty-eight women representing different professions, nationalities and ages. The idea is that instead of asking about the characters' appearance, the questions are directed at their achievements: did they win a Nobel Prize, make a discovery? For each character there is a card with fun and interesting facts about their life. A campaign was launched to raise money to develop Who's She? The initial goal was to raise seventeen thousand dollars. Eight days before the campaign ended, the project had already raised almost three hundred and fifty thousand dollars. The arrival of the game at the buyer's home varies according to the amount donated - the more you donate, the faster you'll be able to play. By publicizing the adaptation of the game to issues relating to the actions and abilities of notable women, the text seeks to",exemplify strategies for raising money online.,refute stereotypical models of beauty and elegance.,stimulate competition between potential buyers.,contribute to the players' civic education.,developing playful knowledge specific to current times.,2022,19,LC,D,english,"['D', 'B', 'C', 'A', 'E']"
QUESTION 20,"Image description: Advertising piece featuring two images, one next to the other. The one on the left is a photograph of a woman covering her face with her hands. On her hands is written: ""Repentance"". The image on the right is an asphalt road with the words: ""Causing an accident is something you carry with you for the rest of your life. Don't drink and drive"". Below, the logo of the Detran do Espírito Santo. In order to convince the target audience of the need for safer traffic, this advertisement appeals to the following",feeling of guilt in the driver who causes accidents.,psychological damage caused to victims of road violence.,the importance of traffic monitoring by the competent authorities.,the need to punish drunk drivers involved in accidents.,suffering resulting from the loss of loved ones in car accidents.,2022,20,LC,A,english,"['A', 'B', 'C', 'D', 'E']"
QUESTION 21,"Emotional urgency Martha Medeiros If everything is for yesterday, if life takes off in a hurry, if there's no more time for strategic stops, we inevitably fall into the habit of wanting love to be resolved in a split second. We're in a hurry to hear ""I love you"". We can't wait for the rules of coexistence to be established: are we boyfriends, girlfriends, married couples, lovers? Emotional urgency. A trap. We associate various words with LOVE: passion, romance, sex, adrenaline, palpitation. However, we forget the word that makes this feeling possible: ""patience"". Love without patience does not succeed. Love cannot be chewed and swallowed in an emergency, with desperate hunger. It's a meal that can last a lifetime. In this opinion piece, the linguistic marks reveal a distant situation with little formality, which is evidenced by the following","the use of metaphors, as in: ""life kicks into gear and takes off"".","repetition of a certain syntactic structure, as in: ""If everything is for yesterday"".","emphasis on the use of hyperbole, as in: ""a meal that can last a lifetime"".","building an atmosphere of urgency, in words like ""hurry"".","impersonalization throughout the text, as in: ""if there is no more time"".",2022,21,LC,A,english,"['E', 'C', 'D', 'B', 'A']"
QUESTION 22,"The complex of speaking difficult What really matters is that the holder of notable legal knowledge knows when and how to use Portuguese version 2.0, not least because there's no need for someone to walk into a bakery in the morning with a sleepy face and say the following: ""Please, would Your Lordship have the hypothetical possibility of establishing a purchase and sale relationship with me, subject to the requirements of the Civil and Consumer Codes, so that it is possible to obtain 10 buns at a stable temperature so that the pecuniary relationship in the amount of 5 reais is fully legitimate and capable of satisfying my morning hunger?"". The problem is that we have a culture of valuing those who demonstrate that they are intelligent rather than those who are. By our logic, everyone who talks difficult tends to be more intelligent than those who value the simple, and 99.9 percent of the people in the bakery would be dumbfounded if someone used the words I said above at 7am instead of saying, ""Good morning! Could you sell me five reais worth of French bread?"". Now we get to the interesting part: what is difficult speech really? Is simply using words that most people have no idea what they are an act of speaking difficult? I don't think so, but that's how a lot of people act. Speaking difficult is making use of the simple, but with coherence and cohesion, leaving everything grammatically tied together. Speaking difficult can make someone sound intelligent, but not for long. Of course, there are times when we can't get away from far-fetched Portuguese, from legalese itself, as in the case of legal documents, among others. In this opinion piece, the author, by using a lot of fancy language in the example of buying bread, highlights the importance of(a)",speak difficult to demonstrate intelligence.,adapting language to the communication situation.,valuing the speaker's intelligence.,if you have outstanding legal knowledge.,cohesion and coherence in legal documents.,2022,22,LC,B,english,"['C', 'E', 'B', 'A', 'D']"
QUESTION 23,"Aware that, in the field of creation, technological innovations open up a wide range of possibilities - by allowing, and even encouraging, artists to explore in depth, in their creative process, issues such as randomness, chance, non-linearity and hypermedia - Leo Cunha comments that, as far as the field of dissemination is concerned, the alternatives are even more obvious: ""After all, the capacity for reproducing, multiplying and sharing artistic/cultural works is immense. At the same time, the dilemmas involved with the question of authorship, copyright, unauthorized reproduction and intervention, among other issues, are gaining dimension."" According to Professor Yacy-Ara Froner, the use of technological tools cannot be seen as an end in itself. This is because computers, samplers, immersion programs, the internet and intranet, video, television, radio, GPD, etc. are only supports with which artists exercise their imagination. According to the authors quoted in the text, the expansion of possibilities in the field of artistic manifestations promoted by the internet could jeopardize",mode of distribution of works.,sharing artistic works.,protection of aesthetic production.,valorization of supports.,artists' success.,2022,23,LC,C,english,"['D', 'E', 'C', 'B', 'A']"
