question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 56,"TEXT I Listen to the sound of the river, my son Let that sound lull you The leaves that fall in the river, my son They end up in the waters of the sea When tomorrow happens to lack A joy in your heart Remember the sound of those waters from there Make that river your prayer. TEXT II Ecotourism is not only about bathing in waterfalls, sitting and walking along the beach, horseback riding, but also about getting to know biodiversity, which is sometimes supposedly endangered. Watching whales, swimming with dolphins, touching coral, meeting dozens of alligators in their natural habitat are all symbols that fascinate ecotourists. Nature is transformed into a spectacle different from modern urban life. The texts respectively identify the following attitudes towards nature:",Idealization and commodification.,Preservation and degradation.,Exploitation and romanticization.,Segregation and democratization.,Sacralization and desecration.,2019,56,CH,A,english,"['E', 'C', 'A', 'D', 'B']"
QUESTION 57,"Most of the aggressions and discriminatory manifestations against religions of African origin take place in public places (57 percent). More than two thirds of the attacks took place in the street, generally in places close to the houses of worship of these religions. Public transport is also mentioned as a place where adherents of religions of African origin are discriminated against, usually when they are dressed up because of their religious precepts. The practices described in the text are incompatible with the dynamics of a secular and democratic society because",promote ethnic diversity.,encourage syncretic rituals.,distort theological dogmas.,restrict freedom of belief.,ensure multicultural expressions.,2019,57,CH,D,english,"['B', 'D', 'C', 'E', 'A']"
QUESTION 58,"TEXT I Economic centralization, protectionism and overseas expansion aggrandized the state, although they benefited the incipient bourgeoisie. TEXT II The interference of legislation and exclusivist practices restricted the beneficial operation of natural law in the sphere of economic relations. Between the 16th and 19th centuries, different conceptions of the relationship between the state and the economy were formulated. These conceptions, associated with each of the texts, clash, respectively, in the opposition between the practices of",valuing the colonial pact - fighting free enterprise.,elimination of customs tariffs - encouraging free trade.,formation of the metropolitan system - criticism of free navigation.,defense of royal monopolies - support for free competition.,abandoning metal accumulation - encouraging free trade.,2019,58,CH,D,english,"['A', 'E', 'C', 'B', 'D']"
QUESTION 59,"Legend has it that on a beautiful sunny day, Newton was relaxing under an apple tree. Birds were twittering in his ears. There was a gentle breeze.  He dozed for a few minutes. Suddenly, an apple fell on his head and he woke up with a start. He looked up. ""Surely a bird or a squirrel knocked the apple out of the tree,"" he assumed. But there were no birds or squirrels in the tree nearby.  He then thought: ""Just a few minutes before, the apple was hanging from the tree. No external force caused it to fall. There must be some underlying force that causes things to fall to earth."" As opposed to an idealized interpretation, the text points to the following fundamental dimension of modern science:",Proposing hypotheses.,Denial of observation.,Falsification of theses.,Contemplation of nature.,Universalization of conclusions.,2019,59,CH,A,english,"['C', 'B', 'A', 'D', 'E']"
QUESTION 60,"Hardly a night goes by without some farmer having his barn or pile of grain destroyed by fire. Several workers not directly involved in the attacks seemed to support them, as can be seen in this statement to The Times: ""let it burn, pity it wasn't the house""; ""we can get warm now""; ""we just wanted some potatoes, there's a great fire to cook them on"". The revolt described in the text, which took place in England in the 19th century, was a reaction to the following socio-spatial process:",Expropriation of communal lands.,Reducing monoculture production.,Imposition of land nationalization.,Restriction of private property.,Prohibition of craft activities.,2019,60,CH,A,english,"['B', 'D', 'C', 'A', 'E']"
QUESTION 61,"Among the combatants was the most famous heroine of Independence. Born in Feira de Santana, the daughter of poor farmers, Maria Quitéria de Jesus was thirty years old when Bahia took up arms against the Portuguese. Despite the ban on women in volunteer battalions, she decided to enlist on the sly. She cut her hair, tied up her breasts, dressed as a man and joined the Brazilian ranks under the name Soldado Medeiros. In the process of Brazilian Independence, the case mentioned is emblematic because it shows the",hierarchical rigidity of the social structure.,the inclusion of women in the military trades.,administrative flexibility of the imperial government.,public support for Portuguese immigrants.,metropolitan receptivity to emancipatory ideals.,2019,61,CH,A,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 62,"The global restructuring of industry, conditioned by the global management strategies of the value chain of the large transnational groups, promoted a strong shift in the production process, even of entire industrial plants, and redirected production and investment flows. However, the increase in the share of developing countries in global output was quite asymmetrical when comparing the dynamism of East Asian countries with that of other countries, especially Latin American countries, in the period 1980-2000. The dynamics of the transformation of the geography of industries described exposes the complementarity between spatial dispersion and",economic concentration.,technological autonomy.,profit sharing.,supply crises.,political decentralization.,2019,62,CH,A,english,"['D', 'A', 'E', 'B', 'C']"
QUESTION 63,"Image description: Representation of a map entitled ""Arid and semi-arid regions of the world"". In the Northern Hemisphere, there is a marked incidence of arid (desert) regions, with semi-arid surroundings in each of them, in the east of the United States and Mexico, in northern Africa and southern Europe and in much of Asia (all at the height of the Tropic of Cancer line). In the Southern Hemisphere, there are arid (desert) regions, with semi-arid surroundings in each of them, in the Andes Mountains (at the Tropic of Capricorn line), in southwest Africa and in central Australia. In Brazil, between the Equator and the Tropic of Capricorn, there is only the incidence of a semi-arid region, without the incidence of an arid region (desert). In the Southern Hemisphere, the latitudinal sequence of deserts represented in the image is interrupted in Brazil for the following reason:",Cold sea currents predominate.,Influence of humidity in forest areas.,High atmospheric pressures prevail.,Absence of continental air masses.,Intense reflective surfaces.,2019,63,CH,B,english,"['D', 'C', 'B', 'E', 'A']"
QUESTION 64,"In fact, it is not because man can use his free will to sin that it should be assumed that God gave it to him to do so. There is, therefore, a reason why God gave man this characteristic, because without it he would not be able to live and act correctly. It can be understood, then, that it was given to man for this purpose, considering that if a man uses it to sin, divine punishments will fall on him. Now, this would be unjust if the free will had been given to man not only to act correctly, but also to sin. In fact, why should those who use their will for the purpose for which it was given be punished? In this text, the Christian philosopher Augustine of Hippo argues that divine punishment is based on",violation of the precepts of the Old Testament.,distancing themselves from sacrificial practices.,insufficiency of moral autonomy.,moving away from detachment actions.,deviation from the celibate posture.,2019,64,CH,C,english,"['E', 'D', 'B', 'C', 'A']"
QUESTION 65,"Located 160 km from the city of Porto Velho (capital of the state of Rondônia), on the edge of the Jaci-Paraná Extractive Reserve and the Karipunas Indigenous Land, the village of União Bandeirantes emerged in 2000 from movements of peasants, loggers, cattle ranchers and land grabbers who, in defiance of territorial planning and in the face of government passivity, demarcated and invaded land in the rural area, founding the village. Today, it is the region with the highest agricultural and dairy production in the municipality of Porto Velho, even supplying food for the Jirau hydroelectric plant. The dynamics of territorial occupation described were the result of the",mechanization of the production process.,expansion of pioneer fronts.,land reform.,expansion of urban bangs.,adoption of directed colonization.,2019,65,CH,B,english,"['A', 'E', 'C', 'D', 'B']"
QUESTION 66,"At no other time has the thin body acquired a sense of the ideal body and been in the spotlight as much as it is today: this body, naked or clothed, displayed in various women's and men's magazines, is fashionable: it's on the cover of magazines, in newspapers, in advertising headlines, and has become a consumer dream for thousands of people. Based on this conception, the fat person has a visibly unhealthy body, a body stigmatized by deviance, deviance by excess. However, as writer Marylin Wann says, it is perfectly possible to be fat and healthy. Fat people often fall ill not because they are fat, but because of the stress and oppression they are subjected to. In the text, the media's predominant treatment of the relationship between health and the body is criticized as follows:",Challenging consolidated stereotypes.,Exaltation of popular beliefs.,Propagation of scientific conclusions.,Reiteration of hegemonic discourses.,Diffusion of ancient aesthetics.,2019,66,CH,A,english,"['E', 'B', 'C', 'D', 'A']"
QUESTION 67,"In the capitalist system, the many manifestations of crisis create conditions that force some kind of rationalization. In general, these periodic crises have the effect of expanding productive capacity and renewing the conditions of accumulation. We can conceive of each crisis as a shift in the accumulation process to a new and higher level. The condition for the inclusion of workers in the new production process described in the text is the",electoral participation.,international migration.,functional regulation.,professional qualification.,union association.,2019,67,CH,D,english,"['B', 'C', 'E', 'D', 'A']"
QUESTION 68,"Constitution of the Empire of Brazil of 1824 Article 90 . The appointments of deputies and senators to the General Assembly, and of the members of the General Councils of the provinces, shall be made by elections, electing the mass of active citizens in parish assemblies, the provincial electors, and these, the representatives of the nation and province. Article 92 . The following shall be excluded from voting in parish assemblies: I. Minors under the age of twenty-five, which does not include married couples, military officers over the age of twenty-one, trained bachelors and clerics of holy orders. II. The children of families who are in the company of their parents, unless they serve in public offices. III. Servants, whose class does not include bookkeepers and first clerks of commercial houses, servants of the Imperial Household who are not white-coated, and administrators of rural farms and factories. IV. Religious and anyone who lives in a cloistered community. V. Those who do not have an annual net income of one hundred thousand réis from property, industry, commerce or employment. According to the articles of the legal provision presented, the electoral system established at the beginning of the Empire is marked by",liberal character and parliamentary system.,popular representation and individual secrecy.,indirect vote and census profile.,party ethics and state supervision.,public freedom and political openness.,2019,68,CH,C,english,"['E', 'A', 'B', 'D', 'C']"
QUESTION 69,"Image description: Photograph of a well-maintained cobbled street. At the end of the cobblestones and the curb is a small garden, with the word ""veracity"" on the side. In the background is a wall with various graffiti. We are talking here about art created on the streets and for the streets, marked above all by everyday life, its conflicts and its possibilities, which could involve techniques, agents and themes that are not found in more traditional and formal institutions. The artistic manifestation expressed in the image and presented in the text is part of a contemporary movement of",revitalization of historical heritage.,appreciation of aesthetic formalisms.,regulating social relations.,appropriation of public spaces.,standardization of urban cultures.,2019,69,CH,D,english,"['E', 'D', 'A', 'B', 'C']"
QUESTION 70,"TEXT I - Critique of Practical Reason by Immanuel Kant Two things fill my mind with ever-increasing admiration and veneration: the starry sky above me and the moral law within me. TEXT II - Kant (reread) , by Orides Fontela Two things I admire: the harsh law covering me and the starry sky within me. The rereading carried out by the poet inverts the following central ideas of Kantian thought:",The interiority of the norm and the phenomenality of the world.,The need for good will and the critique of metaphysics.,The indispensability of the empirical and the authority of reason.,Priority of judgment and importance of nature.,Possibility of freedom and obligation of action.,2019,70,CH,A,english,"['E', 'C', 'D', 'B', 'A']"
QUESTION 71,"The sovereignty of citizens with full rights was essential for the existence of the city-state. Depending on the political regime, the proportion of these citizens in relation to the total population of free men could vary greatly, being quite small in aristocracies and oligarchies and larger in democracies. In the city-states of Classical Antiquity, the proportion of citizens described in the text is explained by the adoption of the following criteria for political participation:",Freedom of worship.,Gender equality.,Literacy requirement.,Ground control.,Exclusion of the military.,2019,71,CH,D,english,"['B', 'C', 'E', 'A', 'D']"
QUESTION 72,"The Vaccine Revolt (1904) clearly showed the defensive, disorganized and fragmented aspect of popular action. They didn't deny the state, they didn't demand participation in political decisions; they defended values and rights considered to be above state intervention. The mobilization analyzed represented a wake-up call, in that the popular action questioned",clientelist policy.,government discretion.,urban reforms.,the rise in prices.,electoral practices.,2019,72,CH,B,english,"['B', 'D', 'C', 'A', 'E']"
QUESTION 73,"From the second half of the 18th century, the number of newly arrived slaves grew in Rio and stabilized in Bahia. No place was better at receiving slaves than Rio de Janeiro. In the article, the journalist reports a change in the dynamics of the Atlantic slave trade that is related to the following activity:",Removal of wood from the coast.,Extraction of precious metals.,Tobacco farming.,Adoption of extensive livestock farming.,Collecting drugs from the sertão.,2019,73,CH,B,english,"['D', 'B', 'E', 'C', 'A']"
QUESTION 74,"The occasion made the thief: Francis Drake was waging his war of piracy against Papist Spain when he robbed the mule troops carrying gold from Peru to Panama. Thanks to the complicity of Queen Elizabeth I, he returns and plunders the coasts of Chile and Peru before returning via the Pacific Ocean and then the Indian Ocean. In Ternate, he offered his protection to a sultan in revolt with the Portuguese, thus creating the first English overseas trading post. The tactic adopted by 16th century England, as mentioned in the text, was the means found to",re-establish the growth of the mercantile economy.,legalizing the occupation of Iberian possessions.,strengthen maritime trade routes.,conquer the riches of the American territories.,gain the support of the European powers.,2019,74,CH,D,english,"['A', 'C', 'E', 'B', 'D']"
QUESTION 75,"The Ministry of Labor and Employment (MTE) carried out 248 inspections and rescued a total of 1,590 workers from slave-like conditions throughout the country in 2014. The analysis of the fight against work in conditions analogous to slavery shows the implementation of unprecedented partnerships in dealing with the issue, with reference to tax actions carried out with the Ministry of Defense, the Brazilian Army, the Brazilian Institute for the Environment and Renewable Natural Resources (Ibama) and the Chico Mendes Institute for Biodiversity Conservation (ICMBio). The strategy advocated in the text to reduce the social problem pointed out consists of:",Articulate with public bodies.,Limiting the autonomy of companies.,Put pressure on the legislative branch.,Funding academic research.,Expand the issuing of fines.,2019,75,CH,A,english,"['A', 'D', 'B', 'E', 'C']"
QUESTION 76,"The demographic bonus is characterized by the period in which, due to the reduction in the number of children per woman, the population structure becomes favorable to economic growth. This is because there are proportionally fewer children in the population, and the percentage of elderly people is not yet high. The state action that contributes to taking advantage of the demographic bonus is the stimulus to",granting of pensions.,admission of political exiles.,qualification of the workforce.,increase in the tax burden.,attracting immigrants.,2019,76,CH,C,english,"['E', 'D', 'C', 'B', 'A']"
QUESTION 77,"The residents of Utqiagvik spent two months almost entirely in darkness The inhabitants of this small town in Alaska - the northernmost US state - are used to long nights without seeing daylight. On November 18, 2018, its little more than 4,000 inhabitants saw the last sunset of the year.  The next opportunity to see daylight occurred on January 23, 2019, at 13 h 04 min (local time). The phenomenon described is related to the fact that the town in question has a geographical position conditioned by the",altitude.,marital status.,latitude.,continentality.,longitude.,2019,77,CH,C,english,"['E', 'B', 'D', 'A', 'C']"
QUESTION 78,"Hunger is not a technical problem, as it is not due to a lack of food, because hunger today coexists with the material conditions to solve it. The text shows that the food problem presented has a political dimension because it is associated with",cost of disposing of products.,difficulty in storing grains.,pattern of income distribution.,world population growth.,regional productivity scale.,2019,78,CH,C,english,"['E', 'C', 'B', 'D', 'A']"
QUESTION 79,"The giant ecological footprint we are leaving on the planet is transforming it to such an extent that experts believe we have already entered a new geological epoch, the Anthropocene. And many argue that if we don't stop the environmental crisis, we'll turn Earth into Venus faster than we'll go to Mars. The term ""Anthropocene"" is attributed to chemist and Nobel Prize winner Paul Crutzen, who proposed it during a conference in 2000, at the same time as announcing the end of the Holocene - the geological epoch in which human beings have been around for around 12,000 years, according to the International Union of Geological Sciences (IUGS), the body that defines geological time units. The concept put forward considers the existence of a new geological epoch based on the capacity for human influence on processes",tectonics.,metamorphic.,magmatic.,eruptive.,exogenous.,2019,79,CH,E,english,"['C', 'E', 'D', 'A', 'B']"
QUESTION 80,"Image description: Illustration of a landscape made up of buildings, a road, pastures, a river, a forest, the Sun and a satellite orbiting in the atmosphere. The incident solar energy is represented by arrows coming from the Sun, which point to the buildings, the road, the pastures, the river and the forest. Reflected solar energy is represented by arrows coming from the buildings, the road, the pastures, the river and the forest, which point to the satellite orbiting in the atmosphere. The generation of images using the technology illustrated depends on the variation of:",Quality of mineral resources.,Planetary movement.,Depth of the water table.,Earth's magnetic field.,Albedo of physical bodies.,2019,80,CH,E,english,"['D', 'E', 'B', 'C', 'A']"
QUESTION 81,"It is said that Humboldt, a 19th century naturalist who marveled at the geography, flora and fauna of the South American region, saw its inhabitants as if they were beggars sitting on a sack of gold, referring to its immeasurable untapped natural wealth. In a way, the scientist ratified our role as exporters of nature in what would become the world after Iberian colonization: he saw us as territories condemned to take advantage of existing natural resources. The relationship between human beings and nature highlighted in the text reflected the permanence of the following philosophical current:",Cognitive relativism.,Cartesian rationalism.,Epistemological pluralism.,Phenomenological existentialism.,Dialectical materialism.,2019,81,CH,B,english,"['A', 'C', 'D', 'E', 'B']"
QUESTION 82,"The Brazilian Institute for the Environment and Renewable Natural Resources (IBAMA) is investigating the extermination of bees due to pesticide poisoning in hives in São Paulo and Minas Gerais. The studies on neonicotinoid insecticides should be completed in the first half of 2015. This is a problem on a global scale, present even in so-called first world countries, which as a consequence poses a serious threat to living beings on the planet, including humans. What solution to this problem will guarantee the productivity of modern agriculture?",Intensification of floodplain soil drainage.,Adoption of chemical fertilization.,Use of biological control techniques.,Expansion of the tropical monoculture model.,Preservation of the riparian forest area.,2019,82,CH,C,english,"['E', 'B', 'C', 'D', 'A']"
QUESTION 83,"Christianity incorporated ancient practices relating to fire to create a syncretic festival. The church took up the six-month gap between the births of Jesus Christ and John the Baptist and set the date to commemorate the latter in such a way that the European summer solstice festivities with their traditional bonfires became ""St. John's bonfires"". However, the feast of fire and light was not immediately associated with St. John the Baptist. In the Lower Middle Ages, some traditional practices of the feast (such as bathing, dancing and singing) were persecuted by monks and bishops. From the Council of Trent (1545-1563), the Church decided to adopt celebrations around fire and associate them with Christian doctrine. In order to strengthen itself, the institution mentioned in the text adopted the practices described, which consist of",promoting biblical guidance.,taking up apostolic teachings.,appropriation of secular ceremonies.,promoting ecumenical events.,reframing fundamentalist rituals.,2019,83,CH,C,english,"['B', 'D', 'C', 'A', 'E']"
QUESTION 84,"I don't think there is a sovereign, founding subject, a universal form of subject that we could find everywhere. I think, on the contrary, that the subject is constituted through practices of subjection or, in a more autonomous way, through practices of liberation, of freedom, as in Antiquity - based, of course, on a certain number of rules, styles, that we can find in the cultural milieu. (Michel Foucault) Michel Foucault's text points out that subjectivation takes place in a dimension","essential, based on substantialist parameters.","transcendental, based on religious principles.","contingency, processed in social interactions.","legal, based on legal precepts.","rational, based on logical assumptions.",2019,84,CH,C,english,"['E', 'D', 'C', 'A', 'B']"
QUESTION 85,"TEXT I - Francis Bacon's Novum Organum The secrets of nature are revealed more under the torture of experiments than in their natural course. TEXT II Human beings, totally disintegrated from the whole, no longer perceive the relationships of balance in nature.  He acts in a totally inharmonious way on the environment, causing major environmental imbalances. The texts indicate a relationship between society and nature characterized by",infallibility of the scientific method.,formation of the holistic worldview.,objectification of physical space.,a return to the creationist model.,recovering the ancestral legacy.,2019,85,CH,C,english,"['D', 'E', 'A', 'B', 'C']"
QUESTION 86,"Origins of totalitarianism, Hanna Arendt This atmosphere of madness and unreality, created by the apparent absence of purpose, is the real iron curtain that hides all forms of concentration camps from the eyes of the world. Seen from the outside, the camps and what happens in them can only be described with extraterrestrial images, as if life in them were separate from the purposes of this world. More than the barbed wire, it is the unreality of the inmates it confines that causes such incredible cruelty that it ends up leading to the acceptance of extermination as a perfectly normal solution. From the author's analysis, in the meeting of historical temporalities, we can see a criticism of the naturalization of the","ideological alienation, which justifies individual actions.","cultural framework, which favors punitive behavior.","religious cosmology, which underpins hierarchical traditions.","national ideology, which legitimizes social inequalities.","human segregation, which underpins biopolitical projects.",2019,86,CH,E,english,"['B', 'E', 'C', 'A', 'D']"
QUESTION 87,"For Machiavelli, when a man decides to tell the truth at the risk of his own physical integrity, such a decision only concerns him. But if that same man is a head of state, personal criteria are no longer adequate to decide on actions whose consequences become so far-reaching, since the damage will not only be individual, but collective. In this case, depending on the circumstances and the ends to be achieved, it may be decided that the best thing for the common good is to lie. The text points to an innovation in political theory in modern times, expressed in the distinction between",the ideality and effectiveness of morality.,nullity and preservability of freedom.,verifiability and the possibility of truth.,objectivity and subjectivity of knowledge.,illegality and legitimacy of the ruler.,2019,87,CH,A,english,"['A', 'B', 'D', 'E', 'C']"
QUESTION 88,"The creation of the Unified Health System (SUS) as a policy for all is one of the most important achievements of Brazilian society in the 20th century. The SUS should be valued and defended as a milestone for citizenship and the advancement of civilization. Democracy involves a state model in which policies protect citizens and reduce inequalities. The SUS is a guideline that strengthens citizenship and contributes to ensuring the exercise of rights, political pluralism and well-being as values of a fraternal, pluralistic and unprejudiced society, as set out in the 1988 Federal Constitution. According to the text, two characteristics of the conception of the public policy analyzed are:",Universalism and egalitarianism.,Revolution and co-participation.,Liberalism and meritocracy.,Nationalism and individualism.,Paternalism and philanthropy.,2019,88,CH,A,english,"['C', 'E', 'B', 'D', 'A']"
QUESTION 89,"TEXT I - Meditations by René Descartes I consider it appropriate to pause for a while in contemplation of this all-perfect God, to ponder his marvelous attributes totally at ease, to consider, admire and adore the incomparable beauty of this immense light. TEXT II What is the most reasonable way to understand what the world is like? Is there any good reason to believe that the world was created by an all-powerful deity? We can't say that belief in God is ""just"" a matter of faith. The texts deal with a questioning of the construction of modernity that defends a model",based on immanentist ordering.,focused on contractualist legitimation.,centered on human reason.,ethnocentric perception.,based on the mythological explanation.,2019,89,CH,C,english,"['C', 'D', 'A', 'E', 'B']"
QUESTION 90,"The community of Mumbuca, in Minas Gerais, has such an expressive collective organization that it cooperates in supplying the town of Jequitinhonha with groceries, which can be attested to by the Saturday market. In Campinho da Independência, in Rio de Janeiro, local handicrafts delight visitors to the southern coast of the state, as well as the quilombola restaurant that caters to tourists. In the text, the territorial strategies of the quilombo remnant groups aim to guarantee:",Regional economic integration.,Trade protectionism.,Public welfare benefits.,Tax debt forgiveness.,Local market reserve.,2019,90,CH,A,english,"['C', 'D', 'E', 'A', 'B']"
