question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTÃO 56,"O toyotismo, a partir dos anos 1970, teve grande impacto no mundo ocidental, quando se mostrou para os países avançados como uma opção possível para a superação de uma crise de acumulação. A característica organizacional do modelo em questão, requerida no contexto de crise, foi o(a)",adequação da produção à demanda.,centralização das etapas de planejamento. ,expansão dos grandes estoques.,aumento da mecanização do trabalho.,incremento da fabricação em massa.,2020,56,CH,A,portuguese,"['C', 'E', 'A', 'D', 'B']"
QUESTÃO 57,"Migrações e trabalho sob contrato no século XIX, Marco Aurelio dos Santos  O fenômeno histórico conhecido como “tráfico de coolies ” esteve associado diretamente ao período que vai do final da década de 1840 até o ano de 1874, quando milhares de chineses foram encaminhados principalmente para Cuba e o Peru e muitos abusos no recrutamento de mão de obra foram identificados. O tráfico de coolies ou, em outros termos, o transporte por meios coativos de mão de obra de um lugar para outro, foi comparado ao tráfico africano de escravos por muitos periodistas e analistas do século XIX. A comparação mencionada no texto foi possível em razão da seguinte característica:",Oferta de contrato formal.,Controle opressivo das vidas dos indivíduos.,Origem étnica dos grupos de trabalhadores.,Conhecimento das tarefas desenvolvidas.,Investimento requerido dos empregadores.,2020,57,CH,B,portuguese,"['A', 'D', 'B', 'C', 'E']"
QUESTÃO 58,Os aspectos físicos apresentados originam-se da atuação da força natural de,rifteamento da crosta terrestre.,formação de cadeias montanhosas.,subducção da plataforma oceânica.,colisão de placas tectônicas.,metamorfismo de bordas continentais.,2020,58,CH,A,portuguese,"['B', 'D', 'C', 'A', 'E']"
QUESTÃO 59,"A reabilitação da biografia histórica integrou as aquisições da história social e cultural, oferecendo aos diferentes atores históricos uma importância diferenciada, distinta, individual. Mas não se tratava mais de fazer, simplesmente, a história dos grandes nomes, em formato hagiográfico — quase uma vida de santo —, sem problemas, nem máculas. Mas de examinar os atores (ou o ator) célebres ou não, como testemunhas, como reflexos, como reveladores de uma época. De acordo com o texto, novos estudos têm valorizado a história do indivíduo por se constituir como possibilidade de",acesso ao cotidiano das comunidades.,"interpretação das manifestações do divino. Descrição da imagem : Representação cartográfica mostrando o Vale da Grande Fenda, que se estende ao longo da imagem, abrangendo partes da Ásia e da África, com a indicação de vulcões ao longo desse vale.",resgate das narrativas heroicas.,expressão do papel das elites.,adesão ao método positivista.,2020,59,CH,A,portuguese,"['D', 'E', 'C', 'B', 'A']"
QUESTÃO 60,"A sociedade como um sistema justo de cooperação social consiste em uma das ideias familiares fundamentais, que dá estrutura e organização à justiça como equidade. A cooperação social guia-se por regras e procedimentos publicamente reconhecidos e aceitos por aqueles que cooperam como sendo apropriados para regular a sua conduta. Diz-se que a cooperação é justa porque seus termos são tais que todos os participantes podem razoavelmente aceitar, desde que todos os demais também o aceitem. No contexto do pensamento político, a ideia apresentada mostra-se consoante o(a)",legitimidade do absolutismo monárquico.,posicionamento crítico do socialismo.,corrente tripartite dos poderes.,entendimento do contratualismo moderno.,ideal republicano de governo.,2020,60,CH,D,portuguese,"['D', 'C', 'B', 'E', 'A']"
QUESTÃO 61,"Com efeito, até a destruição de Cartago, o povo e o Senado romano governavam a República em harmonia e sem paixão, e não havia entre os cidadãos luta por glória ou dominação; o medo do inimigo mantinha a cidade no cumprimento do dever. Mas, assim que o medo desapareceu dos espíritos, introduziram-se os males pelos quais a prosperidade tem predileção, isto é, a libertinagem e o orgulho. O acontecimento histórico mencionado no texto de Salústio, datado de I a.C., manteve correspondência com o processo de",demarcação de terras públicas.,restrição da cidadania por parentesco.,restauração de instituições ancestrais.,expansão das fronteiras extrapeninsulares. ,imposição da escravidão por dívidas.,2020,61,CH,D,portuguese,"['A', 'C', 'D', 'E', 'B']"
QUESTÃO 62,"O movimento sedicioso ocorrido na capitania de Pernambuco, no ano 1817, foi analisado de formas diferentes por dois meios de comunicação daquela época. O Correio Braziliense apontou para o fato de ser “a comoção no Brasil motivada por um descontentamento geral, e não por maquinações de alguns indivíduos”. Já a Gazeta do Rio de Janeiro considerou o movimento como um “pontual desvio de norma, apenas uma ‘mancha’ nas ‘páginas da História Portuguesa’, tão distinta pelos testemunhos de amor e respeito que os vassalos desta nação consagram ao seu soberano”. Os fragmentos das matérias jornalísticas sobre o acontecimento, embora com percepções diversas, relacionam-se a um aspecto do processo de independência da colônia luso-americana expresso em dissensões entre",grupos regionais acerca da configuração político- -territorial.,elites locais acerca da ordenação do monopólio fundiário.,quadros dirigentes em torno da abolição da ordem escravocrata.,homens livres em torno da extensão do direito de voto.,intelectuais laicos acerca da revogação do domínio eclesiástico.,2020,62,CH,A,portuguese,"['B', 'E', 'A', 'D', 'C']"
QUESTÃO 63,"Declaração de Direitos do Homem e do Cidadão – 1789 Os representantes do povo francês, tendo em vista que a ignorância, o esquecimento ou o desprezo dos direitos do homem são as únicas causas dos males públicos e da corrupção dos governos, resolveram declarar solenemente os direitos naturais, inalienáveis e sagrados do homem, a fim de que esta declaração, sempre presente em todos os membros do corpo social, lhes lembre permanentemente seus direitos e seus deveres; a fim de que as reivindicações dos cidadãos, fundadas em princípios simples e incontestáveis, se dirijam sempre à conservação da Constituição e à felicidade geral. Esse documento, elaborado no contexto da Revolução Francesa, reflete uma profunda mudança social ao estabelecer a",falência da sociedade burguesa.,supressão do poder constituinte.,manutenção das terras comunais.,abolição dos partidos políticos.,paridade do tratamento jurídico.,2020,63,CH,E,portuguese,"['C', 'B', 'A', 'E', 'D']"
QUESTÃO 64,"Na Grécia, o conceito de povo abrange tão somente aqueles indivíduos considerados cidadãos. Assim é possível perceber que o conceito de povo era muito restritivo. Mesmo tendo isso em conta, a forma democrática vivenciada e experimentada pelos gregos atenienses nos séculos IV e V a.C. pode ser caracterizada, fundamentalmente, como direta. Naquele contexto, a emergência do sistema de governo mencionado no excerto promoveu o(a)",campanha pela revitalização das oligarquias.,estabelecimento de mandatos temporários.,declínio da sociedade civil organizada.,participação no exercício do poder.,competição para a escolha de representantes.,2020,64,CH,D,portuguese,"['B', 'C', 'D', 'E', 'A']"
QUESTÃO 65,"Dois grandes eventos históricos tornaram possível um caso como o de Menocchio: a invenção da imprensa e a Reforma. A imprensa lhe permitiu confrontar os livros com a tradição oral em que havia crescido e lhe forneceu as palavras para organizar o amontoado de ideias e fantasias que nele conviviam. A Reforma lhe deu audácia para comunicar o que pensava ao padre do vilarejo, conterrâneos, inquisidores — mesmo não tendo conseguido dizer tudo diante do papa, dos cardeais e dos príncipes, como queria. Os acontecimentos históricos citados ajudaram esse indivíduo, no século XVI, a repensar a visão católica do mundo ao possibilitarem a",correção doutrinária das heresias medievais. ,sofisticação barroca do ritual litúrgico.,consulta pública das bibliotecas reais.,interpretação autônoma dos textos bíblicos.,aceitação popular da educação secular.,2020,65,CH,D,portuguese,"['E', 'B', 'A', 'D', 'C']"
QUESTÃO 66,"Aventuras de Alice: no País das Maravilhas, Através do espelho e outros textos, Lewis Carroll “Devo estar chegando perto do centro da Terra. Deixe ver: deve ter sido mais de seis mil quilômetros, por aí...” (como se vê, Alice tinha aprendido uma porção de coisas desse tipo na escola, e embora essa não fosse uma oportunidade lá muito boa de demonstrar conhecimentos, já que não havia ninguém por perto para escutá-la, em todo caso era bom praticar um pouco)“... sim, deve ser mais ou menos essa a distância... mas então qual seria a latitude ou longitude em que estou?” (Alice não tinha a menor ideia do que fosse latitude ou longitude, mas achou que eram palavras muito imponentes). O texto descreve uma confusão da personagem em relação",à localização do norte magnético.,às distorções das formas continentais.,aos referenciais de posição relativa.,aos contornos dos fusos horários.,ao tipo de projeção cartográfica.,2020,66,CH,C,portuguese,"['C', 'E', 'D', 'B', 'A']"
QUESTÃO 67,"A arte pré-histórica africana foi incontestavelmente um veículo de mensagens pedagógicas e sociais. Os San, que constituem hoje o povo mais próximo da realidade das representações rupestres, afirmam que seus antepassados lhes explicaram sua visão do mundo a partir desse gigantesco livro de imagens que são as galerias. A educação dos povos que desconhecem a escrita está baseada sobretudo na imagem e no som, no audiovisual. De acordo com o texto, a arte mencionada é importante para os povos que a cultivam por colaborar para o(a)",rejeição de práticas exógenas.,surgimento dos laços familiares.,ruptura da disciplina hierárquica.,transmissão dos saberes acumulados.,expansão da propriedade individual.,2020,67,CH,D,portuguese,"['E', 'D', 'C', 'A', 'B']"
QUESTÃO 68,"Uma breve introdução à filosofia, Thomas Nagel Será que as coisas lhe pareceriam diferentes se, de fato, todas elas existissem apenas na sua mente — se tudo o que você julgasse ser o mundo externo real fosse apenas um sonho ou alucinação gigante, de que você jamais fosse despertar? Se assim fosse, então é claro que você nunca poderia despertar, como faz quando sonha, pois significaria que não há mundo “real” no qual despertar. Logo, não seria exatamente igual a um sonho ou alucinação normal. O texto confere visibilidade a uma doutrina filosófica contemporânea conhecida como:","Falsificacionismo, que estabelece ciclos de problemas para refutar uma conjectura.","Idealismo, que nega a existência de objetos independentemente do trabalho cognoscente.","Falibilismo, que rejeita mecanismos mentais para sustentar uma crença inequívoca.","Personalismo, que vincula a realidade circundante aos domínios do pessoal.","Solipsismo, que reconhece limitações cognitivas para compreender uma experiência compartilhada.",2020,68,CH,E,portuguese,"['B', 'D', 'C', 'A', 'E']"
QUESTÃO 69,"TEXTO I TEXTO II O Rio Tietê está morto. Ao menos uma parte dele: 137 quilômetros, para ser mais preciso. Uma pesquisa da Fundação SOS Mata Atlântica mostra que, em 2016, o trecho do rio com qualidade de água classificada como ruim ou péssima começa em Itaquaquecetuba, passa por toda a Região Metropolitana de São Paulo e chega até Cabreúva, já no interior de São Paulo. Nesse trecho, a água não tem oxigênio suficiente para abrigar vida. Considerando a análise dos textos, a condição atual desse rio tem como origem a",extinção da vegetação nativa.,captação desordenada do regime pluvial.,recepção de densa carga de dejetos.,valorização do sítio urbano.,"expansão do uso de defensivos químicos. Descrição da imagem: Foto panorâmica de um trecho do Rio Tietê, margeado pelas construções na cidade de São Paulo. ",2020,69,CH,C,portuguese,"['B', 'D', 'C', 'A', 'E']"
QUESTÃO 70,"Uma investigação sobre o entendimento humano, David Hume Adão, ainda que supuséssemos que suas faculdades racionais fossem inteiramente perfeitas desde o início, não poderia ter inferido da fluidez e transparência da água que ela o sufocaria, nem da luminosidade e calor do fogo que este poderia consumi-lo. Nenhum objeto jamais revela, pelas qualidades que aparecem aos sentidos, nem as causas que o produziram, nem os efeitos que dele provirão; e tampouco nossa razão é capaz de extrair, sem auxílio da experiência, qualquer conclusão referente à existência efetiva de coisas ou questões de fato. Segundo o autor, qual é a origem do conhecimento humano?",A vivência dos fenômenos do mundo.,O estudo das tradições filosóficas.,A revelação da inspiração divina.,O desenvolvimento do raciocínio abstrato.,A potência inata da mente.,2020,70,CH,A,portuguese,"['D', 'C', 'B', 'E', 'A']"
QUESTÃO 71,"TEXTO I O aumento de casos suspeitos de febre amarela em Minas pode estar relacionado à tragédia de Mariana, em 2015, segundo a bióloga da Fiocruz Márcia Chame. A hipótese tem como ponto de partida a localização das cidades mineiras que identificaram até o momento casos de pacientes com sintomas da doença. Grande parte está na região próxima do Rio Doce, afetado pelo rompimento da Barragem de Fundão, em novembro de 2015. TEXTO II Por outro lado, Servio Ribeiro considera remota a possibilidade de influência da tragédia de Mariana (MG) neste surto de febre amarela em Minas Gerais. “A febre amarela é uma doença de interior de floresta. O mosquito que a transmite põe ovos em cavidades de árvores e em bromélias. É um mosquito da estrutura da floresta. Ele não se relaciona muito com grandes corpos-d’água e com rios. As cidades afetadas pela doença estão em uma região onde os rejeitos não chegaram com força para derrubar a floresta”, diz o biólogo. Sobre a tragédia de Mariana, os textos apresentam divergência quanto ao(à)",destruição da vegetação nativa.,surgimento de comunidades desabrigadas.,aparecimento de enfermidade endêmica.,poluição dos rios locais.,identificação da área afetada.,2020,71,CH,C,portuguese,"['C', 'E', 'D', 'A', 'B']"
QUESTÃO 72,"Os seringueiros amazônicos eram invisíveis no cenário nacional nos anos 1970. Começaram a se articular como um movimento agrário no início dos anos 1980, e na década seguinte conseguiram reconhecimento nacional, obtendo a implantação das primeiras reservas extrativas após o assassinato de Chico Mendes. Assim, em vinte anos, os camponeses da floresta passaram da invisibilidade à posição de paradigma de desenvolvimento sustentável com participação popular. De acordo com o texto, a visibilidade dos seringueiros amazônicos foi estabelecida pela relação entre",incentivo governamental e conservação de territórios.,reivindicação de terra e preservação de mata nativa.,produção de borracha e escassez de recursos naturais.,modernização de plantio e comércio de látex.,crescimento econômico e migração de trabalhadores.,2020,72,CH,B,portuguese,"['D', 'C', 'B', 'E', 'A']"
QUESTÃO 73,"Porque todos confessamos não se poder viver sem alguns escravos, que busquem a lenha e a água, e façam cada dia o pão que se come, e outros serviços que não são possíveis poderem-se fazer pelos Irmãos Jesuítas, máxime sendo tão poucos, que seria necessário deixar as confissões e tudo mais. Parece-me que a Companhia de Jesus deve ter e adquirir escravos, justamente, por meios que as Constituições permitem, quando puder para nossos colégios e casas de meninos. O texto explicita premissas da expansão ultramarina portuguesa ao buscar justificar a",valorização do trabalho braçal.,adoção do cativeiro na Colônia.,adesão ao ascetismo contemplativo.,propagação do ideário cristão.,alfabetização dos indígenas nas Missões.,2020,73,CH,B,portuguese,"['B', 'C', 'D', 'A', 'E']"
QUESTÃO 74,"As cidades de Puebla, no México, e Legazpi, nas Filipinas, não têm quase nada em comum. Estão muito longe uma da outra e são habitadas por povos muito diferentes. O que as une é um trágico detalhe de sua geografia. Elas foram erguidas na vizinhança de alguns dos vulcões mais perigosos do mundo: o mexicano Popocatepétl e o filipino Mayon. Seus habitantes precisam estar prontos para correr a qualquer hora. Eles fazem parte dos 550 milhões de indivíduos que moram em zonas de risco vulcânico no mundo. Ao contrário do que seria sensato, continuam ali, indiferentes ao perigo que os espreita. A característica física que justifica a fixação do homem nos locais apresentados no texto é a ocorrência de",encosta íngreme.,vegetação diversificada.,drenagem eficiente.,clima ameno. ,solo fértil.,2020,74,CH,E,portuguese,"['B', 'C', 'D', 'E', 'A']"
QUESTÃO 75,"Ao abrigo do teto, sua jornada de fé começava na sala de jantar. Na pequena célula cristã, dividia-se a refeição e durante elas os crentes conversavam, rezavam e liam cartas de correligionários residentes em locais diferentes do Império Romano (século II da Era Cristã). Esse ambiente garantia peculiar apoio emocional às experiências intensamente individuais que abrigava. Um motivo que explica a ambientação da prática descrita no texto encontra-se no(a)","moralismo da legislação, que dificultava as reuniões abertas da juventude livre.","adesão do patriciado, que subvertia o conceito original dos valores estrangeiros.","decisão política, que censurava as manifestações públicas da doutrina dissidente.","regra judaica, que pregava a superioridade espiritual dos cultos das sinagogas.","violência senhorial, que impunha a desestruturação forçada das famílias escravas.",2020,75,CH,C,portuguese,"['B', 'C', 'D', 'A', 'E']"
QUESTÃO 76,"A colisão entre uma placa continental e uma oceânica provocará a subducção desta última sob a placa continental, que, a exemplo dos arcos e ilhas, produzirá um arco magmático na borda do continente, composto por rochas vulcânicas acompanhado de deformações e metamorfismo tanto de rochas preexistentes como de parte das rochas formadas no processo. Qual feição fisiográfica é gerada pelo processo tectônico apresentado?",Planícies abissais.,Planaltos cristalinos.,Dobramentos modernos.,Bacias sedimentares.,Depressões absolutas.,2020,76,CH,C,portuguese,"['A', 'B', 'E', 'D', 'C']"
QUESTÃO 77,"O cântico da terra, Cora Coralina (fragmento)  Eu sou a terra, eu sou a vida. A ti, ó lavrador, tudo quanto é meu. Teu arado, tua foice, teu machado. O berço pequenino de teu filho. O algodão de tua veste e o pão de tua casa. E um dia bem distante a mim tu voltarás. E no canteiro materno de meu seio tranquilo dormirás. Plantemos a roça. Lavremos a gleba. No contexto das distintas formas de apropriação da terra, o poema de Cora Coralina valoriza a relação entre",latifundiários e fertilização do solo.,grileiros e controle territorial.,camponeses e uso da natureza.,meeiros e divisão do trabalho.,indígenas e manejo agroecológico.,2020,77,CH,C,portuguese,"['E', 'A', 'C', 'B', 'D']"
QUESTÃO 78,"Montaigne deu o nome para um novo gênero literário; foi dos primeiros a instituir na literatura moderna um espaço privado, o espaço do “eu”, do texto íntimo. Ele cria um novo processo de escrita filosófica, no qual hesitações, autocríticas, correções entram no próprio texto. O novo gênero de escrita aludido no texto é o(a)","confissão, que relata experiências de transformação.","diálogo, que discute assuntos com diferentes interlocutores.","meditação, que propõe preparações para o conhecimento.","carta, que comunica informações para um conhecido.","ensaio, que expõe concepções subjetivas de um tema.",2020,78,CH,E,portuguese,"['A', 'E', 'D', 'C', 'B']"
QUESTÃO 79,"Declaração de Salamanca – 1994 Acreditamos e proclamamos que: toda criança tem direito fundamental à educação e deve ser dada a oportunidade de atingir e manter o nível adequado de aprendizagem; toda criança possui características, interesses, habilidades e necessidades de aprendizagem que são únicas; sistemas educacionais deveriam ser designados e programas educacionais deveriam ser implementados no sentido de se levar em conta a vasta diversidade de tais características e necessidades. Como signatário da Declaração citada, o Brasil comprometeu-se com a elaboração de políticas públicas educacionais que contemplem a",valorização da meritocracia. ,contenção dos gastos.,pluralidade dos sujeitos.,criação de privilégios.,padronização do currículo.,2020,79,CH,C,portuguese,"['E', 'B', 'C', 'A', 'D']"
QUESTÃO 80,"TEXTO I O guardador de rebanhos, Fernando Pessoa (fragmento) Os meus pensamentos são todos sensações. Penso com os olhos e com os ouvidos E com as mãos e os pés E com o nariz e a boca. TEXTO II Fenomenologia da percepção, Maurice Merleau-Ponty Tudo aquilo que sei do mundo, mesmo por ciência, eu o sei a partir de uma visão minha ou de uma experiência do mundo sem a qual os símbolos da ciência não poderiam dizer nada. Os textos mostram-se alinhados a um entendimento acerca da ideia de conhecimento, numa perspectiva que ampara a",anterioridade da razão no domínio cognitivo.,valorização do corpo na apreensão da realidade.,confirmação da existência de saberes inatos.,verificabilidade de proposições no campo da lógica.,possibilidade de contemplação de verdades atemporais.,2020,80,CH,B,portuguese,"['A', 'C', 'B', 'D', 'E']"
QUESTÃO 81,"A Divisão Internacional do Trabalho significa que alguns países se especializam em ganhar e outros, em perder. Nossa comarca no mundo, que hoje chamamos América Latina, foi precoce: especializou-se em perder desde os remotos tempos em que os europeus do Renascimento se aventuraram pelos mares e lhe cravaram os dentes na garganta. Passaram-se os séculos e a América Latina aprimorou suas funções. Escrito na década de 1970, o texto considera a participação da América Latina na Divisão Internacional do Trabalho marcada pela",superação paulatina do caráter agroexportador.,apropriação imperialista dos recursos territoriais.,dependência externa do suprimento de alimentos.,produção inovadora de padrões de tecnologia.,valorização econômica dos saberes tradicionais.,2020,81,CH,B,portuguese,"['B', 'C', 'E', 'A', 'D']"
QUESTÃO 82,"Sexto rei sumério (governante entre os séculos XVIII e XVII a.C.)e nascido em Babel, “Khammu-rabi” (pronúncia em babilônio)foi fundador do I Império Babilônico (correspondente ao atual Iraque) unificando amplamente o mundo mesopotâmico, unindo os semitas e os sumérios e levando a Babilônia ao máximo esplendor. O nome de Hamurabi permanece indissociavelmente ligado ao código jurídico tido como o mais remoto já descoberto: o Código de Hamurabi. O legislador babilônico consolidou a tradição jurídica, harmonizou os costumes e estendeu o direito e a lei a todos os súditos. Nesse contexto de organização da vida social, as leis contidas no Código citado tinham o sentido de",promover distribuição de terras aos desempregados urbanos.,conceder benefícios de indulto aos prisioneiros de guerra.,tipificar regras referentes aos atos dignos de punição.,assegurar garantias individuais aos cidadãos livres.,conferir prerrogativas políticas aos descendentes de estrangeiros.,2020,82,CH,C,portuguese,"['D', 'C', 'B', 'A', 'E']"
QUESTÃO 83,"Desde o mundo antigo e sua filosofia, que o trabalho tem sido compreendido como expressão de vida e degradação, criação e infelicidade, atividade vital e escravidão, felicidade social e servidão. Trabalho e fadiga. Na Modernidade, sob o comando do mundo da mercadoria e do dinheiro, a prevalência do negócio (negar o ócio)veio sepultar o império do repouso, da folga e da preguiça, criando uma ética positiva do trabalho. O processo de ressignificação do trabalho nas sociedades modernas teve início a partir do surgimento de uma nova mentalidade, influenciada pela","Reforma Protestante, que expressou a importância das atividades laborais no mundo secularizado.","força do sindicalismo, que emergiu no esteio do anarquismo reivindicando direitos trabalhistas.","participação das mulheres em movimentos sociais, defendendo o direito ao trabalho.","visão do catolicismo, que, desde a Idade Média, defendia a dignidade do trabalho e do lucro.","reforma higienista, que combateu o caráter excessivo e insalubre do trabalho fabril.",2020,83,CH,A,portuguese,"['B', 'C', 'D', 'E', 'A']"
