question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 101,"Artificial satellites in orbit around the Earth have electrical circuits that need electricity to function. The energy demand is not great, but somehow the satellite's circuitry has to be powered. Considering energy availability, economic issues and the risks of using a certain energy source, the best alternative for powering the satellite's electrical circuits is from",solar cells.,alkaline batteries.,biofuels.,thermonuclear reactors.,fossil fuels.,2020,101,CN,A,english,"['A', 'B', 'C', 'E', 'D']"
QUESTION 102,"If an astronaut, inside a space station in orbit around the Earth, tries to measure his weight on a conventional scale, it will not give any value. The scientific interpretation of this is that the Earth's gravitational acceleration","is canceled out by the acceleration of lunar gravity, due to the Moon's proximity.","tends to zero, due to the great distance from the Earth.","maintains the same orbital motion for the astronaut and the scale, due to the equal action on both.",does not exist outside the Earth's atmosphere due to the absence of air.,"does not act on bodies in a vacuum, due to the fact that such a medium does not allow the existence of forces.",2020,102,CN,C,english,"['C', 'A', 'D', 'B', 'E']"
QUESTION 103,"Two engineers are checking whether a cavity drilled into the ground is in accordance with the plans for a construction project, whose required depth is 30 meters. The test is carried out using a device called a variable frequency audio oscillator, which makes it possible to relate the depth to the frequency values of two consecutive resonances, just like in a closed sound tube. The lowest resonance frequency measured by the device was 135 hertz. Consider that the speed of sound inside the perforated cavity is 360 meters per second. If the depth is as designed, what is the value of the next resonance frequency to be measured?",138 hertz.,144 hertz.,141 hertz.,137 hertz.,159 hertz.,2020,103,CN,C,english,"['B', 'D', 'C', 'A', 'E']"
QUESTION 104,"Academic and research institutions around the world are inserting genes into plant genomes that could encode products of pharmacological interest. In Brazil, a variety of soybean is being developed with a viricide or microbicide capable of preventing contamination by the virus that causes AIDS. This legume is being induced to produce the enzyme cyanovirin-N, which is proven to be effective against the virus. The technique for generating this legume is an example of",gene therapy.,transgenia.,hybridism.,genetic improvement.,conjugation.,2020,104,CN,B,english,"['D', 'B', 'A', 'E', 'C']"
QUESTION 105,"Researchers collected water samples from a river at different points a few kilometers apart. Along the river, there are places with clean water, as well as places that receive sewage from urban areas, and places where there is active decomposition with no fish. The researchers analyzed two parameters: dissolved oxygen (DO) and biochemical oxygen demand (BOD) at each water sampling point, obtaining the following graph: Graph description: The graph shows the sampling points on the x-axis and the DO and BOD parameters (milligrams per liter) on the y-axis. Sampling point 1 has DO equal to 4 and BOD equal to 13. Sampling point 2 has an OD of 2 and a BOD of 7. Sampling point 3 has DO equal to 0.9 and BOD equal to 1.8. Sampling point 4 has DO equal to 3 and BOD equal to 4. Sampling point 5 has DO equal to 6 and BOD equal to 4. Limit values allowed for fresh water intended for human consumption after conventional treatment, according to Conama Resolution 357/2005: DO greater than or equal to 5 milligrams per liter and BOD less than or equal to 5 milligrams per liter.  DO comes from the atmosphere and from photosynthesis in the watercourse and its concentration is a function of local physical, chemical and biochemical variables. BOD is the amount of oxygen consumed by microorganisms under aerobic conditions to degrade a given amount of organic matter, over a period of time, at a specific incubation temperature.  Which river water sampling point is closest to the place where the river receives sewage?",4,3,5,2,1,2020,105,CN,E,english,"['D', 'C', 'E', 'B', 'A']"
QUESTION 106,"The growing fleet of vehicles in circulation around the world has led to the search for and development of technologies to minimize emissions of atmospheric pollutants. The use of electric vehicles is one of the most popular proposals because they are zero emission. We can compare carbon emissions in the form of CO2 (molar mass equal to 44 grams per mole, close parenthesis) for the two types of car (combustion and electric). Consider that traditional combustion vehicles powered by ethanol (molar mass equal to 46 grams per mole) emit an average of 2.6 mol of CO2 per kilometer driven, and electric cars emit the equivalent of 0.45 mol of CO2 per kilometer driven (taking into account emissions from the generation and transmission of electricity). The ethanol combustion reaction can be represented by the following chemical equation: Description of the chemical equation: The reactants C2H5OH (liquid) plus 3 O2 (gas) form the products 2 CO2 (gas) plus 3 H2O (gas). The CO 2 emissions involved in two vehicles, one powered by ethanol and the other by electricity, on the same 1,000-kilometre journey were analyzed. The equivalent amount of ethanol saved, in kilograms, by using the electric vehicle on this journey is closest to:",120.,95.,60.,50.,99.,2020,106,CN,D,english,"['E', 'C', 'B', 'A', 'D']"
QUESTION 107,"Middle East Respiratory Syndrome (MERS) has worried the world, especially because of its similarities to Severe Acute Respiratory Syndrome (SARS) and its lethality. Those affected may experience fever, cough, difficulty breathing, nausea and diarrhea. Caused by a coronavirus, the disease spreads easily through contact with infected individuals. What form of prevention can help control the spread of this epidemic?",Use antipyretics.,Avoid the cold.,Improving basic sanitation.,Wear face masks.,Have healthy lifestyle habits.,2020,107,CN,D,english,"['B', 'A', 'D', 'E', 'C']"
QUESTION 108,"Although nuclear energy can be used for peaceful purposes, recent geopolitical conflicts have raised concerns in various parts of the world and stimulated discussions aimed at combating the use of weapons of mass destruction. In addition to the destructive potential of the atomic bomb, a major concern associated with the use of this warlike artifact is the radioactive dust left behind after the bomb is detonated. What is the process involved in detonating this bomb?",Lead chain association caused by positrons.,"Nuclear fission of uranium, caused by neutrons.","Nuclear fusion of hydrogen, caused by protons.","Radioactive decay of carbon, caused by beta particles.","Nuclear disintegration of plutonium, caused by electrons.",2020,108,CN,B,english,"['D', 'A', 'B', 'E', 'C']"
QUESTION 109,"Pioneer plants are those that start the natural process of healing an area devoid of vegetation. In general, they are small, grow very quickly, thrive in full sun and are undemanding in terms of soil conditions. They produce a large number of seeds and have a short life cycle. These plants are important in an environmental restoration project because they promote the soil,",release of oxygen.,temperature rise.,humidity stabilization.,reduced water absorption.,increased incidence of sunlight.,2020,109,CN,C,english,"['E', 'D', 'C', 'B', 'A']"
QUESTION 110,"Even for aquarium fish, such as rainbowfish, a water temperature outside the ideal range (26 degrees Celsius to 28 degrees Celsius) and its sudden variation can affect the animal's health. In order to keep the water temperature inside the aquarium at the desired average, heating devices with thermostats are used. For example, for a 50-liter aquarium, you could use a 50-watt heating system optimized for its cooling rate. This rate can be considered practically constant, since the temperature outside the aquarium is maintained by the greenhouses. For water, the specific heat is 4.0 kilojoules per kilogram per Kelvin and the density is 1 kilogram per liter. If the heating system is switched off for 1 hour, what is the closest value to the reduction in the temperature of the water in the aquarium?","0,3 grey Celsius","4,0 grams Celsius",0.6 degree Celsius,0.9 grau Celsius,3.6 degrees Celsius,2020,110,CN,D,english,"['E', 'A', 'D', 'C', 'B']"
QUESTION 111,"A 21-year-old woman has no children and a regular menstrual cycle. Her first period this year started on January 1st. She had only one sexual intercourse that month (on January 4) and no contraceptive method was used. As she hadn't menstruated again by January 29, she decided to take a pregnancy test, as she and her partner had no infertility problems. The result was negative and the following day (January 30) she menstruated normally. According to a regular menstrual cycle, the woman did not become pregnant because ovocitation (open quotation marks, o vulation, close quotation marks) occurred around",24 to 25 days after sexual intercourse.,9 to 11 days after sexual intercourse.,1 to 2 days after intercourse.,2 to 3 days before sexual intercourse.,6 to 7 days before sexual intercourse.,2020,111,CN,B,english,"['C', 'B', 'A', 'E', 'D']"
QUESTION 112,"Stool parasitology is used to detect parasite eggs. One of the methods used, called centrifugation-flotation, considers the density of the eggs in relation to a solution with a density of 1.15 grams per milliliter. Thus, eggs floating on the surface of this solution are detected. The egg density data for some parasites is shown in the table. Description of the table: The table shows two columns, one with the names of the parasites and the other with the densities of their eggs, as follows: Ancylostoma : 1.06 grams per milliliter. Ascaris lumbricoides : 1.11 grams per milliliter. Ascaris suum : 1.13 grams per milliliter. Schistosoma mansoni : 1.18 grams per milliliter. Taenia saginata : 1.30 grams per milliliter. Considering the density of the eggs and the solution, which parasite eggs can be detected using this method?","S. mansoni, T. saginata and Ancylostoma .","T. saginata, S. mansoni, and A. lumbricoides.","Ancylostoma, A. lumbricoides and A. suum.","A. lumbricoides, A. suum and T. saginata.","A. lumbricoides, A. suum and S. mansoni.",2020,112,CN,C,english,"['B', 'D', 'C', 'E', 'A']"
QUESTION 113,"In his laboratory, a chemistry technician was tasked with treating a waste product, avoiding its direct disposal into the environment. When he found the bottle, he noticed the following information: open quotation marks, Waste: mixture of ethyl acetate and water , close quotation marks. Consider the data on ethyl acetate: - Low solubility in water; - Specific mass equal to 0.9 grams per cubic centimeter; - Melting temperature equal to minus 83 degrees Celsius; - Higher vapor pressure than water. In order to treat the residue and recover the ethyl acetate, the technician must",carry out a simple distillation to separate the water from the ethyl acetate.,decant the mixture by separating the two components in a suitable funnel.,evaporate the ethyl acetate without changing the water content.,centrifuge the mixture to remove the ethyl acetate.,filter the mixture using a common funnel and filter paper.,2020,113,CN,B,english,"['C', 'E', 'A', 'D', 'B']"
QUESTION 114,"In 2011, a fault in the drilling process carried out by an oil company caused an oil spill in the Campos basin in Rio de Janeiro. The impacts of this spill occur because the components of the oil","have a small chain and high volatility, contaminating the local and regional atmosphere due to winds on the seashores.","dissolve in the water, causing marine creatures to die from ingesting the contaminated water.","have a hydrophobic character and low density, preventing gas exchange between the aquatic environment and the atmosphere.","react with seawater and undergo degradation, generating highly toxic compounds.","acidify the environment, causing the calcareous shells of molluscs to wear away and corals to die.",2020,114,CN,C,english,"['E', 'C', 'D', 'A', 'B']"
QUESTION 115,"During a collection in Mato Grosso's Pantanal, some species of grasses were observed, plants that normally have creeping stems on the ground, wrapping themselves around other plants, giving the appearance of being climbing plants. Taking into account the environmental characteristics of the Pantanal, the morphological adaptation of these grasses was a strategy that made it possible to",escape from excess water.,capture more oxygen.,escape predation by herbivores.,capture more light.,capture more nutrients.,2020,115,CN,A,english,"['D', 'B', 'E', 'A', 'C']"
QUESTION 116,"Habitat fragmentation is characterized by the formation of islands of the original landscape, surrounded by transformed areas. This type of interference in the environment threatens biodiversity. Imagine that a population of jaguars was isolated in a small forest. They would become extinct even if they hadn't been killed. Various components of the habitat island, such as its size, heterogeneity, surroundings, connectivity and edge effect, determine whether or not the original species will persist. One measure that helps to conserve biodiversity on the islands mentioned in the text is to",formation of microhabitats.,promoting ecological succession.,building ecological corridors.,magnification of the edge effect.,introduction of new animal and plant species.,2020,116,CN,C,english,"['A', 'D', 'C', 'B', 'E']"
QUESTION 117,"Sucrase (or invertase) is an enzyme that acts in the human intestine by hydrolyzing the disaccharide sucrose into the monosaccharides glucose and fructose. In a kinetic study of the hydrolysis reaction of sucrose (C12H22O11), 171 grams of sucrose were dissolved in 500 milliliters of water. It was observed that every 100 minutes of reaction, the concentration of sucrose was reduced by half, regardless of the time chosen as the starting time. The molar masses of the elements H, C and O are equal to 1, 12 and 16 grams per mole, respectively. What is the concentration of sucrose, in mol per liter, 400 minutes after the start of the hydrolysis reaction?",6.25 times 10 to the power of minus 2.,2.50 times 10 to the power of minus 3.,1.25 times 10 to the minus 1.,4.27 times 10 to the minus 1.,2.50 times 10 to the minus 1.,2020,117,CN,A,english,"['B', 'A', 'C', 'E', 'D']"
QUESTION 118,"Large reservoirs of better quality light oil, which produces finer oil, have been discovered off the Brazilian coast in a layer called the pre-salt, formed 150 million years ago. The use of this energy resource causes an imbalance in the oil cycle.","carbon, due to the increase in dissolved carbonates in the marine environment.","phosphorus, due to the release of phosphates accumulated in the marine environment.","nitrogen, due to the increase in nitrogen compounds in the terrestrial environment.","carbon, due to the release of carbon chains trapped beneath the sediments.","nitrogen, due to environmental nitrification transforming ammonia into nitrite.",2020,118,CN,D,english,"['C', 'E', 'B', 'D', 'A']"
QUESTION 119,"In an electricity generating plant, whether through a waterfall or steam under pressure, the generator blades are set to rotate. The relative movement of a magnet in relation to a set of coils produces a variable magnetic flux through them, generating a potential difference at their terminals. While one of the generators was running, the plant operator noticed that there was an unexpected increase in the electrical potential difference at the coil terminals. In this situation, the increase in the modulus of the potential difference obtained at the terminals of the coils is the result of an increase in(a)","magnetic flux through the coils, through an increase in their internal area exposed to the applied magnetic field.","internal resistance of the conductor that makes up the coils, by increasing the thickness of the terminals.","time interval in which the coils are immersed in the external magnetic field, by means of a decrease in speed on the generator's axis of rotation.","intensity of the magnetic field in which the coils are immersed, by applying more intense magnetic fields.","speed with which the magnetic flux varies through the coils, through an increase in their angular velocity.",2020,119,CN,E,english,"['B', 'E', 'A', 'C', 'D']"
QUESTION 120,"Vegetable oils are generally obtained through the stages described in the table. Description of the table:  Table showing the stages and sub-stages of the process of obtaining vegetable oils and the respective descriptions of what happens in each sub-stage. The Raw material preparation stage involves four sub-stages. The Grain Selection sub-stage separates the coarsest dirt. The Hulling sub-stage separates the pulp from the husk. In the Crushing sub-stage, tissues and cell walls are broken down. The Cooking sub-stage increases the permeability of the cell membranes. The Crude Oil Extraction stage involves three sub-steps. In the Pressing sub-stage, the oil is partially removed. In the Extraction sub-stage, the crude oil is obtained with hexane. The Distillation sub-stage separates the oil from the solvent. Which of the sub-steps in the process is carried out depending only on the polarity of the substances?",Pressing.,Cooking.,Grinding.,Extraction.,Distillation.,2020,120,CN,D,english,"['C', 'B', 'A', 'D', 'E']"
QUESTION 121,"Carbon dioxide passes into a solid state (dry ice) at minus 78 degrees Celsius and returns to a gaseous state at room temperature. The gas is easily solubilized in water, is able to absorb infrared radiation from the Earth's surface and does not conduct electricity. It is used as a raw material for photosynthesis up to the saturation limit. After being fixed by autotrophic organisms, the gas returns to the environment through aerobic respiration, fermentation, decomposition or through industrial waste, the burning of fossil fuels and fires. Despite its ecological importance, its excess causes disturbances in the environmental balance. Considering the properties described, an atmospheric increase in the substance will affect aquatic organisms due to",decreased oxygen emission by autotrophs.,limiting the transfer of energy between living beings.,shrinkage of the oceans due to the freezing of gas at the poles.,restriction of aerobiosis due to excess pollutants.,reducing the hydrogen potential of water.,2020,121,CN,E,english,"['C', 'D', 'E', 'B', 'A']"
QUESTION 122,"Environmental protection groups are able to rescue many water birds that have fallen victim to oil spills. These birds are washed with water and neutral detergent to completely remove the oil from their bodies and are then warmed up, medicated, detoxified and fed. Even after this care, their return to the environment cannot be immediate, as they need to regain their ability to float. In order to float, these birds need",reapply the waterproofing wax to the feathers.,restore muscle tone.,restoring homeothermic capacity.,restore body mass.,replace damaged feathers.,2020,122,CN,A,english,"['E', 'A', 'D', 'B', 'C']"
QUESTION 123,"A student has a DC voltage source that operates at a fixed voltage of 12 volts. As he needs to power equipment that operates at lower voltages, he uses four 100 ohm resistors to build a voltage divider. This divider is obtained by connecting the resistors as shown in the figure. The devices can be connected between points A, B, C, D and E, depending on the specified voltage. Description of the figure: Electrical circuit with a direct current source of voltage equal to 12 volts in a single loop with four resistors in series, each with a resistance equal to 100 ohms. The positive pole of the source is connected to point A. Between points A and B is the first resistor. Between points B and C is the second resistor. Between points C and D is the third resistor. Between points D and E is the fourth resistor. Point E is connected to the negative pole of the power supply. He has a device that operates at 9.0 volts with an internal resistance of 10 kilo-ohms. Between which points on the voltage divider must this device be connected in order for it to work properly and what will be the current strength in it?",Between A and E; 0.9 milliampere .,Between B and E; 30 miliamperes.,Between A and D; 1.2 miliampere .,Between A and C; 30 miliamperes .,Between B and E; 0.9 milliampere,2020,123,CN,E,english,"['E', 'B', 'C', 'A', 'D']"
QUESTION 124,"Researchers in the United States have developed a new technique that uses rays of infrared light to destroy tumors. First, the patient receives an injection with modified versions of antibodies that have the ability to, quote, stick, unquote, only to cancer cells. On their own, they do nothing against the tumor. However, these antibodies are linked to a molecule, called IR700, which will work like a microbomb that will destroy the cancer. The patient then receives infrared rays. These rays penetrate the body and reach the IR700 molecule, which is activated and releases a substance that attacks the cancer cell. Based on the stages of development, the appropriate name for the technique described is:",Photoimunotherapy.,Chemotherapy.,Cromotherapy.,Radiation therapy.,Magnetic therapy.,2020,124,CN,A,english,"['D', 'C', 'B', 'A', 'E']"
QUESTION 125,"Spiders, scorpions, ticks and mites are representatives of the class Arachnids. These animals are mostly terrestrial and occupy the most varied habitats, such as high mountains, swamps, deserts and sandy soils. They may have been the first representatives of the phylum Arthropoda to inhabit dry land. The characteristic that justifies the adaptive success of this group in occupying the terrestrial environment is the presence of",an exoskeleton made of chitin that helps control body water.,chelicerae and pedipalps that coordinate body movement.,ganglionic nervous system that promotes the central coordination of body movement.,excretion of uric acid which provides stability to the body's pH.,open blood circulation that prevents dehydration of body tissues.,2020,125,CN,A,english,"['C', 'A', 'E', 'B', 'D']"
QUESTION 126,"You have been hired to synchronize the four successive traffic lights on an avenue, indicated by the letters O, A, B and C respectively. The successive traffic lights are 500 meters apart. According to statistical data from the traffic control company, a vehicle, which is initially stopped at traffic light O, typically sets off at a constant acceleration of 1 meter per second squared until it reaches a speed of 72 kilometers per hour and then continues at a constant speed. You should adjust traffic lights A, B and C so that they change to green when the vehicle is 100 meters from crossing them, so that it doesn't have to reduce speed at any time. Given these conditions, approximately how long after traffic light O opens should traffic lights A, B and C open respectively?","25 seconds, 50 seconds and 75 seconds.","28 seconds, 42 seconds and 53 seconds.","30 seconds, 55 seconds and 80 seconds.","35 seconds, 60 seconds and 85 seconds.","20 seconds, 45 seconds and 70 seconds.",2020,126,CN,C,english,"['B', 'C', 'D', 'E', 'A']"
QUESTION 127,"Nowadays, the widespread use of plastic objects generates a lot of waste, which is often disposed of by burning. This procedure is harmful to the environment because it releases polluting substances. To find out about this problem, a student analyzed the thermal decomposition of polyvinyl chloride (PVC), a type of plastic whose structure is shown in the figure. To carry out this experiment, the student placed a sample of PVC film in a test tube and heated it, promoting thermal decomposition. A majority of a heteronuclear diatomic gas was released, which was collected in a container attached to the test tube. This gas, when bubbled in a dilute alkaline solution containing an acid-base indicator, changed the color of the solution. In addition, when it came into contact with an aqueous solution of sodium carbonate (Na2CO3), it released carbon dioxide gas. Description of the chemical structure of polyvinyl chloride: the repeating unit of polyvinyl chloride (PVC) contains a carbon atom linked to two hydrogen atoms and another carbon atom, which in turn is linked to a hydrogen atom and a chlorine atom. This repeating unit occurs n times. Which gas was mostly released in the thermal decomposition of this type of plastic?",CO2,CO,HCl,Cl2,H2,2020,127,CN,C,english,"['D', 'C', 'E', 'B', 'A']"
QUESTION 128,"A population (moment A) is isolated into two subpopulations (moment B) by an isolation factor I. After a while, these subpopulations show phenotypic and genotypic characteristics that distinguish them (moment C), represented in the figure by the shades of color. The subsequent disappearance of isolating factor I can lead, at moment D, to situations D1 and D2. D1: The populations that were separated at the previous moment are now represented together, and in different colors, one portion white and the other grey. D2: The populations that were separated at the previous moment are now represented together and both have an intermediate gray tone.  The representation indicates that, at moment D, in the situation",D1 is a new geographic isolation factor.,"In D2, two populations with different phenotypic characteristics coexist.","D2 preserved the same phenotypic characteristics as the original population A. Figure description : The figure shows the characteristics of two subpopulations on a timeline. At moment C, when the characteristics are different, one subpopulation is represented by white and the other by gray. After the disappearance of isolation factor I, there are two situations at moment D:",D1 there are two populations separated by reproductive isolation.,D1 has a single population distributed along a gradient.,2020,128,CN,D,english,"['A', 'D', 'E', 'C', 'B']"
QUESTION 129,"In the pharmaceutical industry, the use of coating substances in oral medicines is very common, as they bring a series of benefits such as altering the taste of medicines that have a bad taste, improving the assimilation of the compound, among other actions. Some polymeric compounds based on the polysaccharide cellulose are used to ensure that the drug is only released when in contact with aqueous solutions whose pH is close to neutral. What is the purpose of using this cellulose-based coating?",Decrease the absorption of the active ingredient in the intestine.,Prevent the drug from being solubilized in the intestine.,Allow the active ingredient to be released by the action of salivary amylases.,Ensure that the drug is not affected by gastric secretions.,Facilitate the release of the drug by the action of bile salts on the coating.,2020,129,CN,D,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 130,"Pressure cookers reduce the time it takes to cook food by raising the boiling temperature of the water. Knowledgeable users of the appliance usually turn down the heat on pressure cookers after the vapors have started to escape. By lowering the heat, the flame is reduced, as this prevents",deformation of the sealing rubber.,expansion of the pan and disconnection from the lid.,unnecessary gas consumption.,increased internal pressure and the risk of explosion.,loss of the food's nutritional quality.,2020,130,CN,C,english,"['D', 'B', 'E', 'A', 'C']"
QUESTION 131,"Nanotechnology can be characterized when the compounds are in the order of millionths of a millimetre, as in the use of catalytic nanomaterials in industrial processes. The use of these materials increases production efficiency, consumes less energy and generates smaller amounts of waste. The success of this technological application is often related to increasing the speed of the chemical reaction involved. The success of the application of this technology is due to the realization of chemical reactions that occur under conditions of",high activation energy.,high temperature.,larger contact surface.,high pressure.,excess reagents.,2020,131,CN,C,english,"['E', 'B', 'D', 'A', 'C']"
QUESTION 132,"Traditional headphones transmit music directly to our ears. Models with noise-canceling technology, on the other hand, not only transmit music, but also reduce all inconsistent noise around us, such as the sound of airplane turbines and vacuum cleaners. Noise Cancelling headphones don't really reduce irregular noises like speeches and babies crying. Even so, suppressing the snoring of airplane turbines helps to reduce noise fatigue, a persistent tiredness caused by exposure to loud noise for hours on end. These devices also allow us to listen to music or watch videos on the train or plane at a much lower and safer volume. The noise reduction technology used in the production of headphones is based on which wave phenomenon?",Diffraction.,Interference.,Absorption.,Reflection.,Polarization.,2020,132,CN,B,english,"['E', 'B', 'A', 'D', 'C']"
QUESTION 133,"To ensure that electronic products are stored properly before sale, some companies use humidity indicator cards in the packaging of these products. Some of these cards contain a cobalt salt that changes color in the presence of water, according to the chemical equation: Description of the chemical equation: The reactants CoCl2 (blue solid) plus 6 H2O (gas) form, in chemical equilibrium, the product CoCl2.6H2O (pink solid) with a delta H (enthalpy change) of less than zero. How would you go about reusing a card that was already colored pink in a short period of time?",I would spray it with water.,I would wrap it in aluminum foil.,Chill it in the freezer.,I would wrap it in a paper napkin.,I would heat it with a hairdryer.,2020,133,CN,E,english,"['B', 'C', 'A', 'E', 'D']"
