question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 146,"A person needs to travel by car from point P to point Q , indicated in the figure, in which the vertical and horizontal lines symbolize streets. Image description: Figure of a grid with 7 horizontal and 7 vertical lines, on which a polygonal path is drawn by means of a continuous line on the grid lines, joining the starting point P , located on the second vertical line, from left to right, and between the sixth and seventh horizontal lines, from top to bottom, to the end point Q , which is located between the sixth and seventh vertical lines, from left to right, and on the second horizontal line, from top to bottom. The polygonal path is traced in north, south and east directions from point P . The sequence of movements is From P to the first intersection in a northerly direction; from that point to the second intersection in an easterly direction; then in a northerly direction to the second intersection; then in an easterly direction to the next intersection; then in a southerly direction to the next intersection; then in an easterly direction to the next intersection; from that point in a northerly direction to the third intersection; and finally in an easterly direction to point Q . Because of the direction of traffic on these streets, the highlighted polygonal path is the shortest way to make this journey. To describe it, the direction to be taken at each intersection must be specified in relation to the direction of travel of the car, which will be moving continuously. The letters E, F and D are used to indicate ""turn left"", ""go straight"" and ""turn right"", respectively. The sequence of letters that describes the highlighted polygonal path is",DDEFDDEEFFD.,EFDFEEEDFFE.,DFEFDDDEFFD.,EFDFEEDDFFE.,DFEFDDEEFFD.,2022,146,MT,E,english,"['A', 'E', 'B', 'D', 'C']"
QUESTION 147,"A store sells five models of water tanks (1, 2, 3, 4 and 5), all in the shape of a straight cylinder with a circular base. Models 2, 3, 4 and 5 have their dimensions specified in relation to the dimensions of model 1, whose depth is P and base area is",5.,3.,4.,"b, as follows: - model 2: twice the depth and half the area of the base of model 1; - model 3: twice the depth and half the radius of the base of model 1; - model 4: half the depth and twice the area of the base of model 1; - model 5: half the depth and twice the radius of the base of model 1. A person wants to buy the model of water tank that offers the greatest volumetric capacity. The model chosen should be A A 1.",2.,2022,147,MT,A,english,"['E', 'C', 'D', 'A', 'B']"
QUESTÃO 148,"In the period from 2005 to 2013, the sales value of real estate in a city rose, which resulted in an increase in rents. The graphs show the evolution of these values for the same property in that city's real estate market. Image description: Two column graphs. The first graph, which shows the years on the horizontal axis and the monthly rent in reals on the vertical axis, shows the following data: 2005: 630; 2007: 960; 2009: 1 350; 2011: 1 800; 2013: 3 240. The second graph, which shows the years on the horizontal axis and the market value of the property in thousands of reais on the vertical axis, shows the following data: 2005: 90; 2007: 120; 2009: 270; 2011: 450; 2013: 540. Monthly rental value (R$) Market value of the property (thousand R$) The profitability of renting a property is calculated by the ratio between the monthly rental value and the market value of the property. Based on the data provided, in which year was the rental yield the highest?",2005,2007,2013,2011,2009,2022,148,MT,B,english,"['A', 'B', 'E', 'D', 'C']"
QUESTION 149,"In a university, professors work according to their highest degree: master or doctor. There are currently 60 masters and 40 doctors. The monthly salaries of the master's and doctoral professors are 8,000 reais and 12,000 reais respectively. The university's board of directors intends to offer a different salary increase for the following year, so that the average monthly salary of the university's professors does not exceed 12,240 reais. The university has already established that the salary increase will be 25 percent for masters and has yet to define the percentage increase for doctors. Maintaining the current number of professors with their current degrees, the salary increase, in percentage, to be granted to doctors should be a maximum of,","37,5.","30,0.","20,7.","22,0.","14,4.",2022,149,MT,B,english,"['E', 'D', 'B', 'C', 'A']"
QUESTÃO 150,"An automatic sprayer releases the same amount of insecticide each time it is activated. When the container is full, it contains 360 milliliters of insecticide, which lasts 60 days if the sprayer is turned on continuously and activated every 48 minutes. The amount of insecticide that is released with each activation of the sprayer, in milliliters, is","0,200.","0,125.","6,000.","12,000.","4,800.",2022,150,MT,A,english,"['B', 'A', 'D', 'E', 'C']"
QUESTION 151,"The day and year of a planet in a solar system are defined as being, respectively, the time it takes the planet to make 1 complete revolution around its own axis of rotation and the time it takes to make 1 complete revolution around its Sun. Suppose there is a planet Z, in some solar system, where one day corresponds to 73 Earth days and that 2 of its years correspond to 1 Earth year. Consider that 1 Earth year has 365 days. On planet Z, its year would correspond to how many of its days?","53 290,0","13 322,5","730,0","2,5","10,0",2022,151,MT,D,english,"['E', 'D', 'C', 'A', 'B']"
QUESTÃO 152,"Forty flower seedlings were to be planted around the edge of a circular flower bed 2.2 meters in diameter, with a standard spacing of 12 centimeters between seedlings. The calculations showed that there were not enough seedlings and the decision was made to change the standard spacing. Use 3 as an approximation for pi. By how many centimeters should the standard spacing between seedlings be increased?","6,15","9,07","4,50","21,00","24,30",2022,152,MT,C,english,"['B', 'C', 'A', 'D', 'E']"
QUESTÃO 153,"In a store, the promotional price of a fridge is 1,000 reais for cash only. Its normal price, outside of the promotion, is 10 percent higher. For payment made with the store's credit card, a discount of 2 percent is given on the normal price. A customer has decided to buy this refrigerator, opting to pay with the store's credit card. She calculated that the amount to be paid would be the promotional price plus 8 percent. When she was informed by the store of the amount she would have to pay, according to her choice, she noticed a difference between her calculation and the amount presented to her. The amount presented by the store, compared to the amount calculated by the customer, was",100 reais less.,2 reais less.,80 reais higher.,42 reais higher.,200 reais less.,2022,153,MT,B,english,"['B', 'A', 'E', 'D', 'C']"
QUESTÃO 154,"The publicly traded companies listed on the São Paulo Stock Exchange (Bovespa) that best remunerate their shareholders when distributing profits usually pay out 25 percent of their quarterly net profits as dividends to shareholders. A public company listed on the São Paulo Stock Exchange (Bovespa) has summarized the following results in the table below: Image description: The table shows the following data: Net revenue: 422 million reais; Gross profit: 76 million reais; Net profit: 28 million reais; Net profit per share: 0.28 reais.  How much will a shareholder who owns 1,400 shares in this company receive in dividends?",98 reais,392 reais,9 billion 800 million reais,20 thousand reais,7 million reais,2022,154,MT,A,english,"['A', 'B', 'E', 'C', 'D']"
QUESTÃO 155,"An engineering company has designed a rectangular house for one of its clients. This client requested that an L-shaped balcony be added. The figure shows the floor plan drawn by the company, with the balcony included, whose measurements, indicated in centimeters, represent the values of the balcony's dimensions on a scale of 1 to 50. Image description: The figure shows a floor plan of a house on a scale of 1 to 50. The plan is in the shape of a rectangle, with the largest dimension horizontal and the smallest vertical. On the outside of the rectangle that represents the house, there is an L-shaped hexagonal region, representing the balcony, in which any two of its adjacent sides are perpendicular, with four of its sides measuring, consecutively, 4 centimeters, 18.4 centimeters, 16 centimeters and 5 centimeters. The two sides whose measurements are not given are juxtaposed to the outline of the plant, on its left side and part of its upper side. The side measuring 18.4 centimeters is parallel to the left side of the plant, while the side measuring 16 centimeters is parallel to the top side of the plant. The 5-centimeter side is perpendicular to the 16-centimeter side, and the 4-centimeter side is perpendicular to the 18.4-centimeter side. The actual area of the balcony, in square meters, is","133,60.","534,40.","33,40.","66,80.","89,24.",2022,155,MT,C,english,"['D', 'E', 'A', 'B', 'C']"
QUESTÃO 156,"A clothing store has set a sales target of 77,000 reals for a given 30-day month. The graph shows the store's sales volume, in reals, for the first ten days of the month and between the tenth and twentieth of the month, in its only two sectors (children's and adult). Suppose that the variation in sales volume for the period recorded was linear, as shown in the graph, and that this trend remains the same for the next ten days. Image description: Graph in which the horizontal reference axis corresponds to days, from 10 to 30, at intervals of every 10, showing two descending line segments, one referring to the sales volume of the adult sector, with ends at the points (10, 18 000) and (20, 15 000), and the other to that of the children's sector, with ends at the points (10, 8 000) and (20, 7 000). At the end of the thirtieth day, how much sales volume will be missing, in reals, for the target set for the month to be reached?",29 000,7 000,18 000,5 000,11 000,2022,156,MT,E,english,"['E', 'B', 'D', 'A', 'C']"
QUESTÃO 157,"A store employee's monthly salary is made up of a fixed amount of 675 reais plus a commission that depends on the number of items sold in the month. The amount of this commission is calculated according to these criteria: - up to the fiftieth piece sold, he is paid 5 reais per piece; - from the fifty-first piece sold, he is paid 7 reais per piece. Represent by q the number of pieces sold in the month by this employee, and by S of q his monthly salary, in reals, for that month. The algebraic expression that describes S of q as a function of q is","S of q equals 325 plus, open parenthesis, 12 times q, close parenthesis","S of q is equal to 625 plus, open parenthesis, 5 times q, close parenthesis , if q is less than or equal to 50, or is equal to 925 plus, open parenthesis, 7 times q, close parenthesis , if q is greater than 50","S of q equals 675 plus, open parenthesis, 7 times q, close parenthesis","S of q equals 675 plus, open parenthesis, 12 times q, close parenthesis","S of q is equal to 625 plus, open parenthesis, 5 times q , close parenthesis, if q is less than or equal to 50, or is equal to 575 plus, open parenthesis, 7 times q , close parenthesis, if q is greater than 50",2022,157,MT,anulada,english,"['B', 'D', 'C', 'A', 'E']"
QUESTÃO 158,"When analyzing data from an epidemic in a city, experts came up with a model that evaluates the number of people infected each month over the course of a year. The model is given by p of t equals minus t squared plus 10 times t plus 24, where t is a natural number, ranging from 1 to 12, which represents the months of the year, and p of t is the number of people infected in month t of the year. In an attempt to reduce the number of people infected next year, the Municipal Health Department decided to step up official propaganda about taking care of the epidemic. Five proposals were put forward (1, 2, 3, 4 and 5), with different periods for intensifying advertising: - 1: 1 less than or equal to t less than or equal to 2; - 2: 3 less than or equal to t less than or equal to 4; - 3: 5 less than or equal to t less than or equal to 6; - 4: 7 less than or equal to t less than or equal to 9; - 5: 10 less than or equal to t less than or equal to 12. The experts' suggestion was to choose the proposal whose advertising intensification period included the month in which, according to the model, there was the highest number of infected people. This suggestion was accepted. The proposal chosen was",3.,2.,5.,1.,4.,2022,158,MT,A,english,"['C', 'B', 'E', 'A', 'D']"
QUESTÃO 159,"An athlete has started training for end-of-year competitions. His training consists of five different types of training: T1 training, T2 training, T3 training, T4 training and T5 training. The training sequence should follow this order: Day Training First T1 Second R Third R Fourth T2 Fifth R Sixth R Seventh T3 Eighth R Ninth T4 Tenth R Eleventh R Twelfth T5 Thirteenth R The letter R stands for rest. After completing the training sequence, the athlete starts the sequence again from training T1 and follows the order described. After a full 24 weeks of training, competitions begin. The training sequence that the athlete will perform in the twenty-fourth week of training is",R R T5 R T1 R R.,T3 R T4 R T5 R.,R T3 R T4 R R T5.,R T5 R T1 R R T2.,R T4 R T5 R T1.,2022,159,MT,C,english,"['D', 'A', 'B', 'E', 'C']"
QUESTÃO 160,"In 2015, Brazil faced a serious water crisis. On January 27, 2015, the director of the São Paulo state water supply and sanitation company said that possible rationing throughout the capital could not be ruled out. According to the director, in order to increase water savings during this period, in one week it would be necessary to choose two non-consecutive days for water supply and on the other five days the supply would be interrupted. How many different ways can the days for supplying and interrupting water be chosen that week?",12,15,6,21,42,2022,160,MT,B,english,"['B', 'C', 'A', 'D', 'E']"
QUESTÃO 161,"A company produces and sells a type of chocolate, solid, in the shape of a straight circular cone with the measures of the diameter of the base and the height equal to 8 centimeters and 10 centimeters respectively. Due to an increase in the price of the ingredients used in the production of this chocolate, the company decides to produce this same type of chocolate with a 19 percent smaller volume, in the same shape of a straight circular cone with a height of 10 centimeters. To do this, the company will produce these new chocolates with a base radius measurement, in centimeters, equal to","1,52.","3,24.","6,48.","3,60.","7,20.",2022,161,MT,D,english,"['A', 'B', 'D', 'C', 'E']"
QUESTÃO 162,"In January 2013, 1,794,272 people were hired and 1,765,372 were laid off in Brazil, meaning that 28,900 jobs were created, according to data from the General Register of Employed and Unemployed (Caged), released by the Ministry of Labor and Employment (MTE). According to Caged, the number of jobs created in January 2013 fell by 75 percent compared to the same period in 2012. According to the information given, the number of vacancies created in January 2012 was",448 568.,16 514.,115 600.,441 343.,86 700.,2022,162,MT,C,english,"['E', 'A', 'C', 'D', 'B']"
QUESTÃO 163,"A building with 9 floors and 8 two-bedroom apartments per floor is offering all its apartments for sale. The apartments are identified by numbers made up of two digits, with the ten indicating the floor on which the apartment is located, and the unit, a digit from 1 to 8, differentiating between apartments on the same floor. With regard to the amount of sunlight in the rooms of these apartments, the following characteristics can be seen according to their identification numbers: - those ending in 1 or 2, both rooms receive sun only in the morning; - those ending in 3, 4, 5 or 6, only one of the rooms receives sun in the morning; - those ending in 7 or 8, both rooms receive sun only in the afternoon. A person wants to buy 2 of these apartments on the same floor, but wants at least one of the rooms to get sun in the morning. How many different ways can this person choose to buy 2 of these apartments under the desired conditions?","9 times 6 factorial divided by, open parenthesis, 6 minus 2, close parenthesis, factorial.","9 times open parenthesis, open parenthesis, 8 factorial divided by, open parenthesis, open parenthesis, 8 minus 2, close parenthesis, factorial times 2 factorial, close parenthesis, close parenthesis, minus 1, close parenthesis.","9 times 4 factorial divided by, open parenthesis, open parenthesis, 4 minus 2, close parenthesis, factorial times 2 factorial, close parenthesis.","9 times 2 factorial divided by, open parenthesis, open parenthesis, 2 minus 2, close parenthesis, factorial times 2 factorial, close parenthesis.","9 times 6 factorial divided by, open parenthesis, open parenthesis, 6 minus 2, close parenthesis, factorial times 2 factorial, close parenthesis.",2022,163,MT,E,english,"['A', 'E', 'C', 'D', 'B']"
QUESTÃO 164,"A doctor monitors a group of people who do physical activity every day. He observed that the average mass loss of these people for each hour of physical activity was 1.5 kilograms. Knowing that the mass of 1 liter of water is 1 kilogram, he recommended that they drink, over the 3 hours following the end of the activity, a total amount of water corresponding to 40 percent more than the mass lost in the physical activity, in order to avoid dehydration. Following the doctor's recommendation, one of these people drank a total of 1.7 liters of water one day after finishing their exercise. In order for the medical recommendation to have been effectively respected, this person's physical activity that day lasted",more than 60 and less than 70 minutes.,more than 35 and less than 45 minutes.,more than 45 and less than 55 minutes.,70 minutes or more.,30 minutes or less.,2022,164,MT,C,english,"['D', 'B', 'C', 'E', 'A']"
QUESTÃO 165,"In a movie theater, to ensure that spectators see the entire image projected on the screen, the arrangement of the seats must comply with the technical standard of the Brazilian Association of Technical Standards (ABNT), which makes the following indications: - Minimum distance ( D minimum ) between the projection screen and the back of the first row seat must be at least 60 percent of the width ( L ) of the screen. - Maximum distance ( D max ) between the projection screen and the backrest of the last row should be twice the width ( L ) of the screen, with a distance of up to 2.9 times the width ( L ) of the screen being acceptable. For the spacing between rows of seats, a distance of 1 meter is considered between the backrests of seats in two consecutive rows. A cinema room, whose screen width measures 12 meters, is set up in accordance with ABNT standards and has the dimensions specified in the figure. Image description: Figure distributed in two diagrams, with the diagram on the left showing an isosceles trapezoid. The figure on the left shows an isosceles trapezoid whose smallest base measures L and whose height measures Acceptable equal to 2.9 times L . This trapezoid is sectioned by two line segments parallel to the bases, the first at a distance from the minimum D screen equal to 0.6 times L , representing the alignment of the backrests of the seats already installed in the first row, and the second, at a distance from the maximum D screen equal to 2 times L , indicating the alignment of the backrests of the seats in the last row already installed. There is a highlighted area between the second segment and the largest base of the trapezoid, called the New Seat Installation Area. The figure on the right shows part of 3 rows of armchairs, indicating the distance of 1 meter between the backrests of the armchairs in consecutive rows. max min Acceptable 1 m 1 m The intention is to enlarge this room, keeping the screen and all the armchairs already installed in the same position, extending the room as far as possible towards the back (area for installing new armchairs), respecting the acceptable limit of the ABNT standard. The intention is to increase the number of seats in the room as much as possible by installing new units, the same as those already installed. How many rows of seats will the room hold after this expansion?",35,26,27,28,29,2022,165,MT,D,english,"['E', 'A', 'B', 'C', 'D']"
QUESTÃO 166,"The luminosity L of a star is related to the radius R and the temperature T of that star according to the Stefan-Boltzmann Law: L is equal to c times R squared times T to the power of 4, where c is a constant that is the same for all stars. Consider two stars E and F , with star E having half the radius of star F and twice the temperature of F . Indicate by LE and LF their respective luminosities. The ratio between the luminosities of these two stars is given by",LE equals LF divided by 2,LE equals LF divided by 4,LE is equal to 4 times LF,LE equals LF,LE is equal to 8 times LF,2022,166,MT,C,english,"['A', 'B', 'D', 'C', 'E']"
QUESTÃO 167,One of the pieces of information that can help determine the number of pediatricians that should be working in a Basic Health Unit (BHU) is the number that represents the median number of children per family in the region under its responsibility. The chart shows the frequency distribution of the number of children per family in the region under the responsibility of a BHU. Image description: A table relating the number of children per family to frequency shows the following data: no children: 100; 1 child: 400; 2 children: 200; 3 children: 150; 4 children: 100; 5 children: 50.   The number that represents the median number of children per family in this region is,"1,0.","2,1.","1,9.","1,5.","2,5.",2022,167,MT,D,english,"['A', 'D', 'C', 'B', 'E']"
QUESTÃO 168,"In volleyball matches, a serve is invalidated if the ball hits the roof of the gymnasium where the match is taking place. A player from one team has a serve that reaches a great height. His record was when the serve was hit at a height of 1.5 meters from the floor of the court, and the trajectory of the ball was described by the parabola y equals minus, open bracket, x squared divided by 6, close bracket, minus, open bracket, 7 times x divided by 3, close bracket, plus 12, where y represents the height of the ball in relation to the x-axis (of the abscissa) which is located 1.5 meters from the floor of the court, as represented in the figure. Suppose that in every match some of this player's serves reach the same height as his record. Image description: The figure represents a volleyball court in the shape of a rectangle, with the figure of a player who will perform a serve whose ball's trajectory will describe a parabola from the moment it is hit by the player until it lands on the opposing team's court. The parabola is referenced to a Cartesian axis system, whose x-axis is located 1.5 meters above the court floor and is parallel to its sides, and the y-axis is located in the same plane as the net. This player's team took part in a volleyball tournament in which they played five matches, each in a different gymnasium. The heights of the ceilings of these gyms, in relation to the floors of the courts, are: - gym 1: 17 meters ; - gym 2: 18 meters ; - gym 3: 19 meters ; - gym 4: 21 meters ; - gym 5: 40 meters . This athlete's serve was invalidated",only in gym 1.,"only in gyms 1, 2, 3 and 4.","only in gyms 1, 2 and 3.",only in gyms 1 and 2.,in all the gyms.,2022,168,MT,B,english,"['A', 'D', 'C', 'B', 'E']"
QUESTÃO 169,"The basic package of a smartphone game, which sells for 50 reais, contains 2,000 gems and 100,000 gold coins, which are items that can be used in the game. The company that sells this game has decided to create a special package that will be sold for 100 reais and that will differ from the basic package in that it contains a greater quantity of gems and gold coins. To stimulate sales of this new package, the company has decided to include 6,000 more gems than customers would have if they had chosen to buy two basic packages for the same amount. The number of gold coins that the company must add to the special package in order to maintain the same ratio between the number of gems and gold coins in the basic package is",50 000.,300 000.,200 000.,400 000.,100 000.,2022,169,MT,D,english,"['A', 'D', 'C', 'E', 'B']"
QUESTÃO 170,"A park has two circuits of different sizes for running. A runner trains in this park and, on the first day, starts his training by running 3 laps around the larger circuit and 2 laps around the smaller one, making a total of 1 800 meters. Then, continuing his training, he runs another 2 laps around the larger circuit and 1 lap around the smaller one, covering another 1,100 meters. On the second day, he wants to run 5,000 meters on the park's circuits, doing a whole number of laps around them so that the number of laps is as large as possible. The sum of the number of laps around the two circuits on the second day will be",15.,10.,16.,14.,13.,2022,170,MT,C,english,"['D', 'A', 'E', 'C', 'B']"
QUESTÃO 171,"A digital marketing team was hired to increase sales of a product offered on an e-commerce website. To do this, they created an advertisement which, when the customer clicks on it, takes them to the product's sales page. This ad was shared on two social networks, A and B, and the following results were obtained: - social network A: the ad was viewed by 3,000 people; 10 percent of them clicked on the ad and were redirected to the website; 3 percent of those who clicked on the ad bought the product. The investment made to publish the ad on this network was 100 reais ; - social network B: the ad was viewed by 1,000 people; 30 percent of them clicked on the ad and were redirected to the website; 2 percent of those who clicked on the ad bought the product. The investment made to publish the ad on this network was 200 reais. From experience, the marketing team believes that the number of new people who will see the ad is directly proportional to the investment made, and that the number of people who will buy the product will also remain proportional to the number of people who click on the ad. The person responsible for the product then decided to invest an additional 300 reais in each of the two social networks to promote the ad, and in fact obtained the expected proportional increase in the number of customers who bought the product. In order to classify the increase obtained in the number ( Q ) of buyers of this product, as a result of this second advertisement, in relation to the results observed in the first advertisement, the person responsible for the product adopted the following criterion: - Q less than or equal to 60 percent: not satisfactory; - 60 percent less than or equal to 100 percent: fair; - 100 percent less than or equal to 150 percent: good; - 150 percent less than or equal to 190 percent: very good; - 190 percent less than or equal to 200 percent: excellent. The increase in the number of buyers as a result of this second disclosure, compared to what was recorded with the first disclosure, was classified as",very good.,I will.,excellent.,regular.,not satisfactory.,2022,171,MT,B,english,"['D', 'C', 'E', 'B', 'A']"
QUESTÃO 172,"A car manufacturer has announced that it offers its customers more than 1,000 different car configurations, depending on the model, engine, options and color of the vehicle. It currently offers 7 car models with 2 types of engine: 1.0 and 1.6. As for options, there are 3 possible choices: multimedia center, alloy wheels and leather seats, and the customer can choose to include one, two, three or none of the available options. In order to be faithful to the announcement made, the minimum number of colors that the car manufacturer must make available to its customers is",24.,11.,8.,9.,18.,2022,172,MT,D,english,"['E', 'C', 'A', 'B', 'D']"
QUESTÃO 173,"A couple want to top up their prepaid bank card for a trip abroad. They will top up the card with 3,000 dollars in a single transaction. The currency unit of the country where the couple live is the zed and the exchange rate is 2.20 zeds per dollar. A tax of 3 percent is charged on the amount paid, in zed , for the top-up, in addition to a fixed amount of 40 zeds for the bank transaction. What is the minimum amount in zed that this couple must have in order to top up their card?","6 640,00","6 690,00","6 730,00","6 838,00","6 886,00",2022,173,MT,D,english,"['A', 'B', 'C', 'D', 'E']"
