question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 101,"Glycolysis is a process that takes place in cells, converting glucose into pyruvate. During physical exercise that requires a great deal of effort, glucose is completely oxidized in the presence of O 2 . However, in some cases, muscle cells can suffer an O 2 deficit and glucose is converted into two molecules of lactic acid. The thermochemical equations for the combustion of glucose and lactic acid are shown below, respectively: Description of the chemical equations: The reactants C 6 H 12 O 6 (solid) plus 6 O 2 (gaseous) form the products 6 CO 2 (gaseous) plus 6 H 2 O (liquid). Change in enthalpy of combustion equal to - 2 800 kilojoules. The reactants CH 3 CH(OH)COOH (solid) plus 3 O 2 (gas) form the products 3 CO 2 (gas) plus 3 H 2 O (liquid). Change in enthalpy of combustion equal to - 1 344 kilojoules. The anaerobic process is less advantageous energetically because",releases 112 kilojoules per mole of glucose.,"absorbs 2,800 kilojoules per mole of glucose.",releases 467 kilojoules per mole of glucose.,"absorbs 1,344 kilojoules per mole of glucose.","releases 2,688 kilojoules per mole of glucose.",2019,101,CN,A,english,"['A', 'E', 'B', 'D', 'C']"
QUESTION 102,"The table shows information about two survival strategies that can be adopted by some species of living beings. Description of the table: Table with strategies 1 and 2. Strategy 1: Habitat: More unstable and unpredictable. Biotic potential: Very high. Lifespan: Short and with early reproduction. Offspring: Many and small body size. Population size: Variable.  Strategy 2: Habitat: More stable and predictable. Biotic potential: Low. Lifespan: Long and with late reproduction. Offspring: Few and with larger body size. Population size: Constant. When restoring a deforested area, species that adopt which strategy should be reintroduced first?","Strategy 2, because these species have a constant population size, which favors a more stable recolonization of the deforested area.","Strategy 1, because these species have a high biotic potential, which facilitates the rapid recolonization of the deforested area.","Strategy 2, because these species are adapted to more stable habitats, which corresponds to the environment of a deforested area.","Strategy 1, because these species produce small offspring, which reduces competition with other species.","Strategy 2, because these species have a long lifespan, which favors the production of many offspring.",2019,102,CN,B,english,"['E', 'C', 'D', 'A', 'B']"
QUESTION 103,"A house has a poorly dimensioned electrical cable, with a resistance equal to 10 ohms, which connects it to the 120 volt mains. In this house, five light bulbs with a resistance of 200 ohms are connected to the same circuit as a television with a resistance of 50 ohms, as shown in the diagram. The television only works with a voltage between 90 volts and 130 volts. Description of the diagram: Rectangular external mesh mixed circuit. On the left-hand side of the circuit there is a 120 volt supply and a 10 ohm resistor. On the right-hand side of the circuit is a 50 ohm resistor. Internally, there are 5 light bulbs, each of 200 ohms, connected in parallel to the source via individual switches. The maximum number of light bulbs that can be switched on without the television stopping working is:",1.,2.,5.,4.,3.,2019,103,CN,B,english,"['A', 'B', 'E', 'D', 'C']"
QUESTION 104,"2,4-dinitrophenol (DNP) is known as an uncoupler of the electron chain in mitochondria and has a slimming effect. However, due to its dangerous nature and the occurrence of lethal cases, its use as a drug is banned in several countries, including Brazil. In the mitochondria, this substance captures protons (H+ ) from the activity of respiratory chain proteins in the intermembrane space and returns them to the mitochondrial matrix.  Thus, these protons do not undergo enzymatic transport in the inner membrane. The slimming effect of this compound is related to","reduced ATP production, resulting in greater cellular expenditure of nutrients.","inhibition of glycolysis, resulting in greater cellular absorption of blood glucose.","blocking the Krebs cycle reactions, resulting in greater cellular energy expenditure.","decreased production of acetyl CoA, resulting in greater cellular expenditure of pyruvate.","obstruction of the respiratory chain, resulting in greater cellular consumption of fatty acids.",2019,104,CN,A,english,"['E', 'D', 'B', 'C', 'A']"
QUESTION 105,"In 1808, Dalton published his famous book entitled A New System of Chemical Philosophy, which contained the five postulates that served as the foundation of the first atomic theory of matter based on the scientific method. These postulates are numbered below: 1) Matter is made up of indivisible atoms. 2) All atoms of a given chemical element are identical in mass and in all other properties. 3) Different chemical elements have different types of atoms; in particular, their atoms have different masses. (4) Atoms are indestructible and in chemical reactions they retain their identities. (5) Atoms of elements combine with atoms of other elements in small whole number ratios to form compounds. After Dalton's model, other models based on other experimental data highlighted, among other things, the electrical nature of matter, the composition and organization of the atom and the quantization of energy in the atomic model. Based on the current model describing the atom, which of Dalton's postulates is still considered correct?",2,1,4,5,3,2019,105,CN,D,english,"['B', 'A', 'D', 'E', 'C']"
QUESTION 106,"At a science fair, a student will use Maxwell's disk (yo-yo) to demonstrate the principle of conservation of energy. The presentation will consist of two stages: Stage 1 - explaining that, as the disk descends, part of its gravitational potential energy is transformed into translational kinetic energy and rotational kinetic energy; Stage 2 - calculating the disk's rotational kinetic energy at the lowest point of its trajectory, assuming the system is conservative. When preparing the second stage, he considers the acceleration of gravity to be 10 meters per second squared and the linear velocity of the disc's center of mass to be negligible compared to the angular velocity. He then measures the height of the top of the disk in relation to the ground at the lowest point of its trajectory, obtaining a third of the height of the toy's stem. The specifications for the size of the toy, i.e. its length, width and height, as well as the mass of its metal disk, were found by the student in the manual clipping illustrated below. Description of manual clipping: Illustration of Maxwell's disk (yo-yo). Two vertical, parallel rods fixed to a support (base). These rods support an upper horizontal bar. Two vertical and parallel wires are attached to this bar. There is a smaller (horizontal) bar, which passes through the center of a disc, attached to the other end of the wires. The disk is fixed in the middle of the smaller bar. The distance from the top of the disk to the upper bar is two thirds of the height of the upper bar to the base. Below the picture are the following specifications: - Contents: metal base, metal rods, top bar, metal disk. - Size: 300 millimeters long by 100 millimeters wide by 410 millimeters high. - Mass of the metal disk: 30 grams. The result of the calculation in step 2, in joule, is:",1.23 times (10 to the fifth).,8.20 times (10 to the fourth).,1.23 times (10 to the minus one).,4.10 times (10 to the minus two).,8.20 times (10 to the minus two).,2019,106,CN,E,english,"['E', 'D', 'C', 'A', 'B']"
QUESTION 107,"The odor that remains on the hands after contact with garlic can be eliminated by using a ""stainless steel soap"", made of stainless steel (74 percent), chrome and nickel. The main advantage of this ""soap"" is that it doesn't wear out with use. Consider that the main substance responsible for the smell of garlic is allicin (structure I) and that, in order to eliminate the smell, it must be transformed into structure II. Description of the structures: Structure I: Structure containing CH 2 double bond CH single bond CH 2 single bond S single bond S (this sulphur has a positive charge and binds via a single bond to a negatively charged oxygen atom) this same sulphur makes a single bond CH 2 single bond CH double bond CH 2 . Structure II: Structure containing CH 2 double bond CH single bond CH 2 single bond S single bond S single bond CH 2 single bond CH double bond CH 2 . In the conversion of I into II, the ""soap"" will act as a",reducer.,electrolyte.,acid.,surfactant.,catalyst.,2019,107,CN,E,english,"['B', 'C', 'A', 'D', 'E']"
QUESTION 108,"Contamination of the oceans by anthropogenic radionuclides Radioactive pollution includes more than 200 nuclides, of which caesium-137 and strontium-90 stand out in terms of environmental impact. The greatest contribution of anthropogenic radionuclides to the marine environment occurred during the 1950s and 1960s, as a result of nuclear tests carried out in the atmosphere. Strontium-90 can accumulate in living organisms and food chains and, due to its chemical similarity, can participate in the balance with carbonate and replace calcium in various biological processes. When it enters a food chain of which man is a part, in which tissue of the human organism will strontium-90 accumulate predominantly?",Blood.,Cartilaginous.,Oh s seo.,Nervous.,Muscular.,2019,108,CN,C,english,"['B', 'A', 'E', 'D', 'C']"
QUESTION 109,"Two friends meet at a gas station to get their bicycles' tires inflated.  One of the bikes is a racing bike (bike A) and the other is a touring bike (bike B). The tires on both bikes have the same characteristics, except that the width of A's tires is smaller than the width of B's tires. When calibrating the tires of bicycles A and B , respectively, with calibration pressures p A and p B , the friends observe that the tire of bicycle A deforms much less under the same stresses than the tire of bicycle B .  The masses of compressed air in the tire of bicycle A , m A , and in the tire of bicycle B , m B , are directly proportional to their volumes. Comparing the pressures and masses of compressed air in the bicycle tires, we have:", p A less than p B and m A less than m B,p A greater than p B and m A less than m B,p A greater than p B and m A greater than m B,p A greater than p B and m A equal to m B,p A smaller than p B and m A equal to m B,2019,109,CN,B,english,"['A', 'B', 'E', 'C', 'D']"
QUESTION 110,"Thermoelectric plants can use coal, natural gas or oil, which are burned in the combustion chamber to generate electricity by forming water vapor. The water used in the process is collected from natural sources and returned to the environment. To minimize the effects of pollution, there is a system that retains the ash and part of the gases produced, such as NO x and SO x . The ash, when generated, can be used in cement mixtures. The environmental impact of this type of energy generation is related to the",amount of water consumed to generate steam.,production of solid waste discharged into the environment.,emission of polluting gases into the atmosphere.,flooded area for the water reservoir.,contamination of the water used in the process.,2019,110,CN,C,english,"['D', 'E', 'A', 'B', 'C']"
QUESTION 111,"Erythropoietin (EPO) is an endogenous hormone secreted by the kidneys that influences the maturation of red blood cells. Its recombinant forms, synthesized in the laboratory, have been used by some athletes in endurance sports in the search for better results. However, the administration of recombinant EPO in sport has been banned by the International Olympic Committee and its use is considered doping. One influence that this doping could have on improving the physical capacity of these athletes is related to the transportation of","vitamin C, to increase the integrity of blood vessels.","ATP, to increase hormone synthesis.",proteins to increase muscle mass.,lipids to increase calorie expenditure.,oxygen to increase ATP production.,2019,111,CN,E,english,"['E', 'B', 'D', 'A', 'C']"
QUESTION 112,"The aim of thermally insulating containers is to minimize heat exchange with the external environment. This heat exchange is proportional to the thermal conductivity k and the internal area of the container faces, as well as the temperature difference between the external environment and the inside of the container, and is inversely proportional to the thickness of the faces. In order to assess the quality of two containers A (40 centimeters by 40 centimeters by 40 centimeters) and B (60 centimeters by 40 centimeters by 40 centimeters), with faces of the same thickness, a student compares their thermal conductivities k A and k B . To do this, she suspends identical blocks of ice at 0 degrees Celsius inside each container, so that their surfaces are only in contact with air. After a period of time, she opens the containers while both still contain a little ice and finds that the mass of ice that has melted in container B is double that which has melted in container A . The ratio kA/kB is closest to","0,67.","1,33.","0,75.","0,50","2,00.",2019,112,CN,A,english,"['B', 'D', 'C', 'A', 'E']"
QUESTION 113,"Studies show the development of biochips used to help diagnose diabetes mellitus, a disease caused by excess glucose in the body. The test is simple and consists of two sequential reactions on the surface of the biochip, between the patient's blood serum sample, specific enzymes and reagent (potassium iodide), as shown in the image. Image description: A board containing two figures representing the biochip, which consists of a tube with two semicircles at the ends and one in the middle. In the first figure is the biochip before the addition of serum, in which the first semicircle from left to right is empty; the second contains the enzymes and the third, potassium iodide. The second figure shows the biochip after the addition of serum, in which the first semicircle from left to right contains the serum which flows into the central semicircle and reaches the third semicircle, which becomes colored. After the addition of blood serum, the flow moves spontaneously from left to right, promoting sequential reactions, as shown in equations 1 and 2. In the first, blood glucose is converted into gluconic acid, generating hydrogen peroxide: Description of equation 1: The reactants C 6 H 12 O 6 (aqueous) plus O 2 (gaseous) plus H 2 O (liquid), in the presence of enzymes, form the products C 6 H 12 O 7 (aqueous) plus H 2 O 2 (aqueous). In the second, hydrogen peroxide reacts with iodide ions to generate tri-iodide ion, water and oxygen. Description of equation 2: The reactants 2 H 2 O 2 (aqueous) plus 3 negatively charged I (aqueous) form negatively charged I 3 (aqueous) plus 2 H 2 O (liquid) plus O 2 (gaseous). The type of reaction that occurs on the surface of the biochip, in the two reactions of the process, is",oxireduction.,overview.,base acid.,analysis.,complexation.,2019,113,CN,A,english,"['C', 'B', 'E', 'A', 'D']"
QUESTION 114,"Drugs in the environment A few tons of medicines for human and veterinary use are produced every year.  Drugs are designed to be stable, maintaining their chemical properties in order to serve a therapeutic purpose. After consuming drugs, part of their dosage is excreted unchanged, persisting in the environment.  All over the world, antibiotics, hormones, anesthetics and anti-inflammatory drugs, among others, are detected in worrying concentrations in domestic sewage, surface water and groundwater. Thus, the occurrence of residual pharmaceuticals in the environment can have adverse effects on aquatic and terrestrial organisms. What action will minimize the permanence of these contaminants in water resources?",Development of new processes in wastewater treatment plants.,Using manure as fertilizer in agriculture.,Expansion of sewage collection networks in the urban area.,Reuse of sludge from sewage treatment plants in agriculture.,Disposing of expired medicines in rubbish dumps.,2019,114,CN,A,english,"['D', 'A', 'B', 'E', 'C']"
QUESTION 115,A laboratory test makes it possible to identify some metal cations by introducing a small amount of the material of interest into a Bunsen burner flame and then observing the color of the light emitted. The color observed comes from the emission of electromagnetic radiation when the,combustion of metal cations caused by oxygen molecules in the atmosphere.,decrease in the kinetic energy of electrons in the same orbit in the atomic electrosphere.,change from the solid to the liquid phase of the metallic element.,electronic transition from a more external to a more internal level in the atomic electrosphere.,promotion of electrons in the fundamental energy state to more energetic levels.,2019,115,CN,D,english,"['B', 'C', 'A', 'D', 'E']"
QUESTION 116,"Slackline is a sport in which the athlete has to balance and perform maneuvers while standing on a stretched ribbon. To practice the sport, the two ends of the tape are fixed so that it is a few centimeters off the ground. When an athlete with a mass of 80 kilograms stands exactly in the middle of the ribbon, it moves vertically downwards at an angle of 10 degrees to the horizontal. It is known that the acceleration due to gravity is 10 meters per second squared, the cosine of 10 degrees is 0.98 and the sine of 10 degrees is 0.17. What force does the ribbon exert on each of the trees because of the athlete's presence?",4.0 times (10 to the power of 2) newtons .,4.1 times (10 to the power of 2) newtons .,2.4 times (10 to the power of 3) newtons .,8.0 times (10 to the power of 2) newtons .,4.7 times (10 to the power of 3) newtons .,2019,116,CN,C,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 117,"Genetics Based on Mendel's plant experiments, three basic principles were established, which are known as the laws of uniformity, segregation and independent distribution. The law of independent distribution refers to the fact that members of different pairs of genes segregate independently of each other into offspring. Today, it is known that this is not always true. Why?",A chromosome containing two particular genes may not undergo disjunction in the first phase of meiosis.,The distribution depends on whether the gene is dominant or recessive.,Chromosomal alterations can lead to segregation failures during meiosis.,Genes located physically close together on the same chromosome tend to be inherited together.,Organisms don't always inherit each gene from each parent.,2019,117,CN,D,english,"['E', 'A', 'C', 'D', 'B']"
QUESTION 118,"The use of personal protective equipment, such as helmets, is essential on any construction site. For example, the free fall of a brick with a mass of 2.5 kilograms from a height of 5 meters, whose impact against a helmet can last up to 0.5 seconds, results in an average impulsive force greater than the weight of the brick. Suppose that the gravitational acceleration is 10 meters per second squared and that the effect of air resistance is negligible. The average impulsive force generated by this impact is equivalent to the weight of how many identical bricks?",2,50,10,20,5,2019,118,CN,A,english,"['A', 'E', 'C', 'D', 'B']"
QUESTION 119,"Oil: a topic for teaching chemistry Hydrocarbons are organic molecules with a number of industrial applications. For example, they are present in large quantities in the various fractions of petroleum and are usually separated by fractional distillation, based on their boiling temperatures. The table shows the main fractions obtained in the distillation of petroleum at different temperature ranges. Description of the table: Table with: fraction; temperature range, in degrees Celsius; examples of product(s) and number of carbon atoms (hydrocarbon of general formula C n H 2n+2 ), respectively: Fraction 1: Up to 20 degrees Celsius, natural gas and cooking gas (LPG), C 1 to C 4 . Fraction 2: 30 to 180 degrees Celsius, gasoline, C 6 to C 12 . Fraction 3: 170 to 290 degrees Celsius, kerosene, C 11 to C 16 . Fraction 4: 260 to 350 degrees Celsius, diesel oil, C 14 to C 18 . In fraction 4, the separation of compounds occurs at higher temperatures because",the intermolecular forces are more intense.,the number of branches is greater.,its solubility in oil is higher.,the carbon chain is more difficult to break.,their densities are higher.,2019,119,CN,A,english,"['D', 'B', 'C', 'E', 'A']"
QUESTION 120,"In fish farming, Artemia (crustacean) larvae are often used to feed fish larvae. Artemia eggs are placed in bottles of salt water and, under optimum conditions of temperature, light and oxygen, they hatch, releasing their larvae, also known as nauplii. To collect the nauplii, a white fluorescent lamp is placed in the mouth of the bottle and they begin to climb towards the neck. This behavior of the brine shrimp is called",chemotropis m or negative .,positive geotropism.,positive phototropism.,negative hydrotropism.,negative thermotropism.,2019,120,CN,C,english,"['E', 'A', 'B', 'C', 'D']"
QUESTION 121,"Because they have a complete valence layer, high ionization energy and practically zero electronic affinity, it was considered for a long time that the noble gases would not form chemical compounds. However, in 1962, the reaction between xenon (valence layer 5 s two, 5 p six) and platinum hexafluoride was successfully carried out and, since then, more new noble gas compounds have been synthesized.  These compounds demonstrate that one cannot uncritically accept the octet rule, which considers that, in a chemical bond, atoms tend to acquire stability by assuming the electronic configuration of a noble gas. Among the known compounds, one of the most stable is xenon difluoride, in which two atoms of the halogen fluorine (valence shell 2 s two, 2 p five) covalently bond to the noble gas atom to give them eight valence electrons. When writing the Lewis formula of the xenon compound mentioned, how many electrons in the valence shell will there be on the noble gas atom?",6,8,12,10,14,2019,121,CN,D,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 122,"Space junk In the early hours of March 11, 1978, parts of a Soviet rocket re-entered the atmosphere above the city of Rio de Janeiro and fell into the Atlantic Ocean. It was a beautiful spectacle, the countless fragments igniting due to friction with the atmosphere shone brightly as they ""cut through the sky"". But if the re-entry had happened a few minutes later, we would have had a tragedy, because the crash would have been in the urban area of Rio de Janeiro and not in the ocean. Image description: Illustration of planet Earth with the city of Rio de Janeiro in the Southern Hemisphere and the Atlantic Ocean to the east of Rio de Janeiro. An arrow indicates the Earth's direction of rotation from west to east (counterclockwise from the North Pole). According to the facts reported, the angular velocity of the rocket in relation to the Earth at the re-entry point was",equal to that of the Earth and in the same direction.,equal to that of the Earth and in the opposite direction.,lower than that of the Earth and in the opposite direction.,higher than the Earth's and in the same direction.,higher than that of the Earth and in the opposite direction.,2019,122,CN,D,english,"['A', 'D', 'C', 'B', 'E']"
QUESTION 123,"Amphibians such as toads, frogs and tree frogs have different adaptive structures which, throughout the evolutionary process, have allowed them to occupy the terrestrial environment. Despite this, the survival of these animals remains dependent on humid or aquatic environments. This dependence can be explained by the presence of",gill breathing in adults.,thermal regulation independent of the environment.,reproduction by internal fertilization.,"thin, highly permeable skin.",embryos in calcified-coated eggs.,2019,123,CN,D,english,"['A', 'D', 'C', 'B', 'E']"
QUESTION 124,"In an experimental lesson on calorimetry, a teacher burned 2.5 grams of raw cashew nuts to heat 350 grams of water in a suitable container to reduce heat loss. Based on reading the nutritional table below and measuring the temperature of the water after the fuel had burned completely, she concluded that 50 percent of the available energy had been used. The specific heat of water is 1 calorie per gram per degree Celsius , and its initial temperature was 20 degrees Celsius . Description of the table: The table shows values for quantity per serving of 10 grams of chestnuts, which is equivalent to 2 chestnuts. Energy value: 70 kilocalories. Carbohydrates: 0.8 grams. Proteins: 3.5 grams. Total fat: 3.5 grams. What was the temperature of the water, in degrees Celsius, measured at the end of the experiment?",25,50,45,70,27,2019,124,CN,C,english,"['A', 'D', 'C', 'E', 'B']"
QUESTION 125,"Research groups around the world have been looking for innovative solutions to produce devices for generating electricity. These include zinc-air batteries, which combine atmospheric oxygen and the metal zinc in an alkaline aqueous electrolyte. The working diagram of the zinc-air battery is shown in the figure. Figure description: The figure shows an electrochemical cell made up of two semi-cells separated by a separating membrane. The semicell on the left contains a porous electrode. Oxygen gas molecules pass through this electrode and are transformed into the negatively charged OH ion. There is a flow of negatively charged OH ions across the separating membrane to the right-hand semi-cell, which contains a zinc electrode, where the 2- charged Zn(OH) 4 is formed. This electrochemical cell is connected to a light bulb via two wires: one from the porous electrode and the other from the zinc electrode. The light bulb is on. When the battery is working, the chemical species formed at the anode is",Negatively charged OH (aqueous).,H 2 ( gaseous ).,Zn(OH) 4 of charge 2 - ( aqueous ).,H 2 O ( liquid ).,O 2 ( gaseous ).,2019,125,CN,C,english,"['D', 'A', 'E', 'C', 'B']"
QUESTION 126,"The time-of-flight mass spectrometer is a device used to measure the mass of ions.  In it, an ion of electric charge q is launched into a region of constant magnetic field B vector , describing a helical trajectory, as shown in the figure. This trajectory is formed by the composition of a uniform circular movement in the yz plane and a translation along the x axis.  The advantage of this device is that the angular velocity of the ion's helical movement is independent of its initial velocity. The device then measures the flight time t for N turns of the ion. Therefore, based on the values q, B, N and t , the mass of the ion can be determined. Figure description: A system of three Cartesian axes (x, y, z) in which there are magnetic field lines (vector B) arranged parallel to the x axis (perpendicular to the yz plane). A positive point charge q is making several helical turns around the magnetic field lines B, moving in the positive direction of the x-axis. The mass of the ion measured by this device will be",Fraction with numerator q times B times t and denominator N .,Fraction with numerator 2 times q times B times t and denominator pi times N .,Fraction with numerator 2 times q times B times t and denominator N .,times t and denominator 2 times pi times N . B Fraction with numerator q times B times t and denominator pi times N .,Numerator fraction q times,2019,126,CN,E,english,"['D', 'C', 'E', 'B', 'A']"
