question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 167,"Pergola is the name given to a type of roof designed by architects, commonly in squares and gardens, to create an environment for people or plants, in which there is a break in the amount of light, depending on the position of the sun. It is made like a platform of equal beams, laid parallel and perfectly in a row. An architect designs a pergola with gaps of 30 centimeters between its beams so that, on the summer solstice, the sun's path during the day is in a plane perpendicular to the direction of the beams, and that the afternoon sun, at the moment when its rays turn 30 degrees to the peak position, generates half the light that passes through the pergola at midday. In order to comply with the architect's design proposal, the pergola beams should be built so that their height, in centimetres, is as close as possible to",26.,9.,15.,60.,52.,2020,167,MT,A,english,"['C', 'A', 'B', 'E', 'D']"
QUESTION 168,"A school canteen sells three types of chocolate bars: dark, white and with nuts. One afternoon, 20 students entered the canteen willing to eat chocolate. We learned that 4 students bought exactly one bar of each type, 2 students bought exactly one bar of white chocolate and one bar with nuts, 2 other students bought exactly one bar of dark chocolate and one bar with nuts and, finally, each of the other students bought exactly one bar of chocolate. The owner of the canteen, in order to replenish his stock, noticed that the total quantities of dark and white chocolate bars sold were the same; in addition, twice as many bars with nuts were sold as white ones. Under these conditions, how many bars of chocolate with nuts were bought by these 20 students?",8,10,14,11,16,2020,168,MT,E,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 169,"An aeration process, which consists of introducing air into a liquid, takes place as follows: a pump B takes liquid from a tank T1 and passes it through aerator A1, which increases the volume of the liquid by 15 percent, and then through aerator A2, increasing the volume by another 10 percent. In the end, it is stored in a tank T2, as shown in the figure. Figure description: The liquid from tank T1 is propelled by pump B to aerator A1. It then passes to aerator A2 and then into tank T2.  Tanks T1 and T2 are straight prisms with rectangular bases, with the base of T1 having length c and width L , and the base of T2 having length c divided by 2 and width 2 L . To complete the aeration process without spilling liquid into T2, the person responsible must know the relationship between the height of the column of liquid that has already left T1, denoted by x , and the height of the column of liquid that has reached T2, denoted by y . The equation that relates the measurements of the heights y and x is given by",y is equal to 1.125 x.,y is equal to 1.250 x.,y is equal to 1.265 x.,y is equal to x.,y is equal to 1.150 x.,2020,169,MT,C,english,"['D', 'B', 'A', 'E', 'C']"
QUESTION 170,"To get to the university, a student takes the metro and then has two options: - take a bus, covering 2.0 kilometers; - rent a bicycle next to the metro station, covering 3.0 kilometers on the bike path. The table gives the average speeds of the bus and bicycle, in kilometers per hour, on the metro-university route. Description of the table: The table gives the average speed, in kilometers per hour, of each type of transport in relation to the days of the week. Monday. Bus: 9 kilometers per hour; bicycle: 15 kilometers per hour. Tuesday. Bus: 20 kilometers per hour; bicycle: 22 kilometers per hour. Wednesday. Bus: 15 kilometers per hour; bicycle: 24 kilometers per hour. Thursday. Bus: 12 kilometers per hour; bicycle: 15 kilometers per hour. Friday. Bus: 10 kilometers per hour; bicycle: 18 kilometers per hour. Saturday. Bus: 30 kilometers per hour; bicycle: 16 kilometers per hour. In order to save time commuting to university, on which days should the student take the cycle path?","Mondays, Wednesdays and Fridays.","Tuesdays, Wednesdays and Fridays.","Tuesdays, Wednesdays and Saturdays.","Tuesdays, Thursdays and Saturdays.","Mondays, Thursdays and Fridays.",2020,170,MT,A,english,"['C', 'D', 'E', 'B', 'A']"
QUESTION 171,"Researchers at the Vienna University of Technology in Austria have produced miniature objects on high-precision 3D printers. When activated, these printers shoot laser beams at a type of resin, sculpting the desired object. The final product of the print is a microscopic sculpture in three dimensions. The sculpture presented is a miniature Formula 1 car, 100 micrometers long. A micrometer is one millionth of a meter. Using scientific notation, what is the representation of the length of this miniature, in meters?",1.0 times 10 to the minus one.,1.0 times 10 to the minus six.,1.0 times 10 to the minus seven.,1.0 times 10 to the negative third.,1.0 times 10 to the negative fourth.,2020,171,MT,E,english,"['A', 'D', 'E', 'B', 'C']"
QUESTION 172,"The Statute of the Elderly in Brazil provides certain rights to people of advanced age, granting them, among other benefits, income tax refunds before other taxpayers. The table shows the names and ages of 12 elderly people awaiting their income tax refunds. Consider that, among the elderly, the refund is granted in descending order of age and that, in subgroups of people of the same age, the order is decided by lot. Description of the table: The table shows the names of the elderly people and their ages, in years. Orlando: 89 years old; Gustavo: 86 years old; Luana: 86 years old; Teresa: 85 years old; Márcia: 84 years old; Roberto: 82 years old; Heloísa: 75 years old; Marisa: 75 years old; Pedro: 75 years old; João: 75 years old; Antônio: 72 years old; Fernanda: 70 years old. Under these conditions, the probability of John being the seventh person in the group to receive his refund is equal to",Fraction with numerator 1 and denominator 4.,Fraction with numerator 1 and denominator 12.,Fraction with numerator 7 and denominator 12.,Fraction with numerator 1 and denominator 8.,Fraction with numerator 5 and denominator 6.,2020,172,MT,A,english,"['E', 'A', 'B', 'C', 'D']"
QUESTION 173,"In Brazil, the time it takes for a student to complete their education until they graduate from a higher education course, taking into account the 9 years of elementary school, the 3 years of secondary school and the 4 years of undergraduate study (average time), is 16 years. However, the reality of Brazilians shows that the average study time of people over the age of 14 is still very short, as shown in the table. Table description: The table shows the average study time of people over 14 according to the following years in which the survey was carried out: 1995: 5.2 years; 1999: 5.8 years; 2003: 6.4 years; 2007: 7.0 years. Consider that the increase in study time for these people for each period remains constant until the year 2050, and that the aim is to reach the level of 70 percent of the time needed to obtain a university degree given above. The year in which the average study time of people over the age of 14 will reach the target percentage will be",2043.,2031.,2035.,2018.,2023.,2020,173,MT,C,english,"['E', 'C', 'D', 'A', 'B']"
QUESTION 174,"A tap is dripping water into a bucket with a capacity of 18 liters. At this moment, the bucket is at 50 percent capacity. Every second, 5 drops of water fall from the tap, and a drop is formed, on average, by 5 times 10 to the minus 2 milliliters of water. How long, in an hour, will it take to completely fill the bucket, starting from the current moment?",1 times 10 to the power of minus 2,1 times 10 to the power of minus 3,2 times 10 to the power of minus 2,1 times 10 to the power of 1,2 times 10 to the power of 1,2020,174,MT,D,english,"['D', 'E', 'C', 'B', 'A']"
QUESTION 175,"The National Household Sample Survey (Pnad) is a survey carried out annually by the IBGE, except in the years when there is a Census. In one year, 363,000 young people were interviewed to find out about their professional and/or academic activities. The results of the survey are shown in the graph. According to the information given, the number of young people interviewed who work is",114 708.,291 582 . Graph description : Bar graph of active young people aged between 15 and 29 (in percentages) indicating: Studies only: 21.6 Works and studies: 13.6 Works only: 45.2 Neither works nor studies: 19.6,213 444.,284 592.,164 076.,2020,175,MT,C,english,"['A', 'E', 'C', 'D', 'B']"
QUESTION 176,"Zipf's Law, named after the American linguist George Zipf, is an empirical law that relates the frequency ( f ) of a word in a given text to its rank ( r ). It is given by f equals A divided by (r raised to B). The word's ranking is its position when sorting the words in order of frequency. In other words, r is equal to 1 for the most frequent word, r is equal to 2 for the second most frequent word and so on.A and B are positive constants. Based on the values of X equal to the logarithm of r and Y equal to the logarithm of f , it is possible to estimate values for A and B . In the hypothetical case where the law is verified exactly, the relationship between Y and X is",Y is equal to the logarithm of A divided by (X to the power of B).,Y is equal to the logarithm of A divided by (B times X).,Y is equal to the logarithm of A divided by (X plus the logarithm of B).,Y is equal to (logarithm of A) minus B times X.,Y is equal to (fraction of numerator logarithm of A and denominator B)minus X.,2020,176,MT,D,english,"['E', 'D', 'B', 'A', 'C']"
QUESTION 177,"While a being is alive, the amount of carbon 14 in it doesn't change. When it dies, the amount decreases. It is known that the half-life of carbon 14 is 5,730 years, which means that in a fossil of an organism that died 5,730 years ago there will be half the carbon 14 that existed when it was alive. Scientists and archaeologists therefore use the following formula to find out the age of a fossil found: Q of t is equal to Q zero multiplied by 2 to the negative power of the fraction of numerator t and denominator 5 730, where t is time, measured in years, Q of t is the amount of carbon 14 measured at time t and Q zero is the amount of carbon 14 in the corresponding living being. During one of their expeditions, a group of archaeologists found 5 fossils of known species and measured the amount of carbon 14 in them. In the table we have these values together with the amount of carbon 14 in these living species. Description of the table: the table shows the equivalences of the amount of carbon 14 in the following fossils: Fossil 1: Q zero is equal to 128 and Q of t is equal to 32; Fossil 2: Q zero is equal to 256 and Q of t is equal to 8; Fossil 3: Q zero is equal to 512 and Q of t is equal to 64; Fossil 4: Q zero is equal to 1 024 and Q of t is equal to 512; Fossil 5: Q zero is equal to 2 048 and Q of t is equal to 128. The oldest fossil found on this expedition was",5.,2.,4.,1.,3.,2020,177,MT,B,english,"['E', 'B', 'D', 'A', 'C']"
QUESTION 178,"One of the Seven Wonders of the Modern World is the Temple of Kukulkán, located in the city of Chichén Itzá in Mexico. Geometrically, this temple can be represented by a straight pyramid with a square base. The quantities of each type of plane figure that make up this pyramid trunk are","1 square, 3 rectangles and 2 right-angled trapezoids.",1 rectangle and 4 isosceles triangles.,"2 rectangles, 2 squares and 2 right-angled trapezoids.",2 squares and 4 rectangles.,2 squares and 4 isosceles trapezoids.,2020,178,MT,E,english,"['D', 'B', 'E', 'A', 'C']"
