question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 104,"Looking at the technical data sheet of a popular car, you can see some of its performance characteristics. Considering the same car in two versions, one of which runs on alcohol and the other on gasoline, we have the data shown in the table, in relation to the performance of each engine. enem2021 Image description: Table with two parameters, acceleration and top speed, and their values for the gasoline engine and the alcohol engine, respectively. Acceleration: from O to 100 kilometers per hour in 13.4 seconds and from O to 100 kilometers per hour in 12.9 seconds. Maximum speed: 165 kilometers per hour and 163 kilometers per hour.  Taking air resistance into account, which version has the highest power output?","As the petrol version has the highest acceleration, it develops the most power.","As the petrol version keeps the engine working longer to reach 100 kilometers per hour, it develops the most power.","As both versions have the same speed variation when calculating acceleration, the power developed is the same.","As the alcohol version has the highest rate of change in kinetic energy, it develops the most power."," As the petrol version achieves the highest kinetic energy value, it develops the most power.",2021,104,CN,D,english,"['A', 'E', 'D', 'C', 'B']"
QUESTION 105,"In a farm's electric hatchery, there are four incandescent light bulbs connected in parallel to a 127-volt socket. When in operation, the bulbs heat up and consequently keep the eggs warm. Each bulb has the following specification: 25 watts and 127 volts. The intensity of the electric current, in milliampere, in each bulb is closest to",787.,"49,3.","1,27.","5,08.",197.,2021,105,CN,E,english,"['E', 'C', 'A', 'B', 'D']"
QUESTION 106,"Milk adulteration promotes increased profits by adding water. To hide its dilution, different solutes are added to the product. There are also cases where substances are added to prevent the proliferation of microorganisms or to disguise the sour taste of degraded milk. Fraud has been uncovered by physico-chemical analysis, which has revealed the use of substances such as HO, (hydrogen peroxide), H,CO (formaldehyde), NaOH (caustic soda), C,,H,,O,, (sucrose) and (NH,) 2, CO (urea). Which of these substances is added to adjust the pH of the degraded milk?",H2CO,H2O2,NaOH,(NH2)2CO,C12H22O11,2021,106,CN,C,english,"['B', 'A', 'C', 'E', 'D']"
QUESTION 107,"Consider the comic strip, in which the temperature of the environment is lower than the body temperature of the characters. Image description: Comic strip with the characters Calvin and Harold in four strips. Comic 1: Going down a slope, Harold pushes a trolley that Calvin is in. Calvin asks: ""It's hot today, isn't it?"". Harold confirms: ""It is."" Comic 2: Calvin and Harold are in the trolley, speeding down the slope. Harold says: ""But what really bothers me is the humidity"". Comic 3: The trolley is in the air and Calvin asks: ""You don't like humidity?"". Harold replies: ""Not really."" Comic 4: The trolley continues its descent towards a lake. Calvin says: ""Then jump in."".  The discomfort mentioned by the character in the comic strip is due to the fact that, on humid days,",the air becomes a poor conductor and hinders the process of releasing heat.,sweat has a harder time evaporating from the body., the absorption rate of radiation by the body becomes higher., the temperature of the water vapor in the air is high.,the water vapor in the air condenses when it comes into contact with the skin.,2021,107,CN,B,english,"['D', 'B', 'C', 'A', 'E']"
QUESTION 108,"For almost three centuries, gold miners turned to the riverbeds in search of gold. Mining generated prosperity and jobs, but left in its wake the legacy of mercury contamination of the rivers. A liquid and heavy metal, mercury is used in the process of concentrating gold, as the mixture of these metals forms a solid metallic alloy, which is heated to separate the metals. The melting points of mercury and gold are known to be minus 39 degrees Celsius and 1,064 degrees Celsius respectively. When obtaining gold, the process used to separate mercury from the solid metal alloy is its",vaporization., filtration.,catation.,centrifugation.,crystallization.,2021,108,CN,A,english,"['C', 'B', 'A', 'E', 'D']"
QUESTION 109,"With the increase in the pig population in Brazil, it has become necessary to adopt methods to reduce the polluting potential of waste from this agro-industry, since, compared to domestic sewage, pig waste is 200 times more polluting. Therefore, using this waste as a raw material to obtain fuels is an alternative that allows the country's energy matrix to be diversified, while at the same time preserving part of the country's water resources. The biofuel referred to in the text is",ethanol., biogas.,butane.,biodiesel.,methanol.,2021,109,CN,B,english,"['A', 'B', 'C', 'E', 'D']"
QUESTION 110,"Curcumin, one of the substances that gives saffron its orange color, can help fight dengue when added to the water of mosquito breeding sites. This substance accumulates in the insect's intestine after being ingested with the water from the breeding site and, when activated by light, induces the production of reactive oxygen species that fatally damage the tissue of the digestive tract. enem2021 The form of combat reported has the following activities",impairment of metamorphosis., reduced egg hatching.,death of the adult individual.,repellent form of the disease.,preventing the larva from developing.,2021,110,CN,E,english,"['C', 'B', 'A', 'E', 'D']"
QUESTION 111,"In the city of São Paulo, the heat islands are responsible for altering the direction of the sea breeze flow, which should reach the water sources. However, when it crosses the heat island, the sea breeze now encounters a vertical air flow, which transfers thermal energy absorbed from the city's hot surfaces to it, moving it to higher altitudes. This results in condensation and heavy rainfall in the center of the city, rather than in the springs region. The image shows the three subsystems that exchange energy in this phenomenon. enemoZ1 Image description: Illustration of buildings in a city, indicated as a heat island. At the top left is the sun. Between the sun and the heat island is a sea breeze. The sea breeze rises in altitude as it enters the area above the heat island. AR NE alo In the process of heavy rainfall in the city center of São Paulo, there are two dominant heat transfer mechanisms: between the Sun and the heat island, and between the heat island and the sea breeze. These mechanisms are, respectively,",conduction and irradiation.,irradiation and irradiation.,irradiation and convection., convection and convection.,convection and irradiation.,2021,111,CN,C,english,"['C', 'B', 'A', 'E', 'D']"
QUESTION 112,"In his study of falling bodies, Aristotle claimed that if we dropped light and heavy bodies from the same height, the heavier one would reach the ground faster. This idea is based on something that is difficult to refute, direct observation of reality based on common sense. After a physics lesson, two classmates were arguing about falling bodies, and one was trying to convince the other that he was right: Classmate A: ""The heavier body falls faster than the less heavy one when dropped from the same height. I'll prove it by dropping a stone and a cork. The stone arrives first. That's it! It's proven!"". Colleague B: ""I don't think so! I took a sheet of paper and dropped it. When I crumpled it up, it fell faster. How is that possible? If it was the same sheet of paper, it should fall the same way. There has to be another explanation!"" The common physical aspect that explains the difference in the behavior of falling bodies in this discussion is",density of bodies.,mass of the bodies.,acceleration due to gravity.,weight of bodies.,air resistance.,2021,112,CN,E,english,"['D', 'C', 'E', 'A', 'B']"
QUESTION 113,"Obtaining ethanol from sugar cane involves fermenting the monosaccharides that make up the sucrose contained in molasses. One of these formers is glucose (CH ,O,), the fermentation of which produces around 50 grams of ethanol from 100 grams of glucose, according to the chemical equation described. VOO enem202i Image description: Chemical equation in which the reactant C,H,O, is subjected to alcoholic fermentation and forms the products 2 CH,CH,OH plus 2 CO. In a specific fermentation condition, 80 percent conversion is obtained in ethanol which, after purification, has a density of 0.80 grams per milliliter. The molasses used had 50 kilograms of monosaccharides in the form of glucose. The volume of ethanol, in liters, obtained in this process is closest to", 25., 64.,20.,16.,100.,2021,113,CN,A,english,"['C', 'D', 'B', 'A', 'E']"
QUESTION 114,"In order to identify the best species for producing wood for construction (with mechanical resistance and resistance to degradation), the anatomical structures of five species were analyzed, as shown in the table. Image description: Table entitled Tissue analyzed, with data on the plant tissues of five species, classified as: ""absent"" or ""present in small quantities"" or ""present in medium quantities"" or ""present in large quantities"". Species 1: periderm present in small quantities, bar, sclerenchyma present in small quantities; phloem present in small quantities, bar, sclerenchyma absent; sapwood xylem present in small quantities; heartwood xylem present in large quantities. Species 2: periderm present in small quantities, bar, sclerenchyma absent; phloem present in small quantities, bar, sclerenchyma absent; sapwood xylem present in large quantities; heartwood xylem absent. Species 3: periderm present in medium quantity, bar, sclerenchyma absent; phloem present in large quantity, bar, sclerenchyma present in small quantity; sapwood xylem present in small quantity; heartwood xylem absent. Species 4: periderm present in large quantities, bar, sclerenchyma present in small quantities; phloem present in large quantities, bar, sclerenchyma absent; sapwood xylem present in small quantities; heartwood xylem absent. Species 5: periderm present in large quantities, bar, sclerenchyma present in small quantities; phloem present in large quantities, bar, sclerenchyma present in small quantities; sapwood xylem present in medium quantities; heartwood xylem present in small quantities. Which species corresponds to the proposed objective""?",2,5,1,3,4,2021,114,CN,C,english,"['B', 'E', 'A', 'C', 'D']"
QUESTION 115,"Ash from the Calbuco volcano, which erupted in Chile in April 2015, reached the state of Paraná a few days later. The phenomenon resembled whitish, sparse clouds. The clouds still contained sulphur dioxide. However, there were no risks to the environment or health because they were quite high, at around 10,000 meters. Meteorologists said that if they were lower, it would be harmful. If these clouds were low, what environmental risk would be involved?   ",Formation of heat islands.,Thermal inversion phenomenon.,Eutrophication of water bodies.,Occurrence of acid rain.,O Decreased photosynthesis.,2021,115,CN,D,english,"['B', 'D', 'E', 'A', 'C']"
QUESTION 116,"TEXT 1 In the cordel entitled Lord of the Rings, written by Gonçalo Ferreira da Silva, we read the couplet: The distance from our beloved planet Little less than that of the Sun It is distant And less dense than water When in its normal state TEXT 2 Image description: Table entitled Average distances of the planets from the Sun and their average densities, with the planets and their respective average distances from the Sun, in astronomical units, and their average relative densities. Mercury: 0.39 and 5.6. Venus: 0./2 and 5.2. Earth: 1.0 and 5.5. Mars: 1.5 and 4.0. Ceres: 2.8 and 2.1. Jupiter: 5.2 and 1.3. Saturn: 9.6 and 0.7. Uranus: 19 and 1.2. Neptune: 30 and 1.7. Pluto: 40 and 2.0. Eris: 68 and 2.5. * 02112 5 LL AO x At the bottom of the table is the information: 1 astronomical unit equals 149.6 million kilometers. It indicates that Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus and Neptune are classical planets and that Ceres, Pluto and Eris are dwarf planets. Considering the verses of the sextile and the information in the table, which planet does the string refer to?", Saturn., Jupiter.,Neptune.,Mercury., Uranus.,2021,116,CN,A,english,"['D', 'B', 'E', 'A', 'C']"
QUESTION 117,"Scientists at the University of New South Wales in Australia demonstrated in 2012 that Ohm's Law is valid even for very thin wires, whose cross-sectional area is only a few atoms. The table shows the areas and lengths of some of the wires constructed (respectively with the same units of measurement). Consider that the resistivity remains constant for all geometries (an approximation confirmed by the study). enemo021 Image description: The table contains data on the area, length and electrical resistance of four wires. Wire 1: Area: 9; Length: 312; Electrical resistance: R1. Wire 2: Area: 4; Length: 47; Electrical resistance: R2. Wire 3: Area: 2; Length: 54; Electrical resistance: R3. Wire 4: Area: 1; Length: 106; Electrical resistance: R4. The electrical resistances of the wires, in ascending order, are",R4 less than R1 less than R3 less than R2.,R2 smaller than R1 smaller than R3 smaller than R4., R1 smaller than R2 smaller than R3 smaller than R4., R2 less than R3 less than R1 less than R4.,R4 less than R3 less than R2 less than R1.,2021,117,CN,D,english,"['D', 'B', 'A', 'C', 'E']"
QUESTION 118,"Autotrophic and heterotrophic organisms carry out complementary processes that link the carbon and oxygen cycles. The carbon fixed by light energy or from inorganic compounds is eventually degraded by the organisms, resulting in carbon sources such as methane or carbon dioxide. Other organic compounds are catabolized by the organisms, with less energy yield, producing secondary compounds (by-products) that can function as environmental fuels. enemo021 The metabolic process associated with the term environmental fuels is 3", photosynthesis.,fermentation.,chemosynthesis.,aerobic respiration., oxidative phosphorylation.  ,2021,118,CN,B,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 119,"A technician analyzed a batch of painkillers that was supposedly out of specification. The intended composition was 100 milligrams of acetylsalicylic acid per tablet (active ingredient, the structure of which is shown in the figure), plus starch and cellulose (inert components). The technician carried out the following tests: enem2021 1) obtaining the mass of the tablet; 2) measuring the density of the tablet; 3) checking the pH with indicator paper; 4) determining the melting temperature of the tablet; 5) titration with an aqueous NaOH solution. After carrying out the tests, the batch of the drug was rejected because the amount of acetylsalicylic acid per tablet was only 40 percent of what was expected. Image description: Chemical structure of acetylsalicylic acid: Aromatic ring with groups attached to carbons 1 and 2. On carbon 1: C with double bond to O and single bond to OH. On carbon 2: O with a single bond to C, which in turn is linked to another O via a double bond and to CH via a single bond. The test that allowed the batch of painkillers to fail was the one with the number",4,2,5,1,3,2021,119,CN,C,english,"['D', 'B', 'E', 'A', 'C']"
QUESTION 120,"The collapse of the mining tailings dam in the municipality of Mariana in Minas Gerais and the spillage of toxic products into the waters of the Doce River in 2015 still have consequences for the organisms that inhabit the Abrolhos National Marine Park, located more than 1,000 kilometers away. This environmental disaster affected phytoplankton, sponges, macroscopic algae, herbivorous fish and dolphins. Higher concentrations of the aforementioned compounds are found in",dolphins.,macroscopic algae.,sponges.,herbivorous fish., phytoplankton.,2021,120,CN,A,english,"['B', 'E', 'A', 'D', 'C']"
QUESTION 121,"Two charged spheres with charges equal in modulus and opposite in sign are connected by a rigid insulating rod in the shape of a dumbbell. The system is moving under the action of gravity in a region with a uniform horizontal magnetic field B vector, from left to right. The image shows the system from top to bottom, in the same direction as the acceleration of gravity g vector acting on the region. Image description: Uniform magnetic field B in the plane of the page, in the horizontal direction and from left to right. The dumbbell is arranged in a horizontal direction, aligned with the magnetic field B. The ball on the left is positively charged and the ball on the right is negatively charged. The acceleration due to gravity is a vector perpendicular to the plane of the sheet, with its direction entering the page. Seen from above, the schematic diagram of the magnetic forces acting on the system, at the initial moment when the charges enter the magnetic field region, is shown in","The two forces are in the plane of the page, with the direction pointing towards the page header","The force on the positive charge is in the plane of the page,
pointing towards the page header.
The force on the negative charge is in the plane of the page,
pointing towards the bottom of the page.","The two forces are in the plane of the page, along the hysteresis axis, each with a direction pointing towards the opposite charge","The two forces are in the plane of the page, with the direction pointing towards the bottom of the page","The force on the positive charge is in the plane of the page,
pointing towards the bottom of the page. A
force on the negative charge is in the plane of the page,
pointing towards the page header.",2021,121,CN,E,english,"['D', 'E', 'C', 'B', 'A']"
QUESTION 122,"A school has started an educational process to implement selective collection and disposal of recyclable materials. In order to achieve its objectives, the institution planned to: 1) raise awareness among the school community by carrying out ongoing classroom and out-of-class activities; 2) train the staff responsible for cleaning the school in the new procedures adopted with selective collection; and 3) distribute specific recyclable material bins in classrooms, courtyards and other areas for packaging waste. To complete the proposed action in the school environment, what needs to be included in the planning?",Place recyclable waste collection containers outside the school for voluntary delivery by the population.,"Publicize on local radio, in the printed newspaper and on social media that the school is carrying out selective collection.",Establish a partnership with the town hall or a waste pickers' cooperative to collect recyclable materials and dispose of them properly.,Organize visits to the local dump or landfill to identify important aspects of final waste disposal.,Carry out educational awareness campaigns in neighboring districts to strengthen selective collection.,2021,122,CN,C,english,"['E', 'D', 'B', 'C', 'A']"
QUESTION 123,"Buffalo are animals that are considered rustic by breeders and are therefore left in the field without reproductive control. Because of this type of breeding, inbreeding is favored, leading to the appearance of diseases such as albinism, heart defects, among others. Separating the animals properly would minimize the occurrence of these problems. enemo021 What prior biotechnological procedure is recommended in this situation?",Therapeutic cloning.,Transgenia.,DNA vaccine.,Genetic mapping.,Gene therapy.    ,2021,123,CN,D,english,"['D', 'A', 'C', 'E', 'B']"
QUESTION 124,"The copper cycle is a teaching experiment in which copper metal is used as the starting reagent. After a sequence of reactions (1, 2, 3, 4 and 5), copper returns to its initial state at the end of the cycle. enemoZ1 Image description: Copper cycle with steps numbered 1 to 5. Step 1 - Copper reacts with HNO, forming Cu (NO,) 2. Step 2 - Cu (NO,) 2 reacts with NaOH, forming Cu (OH) 2. Step 3 - Cu (OH) 2 is heated, forming CuoO. Step 4 - CuO reacts with H SO, to form CuSO. Step 5 - CuSO reacts with Zn and HCl to form copper. The copper reduction reaction occurs in step",3,1,2,5,4,2021,124,CN,D,english,"['C', 'A', 'B', 'E', 'D']"
QUESTION 125,"One of the most traditional clinical tests to measure the reflex capacity of individuals is the patellar reflex test. This test consists of stimulating the patella, a small bone located at the front of the knee joint, with a small hammer. The reflex response to the stimulus is characterized by the lifting of the leg to which the stimulus was applied. enem2021 Which specific region of the nervous system coordinates this response?",Bridge.,Hypothalamus.,Cerebelo.,Medulla.,Neurohypophysis.,2021,125,CN,D,english,"['A', 'D', 'C', 'B', 'E']"
QUESTION 126,"When setting up a kitchen for a restaurant, choosing the right material for the pans is important, because a pan that conducts more heat is able to cook the food more quickly, thus saving gas. The rate of heat conduction depends on the conductivity k of the material, its area A, the temperature difference delta capital T and the thickness d of the material, and is given by the ratio fraction of numerator delta capital Q and denominator delta small t is equal to k times A times fraction of numerator delta capital T and denominator d. In pans with two materials, the conduction rate is given by the fraction of uppercase delta Q numerator and lowercase delta t denominator equal to A times the fraction of uppercase delta T numerator and denominator (fraction of numerator df and denominator k1 added to the fraction of numerator d2 and denominator k2) where d1 and d2 are the thicknesses of the two materials, and k1 and k2 are the conductivities of each material. The most common cookware materials on the market are aluminum (k = 20 watts per meter per Kelvin), iron (k = 8 watts per meter per Kelvin) and steel (k = 5 watts per meter per Kelvin) combined with copper (k = 40 watts per meter per Kelvin). Compare an iron pan, an aluminum pan and a pan made of half copper and half steel, all with the same total thickness and the same bottom area. The ascending order from the most economical to the least economical is","iron, aluminum and copper-steel.","copper-steel, iron and aluminum.","aluminum, copper-steel and iron.","copper-steel, aluminum and iron."," aluminum, iron and copper-steel.",2021,126,CN,C,english,"['E', 'C', 'B', 'A', 'D']"
QUESTION 127,"The induction stove consists of a system of coils that induce an electric current in the pans. As the electric current passes through the pan, it transfers heat, which is responsible for cooking the food. In the figure, coil 1, connected to the AC mains, represents the stove, and coil 2, connected to the ammeter, represents the pan. It is common to find induction stoves with a power of 6.6 kilowatts at 220 volts, with an efficiency of 90 percent in converting electrical energy into heat. enem2021 Image description: Illustration of an electrical network connected to coil 1. On the right, with the axes parallel to coil 1, is coil 2, connected to the ammeter. The areas of coils 1 and 2 are equal.  During operation of the induction stove, the electric current in coil 1 will induce an electric current in coil 2 closer to",37 amps,27 amps,30 amps,3 amps,33 amps,2021,127,CN,B,english,"['E', 'B', 'C', 'A', 'D']"
QUESTION 128,"Vascular plants are made up of three basic parts: root, stem and leaves. The structure of these parts can vary between species, according to specific adaptations to different ways of life. Avicennia schaueriana is a species of angiosperm characterized by having pneumatophores, a smooth stem and leaves with glands that expel salt. The plant described is adapted to the biome", Mangrove.,Araucaria Forest., Amazon rainforest.,Caatinga.,Closed.,2021,128,CN,A,english,"['C', 'A', 'B', 'D', 'E']"
QUESTION 129,"Organochlorine pesticides were widely used in agriculture, but due to their high toxicity and persistence in the environment, they were banned. Consider the application of 500 grams of an organochlorine pesticide to a crop and that, under certain conditions, the half-life of the pesticide in the soil is 5 years. The mass of the pesticide over 35 years will be closer to", 31.2 grams.,3.9 grams.,125.0 grams., 250.0 grams.,62.5 grams.,2021,129,CN,B,english,"['B', 'A', 'D', 'E', 'C']"
QUESTION 130,"The sequence of messenger RNA nucleotides present in a fungal gene, made up of seven codons, is written below. Image description: Chart showing the sequence of letters representing the 7 codons: 1-AUG, 2-UUU, 3-GUU, 4-CAA, 5-UGU, 6- AGU, 7-UAG. Researchers subjected the sequence to independent mutations. It is known that the UAG and UAA codons are terminal, i.e. they indicate the cessation of translation. Which mutation will produce the smallest protein?",G deletion in codon 3.,Deletion of the first two nucleotides in codon 5., Substitution of A for G in codon 7.,Substitution of G for C in codon 6., Substitution of C for U in codon 4.,2021,130,CN,E,english,"['A', 'E', 'D', 'C', 'B']"
QUESTION 131,"The simple act of not throwing used cooking oil straight into the garbage can or down the drain can help reduce environmental pollution. But what do you do with vegetable oil that will no longer be used? There is no ideal disposal model, but a simple alternative has been to reuse it to make soap. In addition to the oil itself, this requires water and caustic soda. enem202i Based on the text, the chemical reaction that allows vegetable oil to be reused is called", saponification., esterification.,replacement.,epoxidation., reduction.,2021,131,CN,A,english,"['E', 'D', 'C', 'B', 'A']"
QUESTION 132,"During human embryonic development, there is a communication between the right and left atria through the foramen ovale (or foramen of Botal). This communication does not cause any damage to the circulation of the developing baby, except if it persists after birth. Damage during the embryonic period is avoided because the fetal circulation resembles that of the","birds, because the small circulation and the large circulation are present.","amphibians, because differential pressures temporally isolate venous blood from arterial blood.","fish, because the circulation is simple, with a single passage through the heart.","crocodilians, because the separation of the ventricles prevents blood mixing.","reptiles, because the mixing of blood is minimized by a slow metabolism.",2021,132,CN,C,english,"['A', 'E', 'D', 'C', 'B']"
