question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTION 106,"The growing fleet of vehicles in circulation around the world has led to the search for and development of technologies to minimize emissions of atmospheric pollutants. The use of electric vehicles is one of the most popular proposals because they are zero emission. We can compare carbon emissions in the form of CO2 (molar mass equal to 44 grams per mole, close parenthesis) for the two types of car (combustion and electric). Consider that traditional combustion vehicles powered by ethanol (molar mass equal to 46 grams per mole) emit an average of 2.6 mol of CO2 per kilometer driven, and electric cars emit the equivalent of 0.45 mol of CO2 per kilometer driven (taking into account emissions from the generation and transmission of electricity). The ethanol combustion reaction can be represented by the following chemical equation: Description of the chemical equation: The reactants C2H5OH (liquid) plus 3 O2 (gas) form the products 2 CO2 (gas) plus 3 H2O (gas). The CO 2 emissions involved in two vehicles, one powered by ethanol and the other by electricity, on the same 1,000-kilometre journey were analyzed. The equivalent amount of ethanol saved, in kilograms, by using the electric vehicle on this journey is closest to:",50.,60.,95.,99.,120.,2020,106,CN,A,english
QUESTION 107,"Middle East Respiratory Syndrome (MERS) has worried the world, especially because of its similarities to Severe Acute Respiratory Syndrome (SARS) and its lethality. Those affected may experience fever, cough, difficulty breathing, nausea and diarrhea. Caused by a coronavirus, the disease spreads easily through contact with infected individuals. What form of prevention can help control the spread of this epidemic?",Avoid the cold.,Use antipyretics.,Have healthy lifestyle habits.,Improving basic sanitation.,Wear face masks.,2020,107,CN,E,english
QUESTION 108,"Although nuclear energy can be used for peaceful purposes, recent geopolitical conflicts have raised concerns in various parts of the world and stimulated discussions aimed at combating the use of weapons of mass destruction. In addition to the destructive potential of the atomic bomb, a major concern associated with the use of this warlike artifact is the radioactive dust left behind after the bomb is detonated. What is the process involved in detonating this bomb?","Nuclear fission of uranium, caused by neutrons.","Nuclear fusion of hydrogen, caused by protons.","Nuclear disintegration of plutonium, caused by electrons.",Lead chain association caused by positrons.,"Radioactive decay of carbon, caused by beta particles.",2020,108,CN,A,english
QUESTION 109,"Pioneer plants are those that start the natural process of healing an area devoid of vegetation. In general, they are small, grow very quickly, thrive in full sun and are undemanding in terms of soil conditions. They produce a large number of seeds and have a short life cycle. These plants are important in an environmental restoration project because they promote the soil,",increased incidence of sunlight.,reduced water absorption.,humidity stabilization.,temperature rise.,release of oxygen.,2020,109,CN,C,english
QUESTION 110,"Even for aquarium fish, such as rainbowfish, a water temperature outside the ideal range (26 degrees Celsius to 28 degrees Celsius) and its sudden variation can affect the animal's health. In order to keep the water temperature inside the aquarium at the desired average, heating devices with thermostats are used. For example, for a 50-liter aquarium, you could use a 50-watt heating system optimized for its cooling rate. This rate can be considered practically constant, since the temperature outside the aquarium is maintained by the greenhouses. For water, the specific heat is 4.0 kilojoules per kilogram per Kelvin and the density is 1 kilogram per liter. If the heating system is switched off for 1 hour, what is the closest value to the reduction in the temperature of the water in the aquarium?","4,0 grams Celsius",3.6 degrees Celsius,0.9 grau Celsius,0.6 degree Celsius,"0,3 grey Celsius",2020,110,CN,C,english
QUESTION 111,"A 21-year-old woman has no children and a regular menstrual cycle. Her first period this year started on January 1st. She had only one sexual intercourse that month (on January 4) and no contraceptive method was used. As she hadn't menstruated again by January 29, she decided to take a pregnancy test, as she and her partner had no infertility problems. The result was negative and the following day (January 30) she menstruated normally. According to a regular menstrual cycle, the woman did not become pregnant because ovocitation (open quotation marks, o vulation, close quotation marks) occurred around",1 to 2 days after intercourse.,9 to 11 days after sexual intercourse.,24 to 25 days after sexual intercourse.,6 to 7 days before sexual intercourse.,2 to 3 days before sexual intercourse.,2020,111,CN,B,english
QUESTION 112,"Stool parasitology is used to detect parasite eggs. One of the methods used, called centrifugation-flotation, considers the density of the eggs in relation to a solution with a density of 1.15 grams per milliliter. Thus, eggs floating on the surface of this solution are detected. The egg density data for some parasites is shown in the table. Description of the table: The table shows two columns, one with the names of the parasites and the other with the densities of their eggs, as follows: Ancylostoma : 1.06 grams per milliliter. Ascaris lumbricoides : 1.11 grams per milliliter. Ascaris suum : 1.13 grams per milliliter. Schistosoma mansoni : 1.18 grams per milliliter. Taenia saginata : 1.30 grams per milliliter. Considering the density of the eggs and the solution, which parasite eggs can be detected using this method?","A. lumbricoides, A. suum and S. mansoni.","S. mansoni, T. saginata and Ancylostoma .","Ancylostoma, A. lumbricoides and A. suum.","T. saginata, S. mansoni, and A. lumbricoides.","A. lumbricoides, A. suum and T. saginata.",2020,112,CN,C,english
QUESTION 113,"In his laboratory, a chemistry technician was tasked with treating a waste product, avoiding its direct disposal into the environment. When he found the bottle, he noticed the following information: open quotation marks, Waste: mixture of ethyl acetate and water , close quotation marks. Consider the data on ethyl acetate: - Low solubility in water; - Specific mass equal to 0.9 grams per cubic centimeter; - Melting temperature equal to minus 83 degrees Celsius; - Higher vapor pressure than water. In order to treat the residue and recover the ethyl acetate, the technician must",evaporate the ethyl acetate without changing the water content.,filter the mixture using a common funnel and filter paper.,carry out a simple distillation to separate the water from the ethyl acetate.,centrifuge the mixture to remove the ethyl acetate.,decant the mixture by separating the two components in a suitable funnel.,2020,113,CN,E,english
QUESTION 114,"In 2011, a fault in the drilling process carried out by an oil company caused an oil spill in the Campos basin in Rio de Janeiro. The impacts of this spill occur because the components of the oil","react with seawater and undergo degradation, generating highly toxic compounds.","acidify the environment, causing the calcareous shells of molluscs to wear away and corals to die.","dissolve in the water, causing marine creatures to die from ingesting the contaminated water.","have a hydrophobic character and low density, preventing gas exchange between the aquatic environment and the atmosphere.","have a small chain and high volatility, contaminating the local and regional atmosphere due to winds on the seashores.",2020,114,CN,D,english
QUESTION 115,"During a collection in Mato Grosso's Pantanal, some species of grasses were observed, plants that normally have creeping stems on the ground, wrapping themselves around other plants, giving the appearance of being climbing plants. Taking into account the environmental characteristics of the Pantanal, the morphological adaptation of these grasses was a strategy that made it possible to",capture more light.,capture more oxygen.,capture more nutrients.,escape from excess water.,escape predation by herbivores.,2020,115,CN,D,english
QUESTION 116,"Habitat fragmentation is characterized by the formation of islands of the original landscape, surrounded by transformed areas. This type of interference in the environment threatens biodiversity. Imagine that a population of jaguars was isolated in a small forest. They would become extinct even if they hadn't been killed. Various components of the habitat island, such as its size, heterogeneity, surroundings, connectivity and edge effect, determine whether or not the original species will persist. One measure that helps to conserve biodiversity on the islands mentioned in the text is to",formation of microhabitats.,magnification of the edge effect.,building ecological corridors.,promoting ecological succession.,introduction of new animal and plant species.,2020,116,CN,C,english
QUESTION 117,"Sucrase (or invertase) is an enzyme that acts in the human intestine by hydrolyzing the disaccharide sucrose into the monosaccharides glucose and fructose. In a kinetic study of the hydrolysis reaction of sucrose (C12H22O11), 171 grams of sucrose were dissolved in 500 milliliters of water. It was observed that every 100 minutes of reaction, the concentration of sucrose was reduced by half, regardless of the time chosen as the starting time. The molar masses of the elements H, C and O are equal to 1, 12 and 16 grams per mole, respectively. What is the concentration of sucrose, in mol per liter, 400 minutes after the start of the hydrolysis reaction?",2.50 times 10 to the power of minus 3.,6.25 times 10 to the power of minus 2.,1.25 times 10 to the minus 1.,2.50 times 10 to the minus 1.,4.27 times 10 to the minus 1.,2020,117,CN,B,english
QUESTION 118,"Large reservoirs of better quality light oil, which produces finer oil, have been discovered off the Brazilian coast in a layer called the pre-salt, formed 150 million years ago. The use of this energy resource causes an imbalance in the oil cycle.","nitrogen, due to environmental nitrification transforming ammonia into nitrite.","nitrogen, due to the increase in nitrogen compounds in the terrestrial environment.","carbon, due to the increase in dissolved carbonates in the marine environment.","carbon, due to the release of carbon chains trapped beneath the sediments.","phosphorus, due to the release of phosphates accumulated in the marine environment.",2020,118,CN,D,english
QUESTION 119,"In an electricity generating plant, whether through a waterfall or steam under pressure, the generator blades are set to rotate. The relative movement of a magnet in relation to a set of coils produces a variable magnetic flux through them, generating a potential difference at their terminals. While one of the generators was running, the plant operator noticed that there was an unexpected increase in the electrical potential difference at the coil terminals. In this situation, the increase in the modulus of the potential difference obtained at the terminals of the coils is the result of an increase in(a)","time interval in which the coils are immersed in the external magnetic field, by means of a decrease in speed on the generator's axis of rotation.","magnetic flux through the coils, through an increase in their internal area exposed to the applied magnetic field.","intensity of the magnetic field in which the coils are immersed, by applying more intense magnetic fields.","speed with which the magnetic flux varies through the coils, through an increase in their angular velocity.","internal resistance of the conductor that makes up the coils, by increasing the thickness of the terminals.",2020,119,CN,D,english
QUESTION 120,"Vegetable oils are generally obtained through the stages described in the table. Description of the table:  Table showing the stages and sub-stages of the process of obtaining vegetable oils and the respective descriptions of what happens in each sub-stage. The Raw material preparation stage involves four sub-stages. The Grain Selection sub-stage separates the coarsest dirt. The Hulling sub-stage separates the pulp from the husk. In the Crushing sub-stage, tissues and cell walls are broken down. The Cooking sub-stage increases the permeability of the cell membranes. The Crude Oil Extraction stage involves three sub-steps. In the Pressing sub-stage, the oil is partially removed. In the Extraction sub-stage, the crude oil is obtained with hexane. The Distillation sub-stage separates the oil from the solvent. Which of the sub-steps in the process is carried out depending only on the polarity of the substances?",Grinding.,Cooking.,Pressing.,Extraction.,Distillation.,2020,120,CN,D,english
QUESTION 121,"Carbon dioxide passes into a solid state (dry ice) at minus 78 degrees Celsius and returns to a gaseous state at room temperature. The gas is easily solubilized in water, is able to absorb infrared radiation from the Earth's surface and does not conduct electricity. It is used as a raw material for photosynthesis up to the saturation limit. After being fixed by autotrophic organisms, the gas returns to the environment through aerobic respiration, fermentation, decomposition or through industrial waste, the burning of fossil fuels and fires. Despite its ecological importance, its excess causes disturbances in the environmental balance. Considering the properties described, an atmospheric increase in the substance will affect aquatic organisms due to",reducing the hydrogen potential of water.,restriction of aerobiosis due to excess pollutants.,decreased oxygen emission by autotrophs.,limiting the transfer of energy between living beings.,shrinkage of the oceans due to the freezing of gas at the poles.,2020,121,CN,A,english
QUESTION 122,"Environmental protection groups are able to rescue many water birds that have fallen victim to oil spills. These birds are washed with water and neutral detergent to completely remove the oil from their bodies and are then warmed up, medicated, detoxified and fed. Even after this care, their return to the environment cannot be immediate, as they need to regain their ability to float. In order to float, these birds need",restore muscle tone.,restore body mass.,replace damaged feathers.,restoring homeothermic capacity.,reapply the waterproofing wax to the feathers.,2020,122,CN,E,english
QUESTION 123,"A student has a DC voltage source that operates at a fixed voltage of 12 volts. As he needs to power equipment that operates at lower voltages, he uses four 100 ohm resistors to build a voltage divider. This divider is obtained by connecting the resistors as shown in the figure. The devices can be connected between points A, B, C, D and E, depending on the specified voltage. Description of the figure: Electrical circuit with a direct current source of voltage equal to 12 volts in a single loop with four resistors in series, each with a resistance equal to 100 ohms. The positive pole of the source is connected to point A. Between points A and B is the first resistor. Between points B and C is the second resistor. Between points C and D is the third resistor. Between points D and E is the fourth resistor. Point E is connected to the negative pole of the power supply. He has a device that operates at 9.0 volts with an internal resistance of 10 kilo-ohms. Between which points on the voltage divider must this device be connected in order for it to work properly and what will be the current strength in it?",Between A and C; 30 miliamperes .,Between B and E; 30 miliamperes.,Between A and D; 1.2 miliampere .,Between B and E; 0.9 milliampere,Between A and E; 0.9 milliampere .,2020,123,CN,D,english
QUESTION 124,"Researchers in the United States have developed a new technique that uses rays of infrared light to destroy tumors. First, the patient receives an injection with modified versions of antibodies that have the ability to, quote, stick, unquote, only to cancer cells. On their own, they do nothing against the tumor. However, these antibodies are linked to a molecule, called IR700, which will work like a microbomb that will destroy the cancer. The patient then receives infrared rays. These rays penetrate the body and reach the IR700 molecule, which is activated and releases a substance that attacks the cancer cell. Based on the stages of development, the appropriate name for the technique described is:",Radiation therapy.,Cromotherapy.,Chemotherapy.,Photoimunotherapy.,Magnetic therapy.,2020,124,CN,D,english
QUESTION 125,"Spiders, scorpions, ticks and mites are representatives of the class Arachnids. These animals are mostly terrestrial and occupy the most varied habitats, such as high mountains, swamps, deserts and sandy soils. They may have been the first representatives of the phylum Arthropoda to inhabit dry land. The characteristic that justifies the adaptive success of this group in occupying the terrestrial environment is the presence of",chelicerae and pedipalps that coordinate body movement.,excretion of uric acid which provides stability to the body's pH.,an exoskeleton made of chitin that helps control body water.,open blood circulation that prevents dehydration of body tissues.,ganglionic nervous system that promotes the central coordination of body movement.,2020,125,CN,C,english
QUESTION 126,"You have been hired to synchronize the four successive traffic lights on an avenue, indicated by the letters O, A, B and C respectively. The successive traffic lights are 500 meters apart. According to statistical data from the traffic control company, a vehicle, which is initially stopped at traffic light O, typically sets off at a constant acceleration of 1 meter per second squared until it reaches a speed of 72 kilometers per hour and then continues at a constant speed. You should adjust traffic lights A, B and C so that they change to green when the vehicle is 100 meters from crossing them, so that it doesn't have to reduce speed at any time. Given these conditions, approximately how long after traffic light O opens should traffic lights A, B and C open respectively?","20 seconds, 45 seconds and 70 seconds.","25 seconds, 50 seconds and 75 seconds.","28 seconds, 42 seconds and 53 seconds.","30 seconds, 55 seconds and 80 seconds.","35 seconds, 60 seconds and 85 seconds.",2020,126,CN,D,english
QUESTION 127,"Nowadays, the widespread use of plastic objects generates a lot of waste, which is often disposed of by burning. This procedure is harmful to the environment because it releases polluting substances. To find out about this problem, a student analyzed the thermal decomposition of polyvinyl chloride (PVC), a type of plastic whose structure is shown in the figure. To carry out this experiment, the student placed a sample of PVC film in a test tube and heated it, promoting thermal decomposition. A majority of a heteronuclear diatomic gas was released, which was collected in a container attached to the test tube. This gas, when bubbled in a dilute alkaline solution containing an acid-base indicator, changed the color of the solution. In addition, when it came into contact with an aqueous solution of sodium carbonate (Na2CO3), it released carbon dioxide gas. Description of the chemical structure of polyvinyl chloride: the repeating unit of polyvinyl chloride (PVC) contains a carbon atom linked to two hydrogen atoms and another carbon atom, which in turn is linked to a hydrogen atom and a chlorine atom. This repeating unit occurs n times. Which gas was mostly released in the thermal decomposition of this type of plastic?",H2,Cl2,CO,CO2,HCl,2020,127,CN,E,english
QUESTION 128,"A population (moment A) is isolated into two subpopulations (moment B) by an isolation factor I. After a while, these subpopulations show phenotypic and genotypic characteristics that distinguish them (moment C), represented in the figure by the shades of color. The subsequent disappearance of isolating factor I can lead, at moment D, to situations D1 and D2. D1: The populations that were separated at the previous moment are now represented together, and in different colors, one portion white and the other grey. D2: The populations that were separated at the previous moment are now represented together and both have an intermediate gray tone.  The representation indicates that, at moment D, in the situation",D1 is a new geographic isolation factor.,D1 has a single population distributed along a gradient.,D1 there are two populations separated by reproductive isolation.,"In D2, two populations with different phenotypic characteristics coexist.","D2 preserved the same phenotypic characteristics as the original population A. Figure description : The figure shows the characteristics of two subpopulations on a timeline. At moment C, when the characteristics are different, one subpopulation is represented by white and the other by gray. After the disappearance of isolation factor I, there are two situations at moment D:",2020,128,CN,C,english
QUESTION 129,"In the pharmaceutical industry, the use of coating substances in oral medicines is very common, as they bring a series of benefits such as altering the taste of medicines that have a bad taste, improving the assimilation of the compound, among other actions. Some polymeric compounds based on the polysaccharide cellulose are used to ensure that the drug is only released when in contact with aqueous solutions whose pH is close to neutral. What is the purpose of using this cellulose-based coating?",Decrease the absorption of the active ingredient in the intestine.,Prevent the drug from being solubilized in the intestine.,Ensure that the drug is not affected by gastric secretions.,Allow the active ingredient to be released by the action of salivary amylases.,Facilitate the release of the drug by the action of bile salts on the coating.,2020,129,CN,C,english
QUESTION 130,"Pressure cookers reduce the time it takes to cook food by raising the boiling temperature of the water. Knowledgeable users of the appliance usually turn down the heat on pressure cookers after the vapors have started to escape. By lowering the heat, the flame is reduced, as this prevents",increased internal pressure and the risk of explosion.,expansion of the pan and disconnection from the lid.,loss of the food's nutritional quality.,deformation of the sealing rubber.,unnecessary gas consumption.,2020,130,CN,E,english
QUESTION 131,"Nanotechnology can be characterized when the compounds are in the order of millionths of a millimetre, as in the use of catalytic nanomaterials in industrial processes. The use of these materials increases production efficiency, consumes less energy and generates smaller amounts of waste. The success of this technological application is often related to increasing the speed of the chemical reaction involved. The success of the application of this technology is due to the realization of chemical reactions that occur under conditions of",high pressure.,high temperature.,excess reagents.,larger contact surface.,high activation energy.,2020,131,CN,D,english
QUESTION 132,"Traditional headphones transmit music directly to our ears. Models with noise-canceling technology, on the other hand, not only transmit music, but also reduce all inconsistent noise around us, such as the sound of airplane turbines and vacuum cleaners. Noise Cancelling headphones don't really reduce irregular noises like speeches and babies crying. Even so, suppressing the snoring of airplane turbines helps to reduce noise fatigue, a persistent tiredness caused by exposure to loud noise for hours on end. These devices also allow us to listen to music or watch videos on the train or plane at a much lower and safer volume. The noise reduction technology used in the production of headphones is based on which wave phenomenon?",Absorption.,Interference.,Polarization.,Reflection.,Diffraction.,2020,132,CN,B,english
QUESTION 133,"To ensure that electronic products are stored properly before sale, some companies use humidity indicator cards in the packaging of these products. Some of these cards contain a cobalt salt that changes color in the presence of water, according to the chemical equation: Description of the chemical equation: The reactants CoCl2 (blue solid) plus 6 H2O (gas) form, in chemical equilibrium, the product CoCl2.6H2O (pink solid) with a delta H (enthalpy change) of less than zero. How would you go about reusing a card that was already colored pink in a short period of time?",Chill it in the freezer.,I would spray it with water.,I would wrap it in aluminum foil.,I would heat it with a hairdryer.,I would wrap it in a paper napkin.,2020,133,CN,D,english
QUESTION 134,"Description of the comic strip: Composed of three comics. In the first comic, we see a man's legs and a cat approaching them. In the second comic, the cat is rubbing against the man's legs and makes the following sound: PURRR. In the third comic, we just have the cat with all its body hair bristling, and in the balloon we have its thought: I HATE STATIC ELECTRICITY. Why does the electrification illustrated in the comic strip occur?",Exchange of atoms between the pants and the cat's hair.,Decrease in the number of protons in the cat's hair.,Creation of new electrified particles in the cat's hair.,Electrons moving between the pants and the cat's hair.,Repulsion between electrical particles in the pants and the cat's hair.,2020,134,CN,D,english
QUESTION 135,"The enormous amount of waste generated by society's growing consumption is causing socio-environmental concern, especially with regard to the amount of waste produced. In addition to recycling and reuse, quality of life can be further improved by replacing conventional polymers with biodegradable polymers. These polymers have major socio-environmental advantages over conventional polymers because",are not toxic.,do not need to be recycled.,do not cause environmental pollution when disposed of.,are degraded in a much shorter time than conventional ones.,have mechanical properties similar to conventional ones.,2020,135,CN,D,english
