question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTION 06,"Romans used social networks 2,000 years ago, says book When you tweet or comment under the post of one of your many friends on Facebook, you probably feel privileged to live at a time in history when it is possible to immediately reach a vast network of contacts with a simple click of the ""send"" button. You may also reflect on how past generations were able to live without social media, deprived of the ability to see and be seen, to receive, generate and interact with an immense load of information. But what you may not know is that human beings have been using social interaction tools for over two thousand years. This is what Tom Standage, author of the book Writing on the Wall - Social Media, The first 2 000 Years, claims. According to Standage, Marco Tulio Cicero, a Roman philosopher and politician, was, along with other members of the Roman elite, a forerunner in the use of social networks. The author tells how Cicero used a slave, who later became his scribe, to write messages on papyrus rolls that were sent to a kind of network of contacts. These people, in turn, copied his text, added their own comments and passed it on. ""Today we have computers and broadband, but the Romans had slaves and scribes who transmitted their messages,"" Standage told BBC Brasil. ""Members of the Roman elite wrote to each other constantly, commenting on the latest political developments and expressing opinions."" In addition to papyrus, another platform commonly used by the Romans was a wax tablet the size and shape of a modern tablet, on which they wrote messages, questions or transmitted the main points of the daily minutes, a ""newspaper"" displayed daily in the Forum of Rome. This tablet, the ""iPad of Ancient Rome"", was carried by a messenger to the recipient, who replied underneath the message. The article compares ancient and current communication technologies. With regard to the message genre, the following characteristics have endured throughout the ages",immediacy of responses.,information sharing.,direct interference by others in the original text.,recurrence of its use among members of the elite.,social profile of those involved in the communicative exchange.,2017,6,LC,B,english
QUESTION 07,"The secret cause Machado de Assis Garcia had approached the corpse, raised his handkerchief and gazed for a few moments at the dead features. Then, as if death had spiritualized everything, he bent down and kissed her on the forehead. It was at that moment that Fortunato arrived at the door. He stood stunned; it couldn't be the kiss of friendship, it could be the epilogue of an adulterous book [...]. In the meantime, Garcia leaned over to kiss the corpse again, but then he couldn't do it. The kiss broke into sobs, and his eyes couldn't hold back the tears, which came in torrents, tears of silent love and hopeless despair. Fortunato, at the door where she had stood, calmly savored this explosion of moral pain, which was long, very long, deliciously long. In the fragment, the narrator adopts a point of view that follows Fortunato's perspective. What distinguishes this narrative procedure is the register of the",indignation at the suspicion of his wife's adultery.,shared sadness at the loss of a beloved woman.,astonishment at Garcia's display of affection.,the character's pleasure in the suffering of others.,overcoming jealousy through the emotion resulting from the death.,2017,7,LC,D,english
QUESTION 08,"But as soon as we enter the universe of the web, we discover that it is not only an immense ""territory"" that is expanding rapidly, but that it also offers countless ""maps"", filters, selections to help the navigator find their way around. The best guide to the web is the web itself. Even if you have to have the patience to explore it. Even if you have to risk getting lost, accept ""the loss of time"" to familiarize yourself with this strange land. You may have to give in to its playful aspect for a moment in order to discover the sites that are closest to your professional interests or passions, and which can therefore nourish your personal journey in the best possible way. The novice user often feels disoriented in the ocean of information and possibilities available on the World Wide Web. In this sense, Pierre Lévy highlights the following as one of the main aspects of the Internet",open space for learning.,a large number of search tools.,no maps or explanatory guides.,infinite number of virtual pages.,Difficulty accessing research sites.,2017,8,LC,A,english
QUESTION 09,"TEXT I Terezinha de Jesus From a fall she went to the groundHelped three gentlemen All three with their hats in their hands The first was her father The second, her brotherThe third was the one to whom Tereza gave her hand TEXT II Another interpretation is based on the social conditions of the time. For the nanny and the child to whom the song was sung, the song spoke of marriage as a natural destiny in a woman's life in 19th century Brazilian society, marked by patriarchy. The song prepares the girl for her not only inexorable, but desirable destiny: marriage, establishing a hierarchy of obedience (father, older brother, husband), according to the time and circumstances of her life. Text II's comment on Text I evokes the mobilization of oral language which, in certain contexts,",ensures the existence of thoughts contrary to the prevailing order.,maintains the heterogeneity of the forms of social relations.,retains its religious influence on certain cultures.,preserves cultural and behavioral diversity.,reinforces cultural behaviors and patterns.,2017,9,LC,E,english
QUESTION 10,"Childhood Graciliano Ramos These girls had a habit of saying the opposite of what they wanted. I noticed the oddity when they started praising my monkey-colored jacket. They examined it seriously, found the cloth and the trims to be of superior quality, the shape admirable. I was thrilled: I had never noticed such advantages. But the bragging went on and on, making me suspicious. In the end, I realized that they were mocking me and I didn't get suspicious. Far from it: I found their way of talking funny, different from the rudeness I was used to. They usually told me frankly that my clothes didn't fit my body, they were too tight in my armpits. Through linguistic resources, texts mobilize strategies to introduce and return to ideas, promoting the progression of the theme. In the transcribed fragment, a new aspect of the theme is introduced by the expression","""the singularity"".","""those vantagens"".","""os gabos"".","""Far from it.""","""In general.""",2017,10,LC,D,english
QUESTION 11,"Description of the diagram: In the center of the diagram, the image of a stylized man, identiﬁed as the ""New Social Consumer"". Around it are circles with the characteristics of this consumer: ""Uses new online channels and communication tools"", ""Relies on advice from online friends, acquaintances and strangers"", ""Tends to buy more online than offline"", ""Wants to provide feedback on the product and customer service"", ""Wants a better experience online than offline"", ""Reads and creates reviews, product rankings and blog posts"", ""Wants support in finding like-minded people"". The 21st century consumer, known as the new social consumer, tends to behave differently from the traditional consumer. By associating the characteristics shown in the diagram, it can be inferred that this new consumer is influenced by the",e-commerce culture.,constant search for the lowest price.,disclosure of information by companies.,recurring need for consumption.,attitude common to traditional consumers.,2017,11,LC,A,english
QUESTION 12,"The Tupi language in Brazil 300 years ago, living in the town of São Paulo de Piratininga (dried fish, in Tupi) was almost synonymous with speaking Indian language. Out of every five inhabitants of the town, only two knew Portuguese. That's why, in 1698, the governor of the province, Artur de Sá e Meneses, begged Portugal to only send priests who knew ""the general language of the Indians"", because ""those people can't be explained in any other language"". Derived from the dialect of São Vicente, the Tupi of São Paulo developed and spread in the 17th century, thanks to the geographical isolation of the city and the unchristian activity of the São Paulo Mamelukes: the bandeiras, expeditions into the backlands in search of Indian slaves. Many bandeirantes didn't even speak Portuguese or expressed themselves poorly. Domingos Jorge Velho, the Paulista who destroyed the Quilombo dos Palmares in 1694, was described by the Bishop of Pernambuco as ""a barbarian who doesn't even know how to speak"". In their wanderings, these people named places like Avanhandava (a place where the Indian runs), Pindamonhangaba (a place to make fishhooks) and Itu (a waterfall). And he ended up inventing a new language. ""The bandeirantes' slaves came from over 100 different tribes,"" says historian and anthropologist John Monteiro, from the State University of Campinas. ""This changed São Paulo's Tupi, which, in addition to the influence of Portuguese, also received words from other languages."" The result of the mixture became known as the general language of the south, a kind of simplified Tupi. The text deals with socio-historical aspects of national linguistic formation. With regard to the role of Tupi in the formation of Brazilian Portuguese, it appears that this indigenous language","effectively contributed to the lexicon, with names relating to the characteristic features of the designated places.","originated the Portuguese spoken in São Paulo in the seventeenth century, whose grammatical basis also includes the speech of various indigenous ethnic groups.",developed under the influence of the catechetical work of the Portuguese priests who came from Lisbon.,It was mixed with African languages as a result of the interactions between the Portuguese and blacks during the attacks on the Quilombo dos Palmares.,"expanded in parallel with the Portuguese spoken by the colonizer, and together they gave rise to the language of the São Paulo bandeirantes.",2017,12,LC,A,english
QUESTION 13,"The Farrista When Admiral Cabral set foot in Brazil, the guardian angel of the Indians was wandering in Paris.When he returned from his trip, the Dutchman was already here.The angel breathed happily:""It's all right, these are good people, I'm going to air out again.""The angel crossed the bar, said goodbye to Pernambuco, made a noise, a vuco-vuco, just like the zeppelinBut the angel got winded, he lost his memory... And never came back. Murilo Mendes' work is located in the early phase of Modernism, whose aesthetic proposals are reflected in the poem by a lyrical self that",conﬁgurates an ideal of nationality through regional integration.,"dates back to colonialism, based on an iconoclastic bias.",reflects the manifestations of religious syncretism.,describes the genesis of the formation of the Brazilian people.,promotes innovations in the linguistic repertoire.,2017,13,LC,B,english
QUESTION 14,"PROPAGANDA - An examination of the texts and messages of Propaganda reveals that it presents partial positions, which only reflect the thinking of a minority, as if they were instead expressing the conviction of a population; in essence, it is a question of convincing the listener or reader that, in terms of opinion, they are off the right track, and of inducing them to adhere to the theses presented to them, through a mechanism well known to social psychology, that of conformism induced by group pressures on the isolated individual. According to the text, the argumentative strategies and the use of language in the production of propaganda favor the",society's reflection on the products advertised.,dissemination of the thoughts and preferences of the masses.,imposition of the ideas and positions of specific groups.,the consumer's conscious decision regarding their purchase.,identiﬁcation of the interests of the person responsible for the disclosed product.,2017,14,LC,C,english
QUESTION 15,"Sítio Gerimum This is my place [...] My Gerimum is spelled with a g You may have been surprisedGerimum in abundanceIt was planted here And with the letter g My place was registered. In the verses by a 12-year-old boy, the use of the word ""Gerimum"" spelled with the letter ""g"" is aimed at",valuing informal uses that characterize the national norm.,demonstrate the use of the standard norm in the context of poetic language.,emphasize a recurring process in the transformation of the Portuguese language.,record the ethnic and linguistic diversity present in Brazil.,discursively reaffirm the speaker's strong relationship with his place of origin.,2017,15,LC,E,english
QUESTION 16,"TEXT I Creativity in advertising: theories and reflections Abstract: This article deals with a key issue in advertising: creativity. Although acclaimed by the creative departments of agencies, we must be aware that not every advertisement is, in fact, creative. The aim is to establish an understanding of the issues based on a theoretical review, in which the concepts are dealt with in the light of advertising. To elucidate these issues, a print campaign for the XXXX brand is analyzed. The reflections show that creative advertising is essentially simple and presents a reinterpretation of everyday life. TEXT II Image description: On a poster, the following phrase appears: ""Nobody knows creation better than them. May 13th - Mother's Day"". The two texts presented deal with the theme of creativity. Text I is a scientific summary and Text II is a tribute promoted by an advertising website. How does Text II exemplify the concept of creativity in advertising presented in Text I?",Mentioning the difficult job mothers have in raising their children.,Promoting a simplistic reading of the maternal role in raising children.,"Exploring the polysemy of the term ""creation"".",Using a simple linguistic structure.,Using diversiﬁed graphic resources.,2017,16,LC,C,english
QUESTION 17,"Texts and hypertexts: striking a balance There is a fear on the part of parents and some teachers that children will unlearn when they surf, that they will become addicted, that they will obtain unreliable information, that they will isolate themselves from the real world, as if the computer were an agent of evil, a villain. This fear is reinforced by the media, which often presents the computer as a negative agent in the learning and socialization of users. We know that no one runs the risk of unlearning when browsing, whether in digital environments or in printed materials, but it is necessary to see what is being learned and sometimes interfere in this process in order to optimize or guide learning, showing users other topics, other paths, other possibilities than those they have found on their own or those they usually use. Sometimes it is necessary to negotiate use so that it is not exclusive, since there are other means of communication, other means of information and other leisure alternatives. It's a question of balance, not blame. The author encourages the use of the internet by students, but ponders the need for guidance on its use, because this technology",is full of reliable information that is a unique source for students' learning.,requires parents and teachers to prohibit its abusive use to prevent it from becoming an addiction.,tends to become a negative agent in the learning and socialization of children and young people.,enables greater expansion of world knowledge when learning is targeted.,leads to isolation from the real world and exclusive use of the computer if browsing is excessive.,2017,17,LC,D,english
QUESTION 18,"The world revived Hindemburgo Dobal About this house and the trees that time forgot to take away. About the corral of stone and peace and other sad cows crying at the moon and the night without calves. Over the wide wall of this dam where other green snakes crawled, and the sun set in their still eyes as they harvested their crop of frogs. Under the southern constellations that the night armed and disarmed: the Three Marys, the distant Cross and the Seven Star. Over this world relived in vain, the memory of cousins, of horses, of silence lost forever. In the process of reconstituting the time lived, the lyrical self projects a set of images whose lyricism is based on",inventory of affectively evoked memories.,a reflection of nostalgia in the desire to return to childhood.,feeling of inadequacy with the present.,resentment at the material and human losses.,lapse in the temporal flow of the events brought to the scene.,2017,18,LC,A,english
QUESTION 19,"Social ascension through sport stirs people's imaginations, because in a few years a teenager can become a millionaire if they perform well in sport. Many boys from poor families play with the aim of earning money to provide a good quality of life for their families. This has brought soccer even closer to the poorer sections of society, making it increasingly popular. These youngsters dream of fame and money and see soccer as the only possible path to success. However, they are unaware of the great difficulty that exists at the beginning of this journey in which the minority achieve a professional career. These kids leave school for the illusion of winning at soccer, which the majority succumb to.  The road to professionalism is paved by a long selection process that young people have to go through. If they are not selected, they may have to abandon their career involuntarily for lack of a team to take them in. Some may end up underemployed, on the margins of society, or even addicted to this failure and disillusionment. This happens because, at the height of their schooling and in their youthful development, they are not prepared or properly guided to seek alternatives for broader occupational experiences outside and beyond soccer. In addressing the fact that, in Brazil, many young people place their hopes for the future in soccer, the text criticizes the following",unpreparedness of soccer players to help their families overcome poverty.,a guarantee of social advancement for young people through a career as a footballer.,lack of investment from clubs so that players can work professionally and make a living from soccer.,"reduced investment by professional athletes in their schooling, generating frustration and professional disillusionment in sport.","the subjects' lack of concern for an education parallel to sport, to enable them to work in other sectors of life.",2017,19,LC,E,english
QUESTION 20,"Declaration of love This is a declaration of love: I love the Portuguese language. It's not easy. It's not malleable. [...] The Portuguese language is a real challenge for those who write. Especially for those who write to strip things and people of their first coat of superﬁcialism. Sometimes she reacts to a more complicated thought. Sometimes she's startled by the unpredictability of a sentence. I like to handle it - like I liked to ride a horse and lead it by the reins, sometimes at a gallop. I wanted the Portuguese language to be in my hands as much as possible. And everyone who writes has this desire. Camões and others like him weren't enough to give us an inheritance of a language that was already made. All of us who write are making the tomb of thought into something that gives it life. We have these difficulties. But I haven't talked about the enchantment of dealing with a language that hasn't been explored in depth. What I've inherited isn't enough for me. If I were mute and couldn't write either, and you asked me which language I wanted to speak, I'd say English, which is precise and beautiful. But since I wasn't born mute and could write, it became absolutely clear to me that I really wanted to write in Portuguese. I even wish I hadn't learned other languages: just so that my approach to Portuguese would be virgin and limpid. The passage in which Clarice Lispector declares her love for the Portuguese language, emphasizing its patrimonial character and its capacity for renewal, is:","""The Portuguese language is a real challenge for anyone who writes.""","""One Camões and others like him weren't enough to give us a heritage of a language that was already made.""","""All of us who write are making the tomb of thought into something that gives it life.""","""But I haven't talked about the enchantment of dealing with a language that hasn't been explored in depth.""","""I even wish I hadn't learned other languages: just so that my approach to Portuguese would be virgin and clear.""",2017,20,LC,B,english
QUESTION 21,"TEXT I Description of the print: Untitled print by Oswaldo Goeldi, 1940. In the foreground, two skulls. One of them is sitting on the ground, covered in a thick cloak and wearing a beret. Behind it, there is a flag lying on the ground, made from a piece of wood and a simple cloth that looks like a floor cloth. The other skull is standing next to the seated one and is positioned behind a camera supported by a tripod. Next to it is a bag on which a vulture-like bird rests. In the background are some houses. One of them has a chimney blowing smoke. In the sky, clouds and a circle, which may represent the full moon. TEXT II In his production, Goeldi sought to reflect his personal and political journey, his melancholy and passion about the intense aspects most latent in his work, such as: cities, fish, vultures, skulls, abandonment, loneliness, drama and fear. The engraver Oswaldo Goeldi received strong influences from a European artistic movement of the early 20th century, which presents the characteristics revealed in the traces of the work of","Alfred Kubin, representative of Expressionism. Image description: Work by Alfred Kubin, entitled Dream and Disarray. At the bottom of the picture, a man wearing a hat is reclining with his face turned upwards. Next to him is a lighted candle. At the bottom of the middle section, there is a curtain with scratches on it, and to the right of the image, a composition with the following elements, from bottom to top: a chest of drawers, a vase with a plant and a table on which there is an open book. A woman with her eyes closed has her elbows resting on the book, her hands on her face and her head slightly lowered. Next to her is a drawing of a heart. At the top is a picture of a woman lying face down with her face covered by one of her hands.","Henri Matisse, representative of Fauvism. Image description: Work by Henri Matisse, entitled Ballerina lying down. With well-defined features, the image depicts a young woman lying comfortably and slightly inclined. Her arms are behind her head. Her left arm wraps around her like a pillow and her right hand is below her neck. Both armpits, with hair, are clearly visible. She is dressed in the typical costume of a ballerina: tutu and ballet flats.","Diego Rivera, representative of Muralism. Image description: Work by Diego Rivera, entitled Miner. Image made only with outlines of a man in a hat digging the earth with a pickaxe. The ground is represented by a long line.","Pablo Picasso, representative of Cubism. Image description: Work by Pablo Picasso, entitled Portrait of Igor Stravinsky. The image shows the figure of a thin, tall man, wearing a suit, tie and glasses, sitting on a chair. His legs are crossed and his arms are resting on the arms of the chair. His fingers are also crossed.","René Magritte, representative of Surrealism. Image description: Work by René Magritte, entitled The Lovers. The image shows the torso of a man and a woman kissing. It is not possible to see any details of their faces, as each of them has their heads covered by a cloth.",2017,21,LC,A,english
QUESTION 22,"TEXT I The Ticuna language is the most widely spoken among Brazil's indigenous people. According to researcher Aryon Rodrigues, there are 40,000 Indians who speak the language. Most of them live along the Solimões River, in the Upper Amazon. It is the largest indigenous nation in Brazil and is also found in Peru and Colombia. The Ticunas speak a language considered isolated, which bears no resemblance to any other indigenous language and is complex in its phonology and syntax. Its main characteristic is the use of different pitches in the voice. The intensive use of the language is not threatened by the proximity of cities or even by living with speakers of other languages within the Ticuna area itself: in the villages, these other speakers are a minority and end up submitting to the Ticuna reality, which is perhaps why they do not represent a linguistic threat. TEXT II Richness of the language ""English is destined to be a world language in a broader sense than Latin was in the past and French is in the present,"" said American president John Adams in the 18th century. The prophecy has come true: English is now the lingua franca of globalization. At the opposite end of the world's linguistic economy are the languages of small, declining communities. It is estimated that between 6,000 and 7,000 languages are spoken around the world today. Almost half of them are expected to disappear in the next 100 years. The latest edition of Ethnologue - the most comprehensive study of the world's languages - from 2005 listed 516 languages at risk of extinction. The texts deal with languages from completely different cultures, whose realities are similar due to the following",similarity in expansion mode.,preference for use in the spoken modality.,the way syntactic rules are organized.,predominance over other contact languages.,the fact that they lead to the disappearance of minority languages.,2017,22,LC,D,english
