question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTION 110,"The environmental impact of hydroelectric dams The phenomenon of piracema (rising of the river) is an important mechanism that influences the reproduction of some species of fish, as it induces the process that stimulates the burning of fat and activates complex hormonal mechanisms, preparing them for reproduction. Anthropogenic interventions in aquatic environments, such as the construction of dams, interfere with the reproduction of these animals. This anthropogenic intervention harms the piracema because it reduces the",migration route.,longevity of individuals.,availability of food.,the species' migration period.,number of fish species on the site.,2017,110,CN,A,english
QUESTION 111,"A fuse is a protection device against overcurrent in circuits. When the current passing through this electrical component is greater than its maximum rated current, the fuse blows. This prevents the high current from damaging the devices in the circuit. Suppose that the electrical circuit shown is powered by a voltage source U and that the fuse can withstand a rated current of 500 milliamps. Figure description: - A diamond-shaped electrical circuit with vertices ABCD, fed by a voltage source U . - The positive pole of the voltage U goes to point A, and the negative pole of the voltage U to point C. - There is a 60 ohm resistor between A and B. - Between B and C, there is another 60 ohm resistor connected in parallel with a 30 ohm resistor. - Between C and D, there is a 40 ohm resistor. - Between D and A, there is another 60 ohm resistor connected in parallel with a 120 ohm resistor which is in series with a fuse. What is the maximum voltage U so that the fuse does not blow?",20 volts,40 volts,60 volts,120 volts,185 volts,2017,111,CN,D,english
QUESTION 112,"Sentinels of the sea Grey dolphins ( Sotalia guianensis ), mammals of the dolphin family, are excellent indicators of pollution in the areas where they live, as they spend their entire lives - around 30 years - in the same region. In addition, the species accumulates more contaminants in its body, such as mercury, than other animals in its food chain. Gray porpoises accumulate a higher concentration of these substances because",are herbivorous animals.,are detritivorous animals.,are large animals.,digest food slowly.,are at the top of the food chain.,2017,112,CN,E,english
QUESTION 113,"The Quincke Trombone (elliptical in shape) is an experimental device used to demonstrate the phenomenon of sound wave interference. A source emits sound waves of a certain frequency at the input of the device. These waves split along two paths and meet at the device's output point, where a detector is positioned. One of these two paths can be widened by moving one of the parts of the device, which is movable. When the two paths are the same total length, 30 centimeters each way and 30 centimeters each way, a very intense sound is picked up at the exit. However, if you gradually increase the length of the moving part until it has a total length of 40 centimeters one way and 40 centimeters the other way, the intensity of the sound at the exit is practically zero. Thus, knowing the speed of sound inside the tube (320 meters per second), it is possible to determine the value of the frequency of the sound produced by the source.The value of the frequency, in hertz, of the sound produced by the sound source is",3 200.,1 600.,800.,640.,400.,2017,113,CN,C,english
QUESTION 114,"Acetylsalicylic acid, ASA (molar mass equal to 180 grams per mole), is synthesized from the reaction of salicylic acid (molar mass equal to 138 grams per mole) with acetic anhydride, using sulfuric acid as a catalyst, according to the reaction scheme : Description of the reaction scheme: A molecule of salicylic acid (carbon chain containing a ring linked at carbon 1 to the COOH group by means of a single bond, and linked at carbon 2 to the hydroxyl (OH) group, also by means of a single bond) reacts with a molecule of acetic anhydride (carbon chain with oxygen in the center, linked via a single bond to two C double O groups, single bonded to CH 3) in the presence of sulphuric acid and produces a molecule of acetylsalicylic acid (carbon chain containing a ring linked at carbon 1 to the COOH group via a single bond, and linked at carbon 2 to the O group, single bonded to C double O, and single bonded to CH 3 also via a single bond) and a molecule of acetic acid (CH 3 single bonded to the COOH group). After synthesis, AAS is purified and the final yield is approximately 50 percent. Due to its pharmacological properties (antipyretic, analgesic, anti-inflammatory and antithrombotic), AAS is used as a medicine in the form of tablets, in which a mass of 500 milligrams of this substance is typically used. A pharmaceutical company wants to manufacture a batch of 900,000 tablets, according to the specifications in the text. What mass of salicylic acid, in kilograms, should be used for this purpose?",293,345,414,690,828,2017,114,CN,D,english
QUESTION 115,"The Atlantic Forest is characterized by a great diversity of epiphytes, such as bromeliads. These plants are adapted to this ecosystem and are able to capture light, water and nutrients even though they live on trees.",neighboring plants.,soil through its long roots.,rain accumulated between its leaves.,raw sap of the host plants.,community that lives within it.,2017,115,CN,C,english
QUESTION 116,"Iron is found in nature in the form of its ores, such as hematite (alpha-Fe2O3), magnetite (Fe3O4 ) and wustite (FeO). In the steel industry, pig iron is obtained by melting iron ores in blast furnaces under suitable conditions. One of the steps in this process is the formation of carbon monoxide. CO (gas) is used to reduce FeO (solid), as shown in the chemical equation: Description of the chemical equation: The reactants FeO (solid) + CO (gas) form the products Fe (solid) + CO2 (gas). Consider the following thermochemical equations: Description of the three thermochemical equations: First equation: - The reactants Fe 2O3 (solid) + 3 CO (gaseous) form the products 2 Fe (solid) + 3 CO2 (gaseous). - Enthalpy change equal to -25 kilojoules per mole of Fe2O3. Second equation: - The reactants 3 FeO (solid) + CO2 (gaseous) form the products Fe3O4 (solid) + CO (gaseous). - The enthalpy change is -36 kilojoules per mole of CO 2. Third equation: - The reactants 2 Fe3O4 (solid) + CO2 (gaseous) form the products 3 Fe2O3 (solid) + CO (gaseous). - Enthalpy change equal to +47 kilojoules per mole of CO 2. The nearest value of the enthalpy change, in kilojoules per mole of FeO, for the indicated reaction of FeO (solid) with CO (gas) is",- 14.,- 17.,- 50.,- 64.,- 100.,2017,116,CN,B,english
QUESTION 117,"Japan researches effects of radiation on fauna and flora in Fukushima Japan has begun an investigation into animals and plants to establish the effects of radiation from the Fukushima nuclear power plant in the regions most affected by the atomic accident. The analysis will record the levels of radioactive caesium in various parts of the Japanese prefecture. This type of radiation causes abnormal chemical reactions in organic tissues, as it removes electrons from molecules through a process of",reduction.,electrolysis.,ionization.,nuclear fusion.,nuclear emission.,2017,117,CN,C,english
QUESTION 118,"Duchenne muscular dystrophy (DMD) is a disease caused by a mutation in a gene located on the X chromosome. Researchers studied a family in which monozygotic twins carried a recessive mutant allele for this gene (heterozygous). Interestingly, one of the twins had the phenotype related to the mutant allele, i.e. DMD, while her sister had a normal phenotype.",incomplete dominance of the mutant allele over the normal allele.,failure to separate the X chromosomes when the two embryos separate.,chromosomal recombination in an embryonic cell division prior to the separation of the two embryos.,random inactivation of one of the X chromosomes after the division that results in the two embryos.,paternal origin of the chromosome carrying the mutant allele in one of the twins and maternal origin in the other.,2017,118,CN,D,english
QUESTION 119,"In order to comply with current environmental standards, construction companies need to consider the use of materials to minimize the impacts caused on site. Among these materials is the so-called concregram or pisogram, which is a type of cladding made up of concrete pieces with hollowed-out areas filled with grassy soil. The pictures show these two forms of concrete flooring. Image description: The image shows traditional concrete floors and concregram floors. The traditional concrete floor is represented by a rectangle of solid concrete, while the concreted floor is represented by a rectangle of concrete with four smaller rectangles filled with grassy soil. The purpose of using this type of floor on a construction site is to prevent the",waterproofing.,decrease in temperature.,accumulation of organic matter.,change in pH.,salinization.,2017,119,CN,A,english
QUESTÃO 120,"Acids and bases in organic chemistry Various natural products can be obtained from plants by extraction. Lapachol belongs to the class of naphthoquinones. Its structure has an enolic hydroxyl (p K a = 6.0) which allows this compound to be isolated from ipês sawdust by extraction with a suitable solution, followed by simple filtration. Consider that p K a equals minus log of K a, where K a is the acid constant of the ionization reaction of lapachol. Description of the chemical structure of lapachol: The structure represents a cycle with 6 carbon atoms containing a double bond between carbons 1 and 2, with the following characteristics: - a hydroxyl group (OH) on carbon 1 of the cycle; - a carbon chain linked to carbon 2 of the cycle. This chain contains 4 carbon atoms with a double bond between the second and third and a methyl group on the third carbon; - a double bond with oxygen on carbons 3 and 6 of the cycle; - a benzene ring condensed to the cycle by carbons 4 and 5 of the cycle. Which solution should be used to extract lapachol from ipê sawdust most efficiently?",Na 2CO3 solution to form a lapachol salt.,Acetic acid/sodium acetate buffer solution (pH = 4.5).,NaCl solution in order to increase the ionic strength of the medium.,Na 2SO4 solution to form an ionic pair with lapachol.,HCl solution in order to extract it by means of an acid-base reaction.,2017,120,CN,A,english
QUESTÃO 121,"Some types of desalination plant use the reverse osmosis process to obtain drinking water from salt water. In this method, a container containing two compartments separated by a semi-permeable membrane is used: salt water is placed in one compartment and drinking water is collected in the other. Applying mechanical pressure to the system causes the water to flow from one compartment to the other. The movement of the water molecules through the membrane is controlled by the osmotic pressure and the mechanical pressure applied. For this process to take place, the resultant osmotic and mechanical pressures must have",the same direction and the same intensity.,opposite directions and the same intensity.,opposite directions and higher osmotic pressure.,the same direction and greater intensity of osmotic pressure.,opposite directions and greater intensity of mechanical pressure.,2017,121,CN,E,english
QUESTÃO 122,"In the Middle Ages, in order to make preparations from plants that produce essential oils, the species were collected at dawn. At the time, this practice was mystically based on the magical effect of the moon's rays, which would be canceled out by the emission of the sun's rays. With the evolution of science, it has been proven that collecting some species at the crack of dawn guarantees obtaining material with greater quantities of essential oils. The scientific explanation that justifies this practice is based on",volatilization of the substances of interest.,polymerization of oils catalyzed by solar radiation.,solubilization of substances of interest by dew.,oxidation of the oil by the oxygen produced in photosynthesis.,release of oil molecules during the photosynthesis process.,2017,122,CN,A,english
QUESTÃO 123,"A certain TV set has the following information on a label next to the power cable: ""Power supply: 100 to 240 volts, 60 hertz and 2 amps"". A person decides to take this device on a camping trip and use ten 12-volt, 60 ampere-hour car batteries, connected in series, to power it. The device will not work because",the battery does not provide the necessary power.,requires alternating current for its operation.,the batteries were connected in a different arrangement to the one shown.,the battery voltage is lower than the minimum voltage required by the device.,a car battery is not capable of supplying the required current of 2 amps .,2017,123,CN,B,english
QUESTÃO 124,"An orchestra is made up of different instruments, which are classified into families. One of these families is the classical or friction strings, in which the instruments, grouped from highest to lowest, are: the violin, the classical viola, the cello and the acoustic double bass. The violin, compared to the cello, is capable of producing a sound wave with greater",period.,amplitude.,frequency.,speed.,wavelength a.,2017,124,CN,C,english
QUESTÃO 125,"A driver who answers a cell phone call is inattentive, increasing the possibility of accidents due to the increase in reaction time. Consider two drivers, the first attentive and the second using his cell phone while driving. They initially accelerate their cars at 1 meter per second squared. In response to an emergency, they brake with a deceleration equal to 5 meters per second squared. The attentive driver applies the brakes at a speed of 14 meters per second, while the inattentive driver, in a similar situation, takes 1 second longer to start braking. How much further does the inattentive driver travel than the attentive driver until the cars come to a complete stop?",2.90 meters,14.0 meters,14.5 meters,15.0 meters,17.4 meters,2017,125,CN,E,english
QUESTÃO 126,"One of the strategies for preserving food is salting, the addition of sodium chloride (NaCl), historically used by muleteers, cowboys and backwoodsmen to preserve beef, pork and fish. What happens to the cells present in food preserved using this technique?",The added salt decreases the concentration of solutes inside.,The added salt disrupts and destroys their plasma membranes.,The addition of salt alters the properties of their plasma membranes.,The Na + and Cl - ions from the dissociation of the salt enter them freely.,The high concentration of salt in the extracellular medium causes water to flow out of them.,2017,126,CN,E,english
QUESTÃO 127,"To demonstrate the process of transforming mechanical energy into electrical energy, a student builds a small generator using: - a copper wire of diameter D wound on N circular turns of area","; - two magnets which create a uniform magnetic field of intensity B in the space between them; and - a system of gears which allows the turns to rotate around an axis at a frequency f . By running the generator, the student obtained a maximum voltage V and a short-circuit current i . To double the value of the generator's maximum voltage V while keeping the value of the short-circuit current i constant, the student must double the number of turns.",turning frequency.,magnetic field strength.,area of the turns.,diameter of the pipe.,2017,127,CN,A,english
QUESTÃO 128,"Chemistry, the global science Ozonolysis, a reaction used in the wood industry to produce paper, is also used on a laboratory scale to synthesize aldehydes and ketones. The double bonds of alkenes are cleaved by oxidation with ozone (O 3), in the presence of water and zinc metal, and the reaction produces aldehydes and/or ketones, depending on the degree of substitution of the double bond. Disubstituted double bonds generate ketones, while terminal or monosubstituted double bonds give rise to aldehydes, as shown in the diagram. Description of the diagram: The reagent but-1-ene (a hydrocarbon made up of four carbon atoms with a double bond between the first and second carbon atoms) reacts with ozone (O 3) in the presence of water (H2O) and zinc metal (Zn), and produces propanal (carbon linked to oxygen via a double bond and linked to a hydrogen atom and an ethyl group via single bonds) and methanal (carbon linked to oxygen via a double bond and to two hydrogen atoms via single bonds). Consider the ozonolysis of the compound 1-phenyl-2-methylprop-1-ene: Description of the compound 1-phenyl-2-methylprop-1-ene: Carbon chain containing three carbon atoms with a double bond between the first and second carbons, a benzene ring on the first carbon and a methyl group on the second carbon. What are the products formed in this reaction?",Benzaldehyde and propanone.,Propanal and benzaldehyde.,2-phenyl-ethanal and methanal.,Benzene and propanona.,Benzaldehyde and ethanal.,2017,128,CN,A,english
QUESTÃO 129,"Cell therapy has been widely touted as revolutionary because it allows tissues to be regenerated from new cells. However, the technique of introducing new cells into tissue to treat illnesses in individuals was already routinely applied in hospitals.What technique is the text referring to?",Vaccine.,Biopsy.,Hemodialysis.,Chemotherapy.,Blood transfusion.,2017,129,CN,E,english
QUESTION 130,"In some homes, electrified fences are used to keep out potential intruders. An electrified fence works with an electrical potential difference of approximately 10,000 volts.  For it to be non-lethal, the current that can be transmitted through a person must not be greater than 0.01 ampere. The electrical resistance between a person's hands and feet is in the order of 1,000 ohms. For the current not to be lethal to a person touching the electrified fence, the voltage generator must have an internal resistance which, in relation to that of the human body, is",practically nothing.,approximately equal.,thousands of times bigger.,in the order of 10 times greater.,in the order of 10 times less.,2017,130,CN,C,english
QUESTION 131,"To light a fire or a wood-burning stove, it is recommended to first use dry leaves or wood chips and only then add the thicker logs. Considering identical reaction conditions, it can be seen that the leaves or chips burn at a faster rate than the logs.",pressure.,temperature.,activation energy.,contact surface.,concentration of the reagents.,2017,131,CN,D,english
QUESTION 132,"Some plant species have seed coats that are impermeable to water. Frequent fires during droughts cause a sudden and rapid rise in temperature, which can lead to the appearance of cracks in the seed coat and thus make it permeable, favoring germination. This is an adaptive characteristic of plants typical of which Brazilian biome?",Cocais.,Pampa.,Closed.,Restinga.,Caatinga.,2017,132,CN,C,english
QUESTION 133,"The periodic table In the air we breathe there are so-called ""inert gases"". They have curious Greek names, meaning ""the New"", ""the Hidden"", ""the Inactive"". And in fact they are so inert, so content in their condition, that they don't interfere in any chemical reaction, they don't combine with any other element and precisely for this reason they remained unobserved for centuries: it was only in 1962 that a chemist, after long and ingenious efforts, managed to force ""the Foreigner"" (xenon) to combine fleetingly with the eager and vivacious fluorine, and the feat seemed so extraordinary that he was awarded the Nobel Prize. What property of fluorine justifies its choice as a reagent for the process mentioned?",Density.,Conductance.,Electronegativity.,Nuclear stability.,Boiling temperature.,2017,133,CN,C,english
