question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 10,"A hedgehog If someone from afar tries to get close to it, it closes in (convex integral sphere), erects itself (warlike and multi-spined): and, sphere and thorn, it hedgehogs itself in wait. But not passive (like the hedgehog in the loca); not just defensive (like the cat); but aggressive (like the hedgehog never), the aggressive kind capable of leaping, jumping (not jumping backwards, like the cat): the kind capable of jumping into the assault. If the one from afar comes at her (from afar), from the sphere to the thorns, she is disgusted. She reconverts: the hermetic and armed metal into the flesh of before (concave and favorable), and the feline springs (for the assault) into spiral springs (for the embrace). With formal precision, João Cab ral de Melo Neto's poem weaves a semantic whole that metaphorizes the feminine attitude of",inertia caused by platonic desire.,tenacity transformed into softness.,irreverence cultivated with caution.,distrust consummated by intolerance.,obstinacy translated into isolation.,2019,10,LC,B,english,"['C', 'A', 'D', 'E', 'B']"
QUESTION 11,"Description of the poster: On the left-hand side of the poster is a pair of old, dirty sneakers; on the right-hand side is the message: ""Let's put on the refugees' shoes and take the first step towards understanding their situation - www.ensuszapatos.org."" In this poster, the use of the image of the shoes combined with the verbal text is intended to",criticize the difficult living conditions of refugees.,encourage the campaign for donations for refugees.,symbolize the need to join the refugee cause.,denounce the situation of need experienced by refugees.,to reveal the long journey taken by refugees.,2019,11,LC,C,english,"['A', 'C', 'E', 'D', 'B']"
QUESTION 12,"Blues da piedade Cazuza Let's ask for pity Lord, pity For these cowardly people Let's ask for pity Lord, pity Give them greatness and a little courage Every genre has constitutive elements that condition its use in society. Song lyrics are identified with the litany genre essentially because of the use of the textual sequence","argumentative, as it incites the reader to take action.","expository, for discussing a given topic.","injunctive, because it calls on the interlocutor to participate.","narrative, as it presents a chain of actions.","descriptive, because it lists the characteristics of a character.",2019,12,LC,C,english,"['E', 'A', 'C', 'B', 'D']"
QUESTION 13,"With a storyline that paid homage to the centenary of the King of Baião, Luiz Gonzaga, Unidos da Tijuca was crowned at Carnival 2012. The penultimate school to enter Sapucaí on the second night of the parades delved into the universe of the Brazilian singer-songwriter and creatively brought Northeastern culture to the avenue with the storyline O dia que toda a realeza desembarcou na Avenida para coroar o Rei Luiz do Sertão . The story tells of a cultural event that marks the",creativity in composing a samba-enredo in homage to a person.,a proposal to revive old Brazilian musical genres.,the primacy of samba over northeastern music.,valuing the oligarchic origins of Northeastern culture.,the interrelationship between two Brazilian musical genres.,2019,13,LC,E,english,"['E', 'D', 'A', 'C', 'B']"
QUESTION 14,"The love of single men Victor Heringer The suburbs of Rio de Janeiro were the first thing to appear in the world, even before volcanoes and sperm whales, before Portugal invaded, before Getúlio Vargas ordered the construction of low-income housing. The neighborhood of Queím, where I was born and raised, is one of them. Tucked away between Engenho Novo and Andaraí, it was made of that primordial clay, which came together in various shapes: loose dogs, flies and hills, a train station, almond trees and shacks and townhouses, pubs and war arsenals, haberdasheries and gambling stalls and a huge plot of land reserved for the cemetery. But everything was still empty: there was a lack of people. It didn't take long. The streets gathered so much dust that the man had no choice but to become a man, to sweep them clean. In the evenings, sitting on the balconies of houses and complaining about poverty, talking badly about others and looking at the sidewalks grimy from the sun, the buses on their way home from work dirtying everything up again. By tracing the symbolic genesis of his city, the narrator imbues the text with an aesthetic sense based on",diversity of human types identified by their habits.,eccentricity of the Rio neighborhoods of his childhood.,importance of facts related to the history of the suburbs.,caricature perspective of the landscape with its deteriorated features.,experience of daily life marked by needs and urgencies.,2019,14,LC,D,english,"['D', 'A', 'C', 'B', 'E']"
QUESTION 15,"The web is first and foremost an instrument of communication between people, a virtual link in which communities help their members to learn what they want to know. Data is nothing more than the raw material of a living, highly elaborate intellectual and social process. Finally, all the collective intelligence in the world will never dispense with personal intelligence, the individual effort and time needed to learn, research, evaluate and integrate into different communities, whether virtual or not. The web will never think of you instead, rest assured. In the context of new information and communication technologies, the circulation of knowledge depends on",collaboration of intellectuals.,amount of information.,reliability of websites.,time optimization.,user input.,2019,15,LC,E,english,"['E', 'D', 'B', 'A', 'C']"
QUESTION 16,"TEXT I Strata In the passage from one language to another, something always remains, even if there is no one to remember it. Because a language retains more memories than its speakers and, like a mineral plate marked by layers of a history older than that of living beings, it inevitably bears the imprint of the ages it has passed through. If ""languages are archives of history"", they lack record books and catalogs. What they contain can only be consulted in part, providing the researcher with less the elements of a biography than a geological study of a sedimentation that took place in a period with no defined beginning or end. TEXT II In the grammatical reflection of the 16th and 17th centuries, Arabic influence appears occasionally, and is mainly a fundamental warlike item in the attribution of coarseness to the Portuguese and Castilian languages by their respective detractors. Resembling Arabic, then, is an accusation of dissimilarity with Latin. Relating the ideas in the texts about the history and memory of languages to the formation of the Portuguese language, it can be seen that",Portuguese is the result of the influence of other languages in the past and bears their marks in its many layers.,the influence of other languages on Portuguese has been uniform throughout history.,the presence of elements from other languages in Portuguese has historically been evaluated as an index of richness.,Arabic and Latin are in the schooling and memory of Brazilian speakers.,the language scholar can accurately identify the elements left by other languages in the transformation of the Portuguese language.,2019,16,LC,A,english,"['C', 'E', 'A', 'D', 'B']"
QUESTION 17,"Description of the poster: At the top of the poster is the title: ""Make BULLYING history!"". On the left-hand side, above a black banner, the white palm of a hand and the message: ""STOP Bullying"".  On the right-hand side of the poster, the text: ""You are a victim: - Stay calm. Bullies love nervous reactions. Pretend it's not you! - Don't give change. Remember: he's the aggressor, not you. - Avoid being alone with the bully, get together with your friends! - Be confident, don't show fear and believe in yourself! - Tell someone you trust what's happening to you. You know a victim: - Never leave your friend alone. This will make them feel safe. - Help them tell someone they trust what's going on! You know the perpetrator: - Try to convince him/her to change his/her behavior. - If you don't succeed, report the case to the authorities."" This campaign stands out for the way it uses language to make society aware of the need to put an end to bullying. This strategy focuses on","hopeful statement ""make history"" in the title of the poster.","restriction to a specific group of victims by presenting graphic gender identification marks such as ""the"".",calling on different social actors through the recurrent use of injunctive structures.,linguistic variety that characterizes European Portuguese.,combining the meaning of words written in English and Portuguese.,2019,17,LC,C,english,"['E', 'C', 'A', 'B', 'D']"
QUESTION 18,"Sport and culture: an analysis of the sportification of bodily practices in indigenous games In the Indigenous Peoples' Games, it can be seen that the bodily practices carried out involve traditional elements (such as paintings and body adornments) and modern ones (such as regulation, inspection and standardization). The bow and arrow and the spear, for example, are instruments traditionally used for hunting and defending the community in the village. At the time of the event, these artifacts were produced by the ethnic group itself, but their structuring as a ""sport"" promoted a similarity between the techniques presented, with the sole purpose of competition. The relationship between traditional and modern elements in the Indigenous Peoples' Games triggered the",individuation of the techniques presented in different modalities.,legitimizing indigenous bodily practices as a sport.,preservation of the specific meanings of bodily practices in each culture.,superimposing traditional elements on modern ones.,standardization of paintings and body adornments.,2019,18,LC,B,english,"['C', 'D', 'E', 'B', 'A']"
QUESTION 19,"Image description: At the top of a playing card, there is a photograph of the bust of a white, bald man. Below the picture, Marcelo Gleiser's name and information about him: ""Field of work: Physics and Astronomy. Most famous contribution: His books The Dance of the Universe and The End of Earth and Sky. Born: March 19, 1959. Alma Mater: PUC-Rio, UFRJ and King's College London"". At the bottom of the card is the name of the game: ""Super Trunfo Tecmundo"". The text has the format of a game card and presents information about Marcelo Gleiser, an award-winning Brazilian researcher. This presentation subverts a textual genre by",relate the universe of play to biographical information.,highlight the researcher's name and image at the beginning of the text.,show the academic background of the researcher.,specify the researcher's best-known contributions.,linking different areas of knowledge.,2019,19,LC,A,english,"['C', 'E', 'B', 'D', 'A']"
QUESTION 20,"Canto ao meio Mauro Mota The siren rings in the factory, and the whistle like a whip strikes the rising morning and hits your bed in the sleep of dawn. Tenderness from the rough canvas all over your adolescent body. Work is calling you. In a hurry, you shower, have your coffee and bread, take your place in the boat on the Capibaribe quay. You leave your single mother's son crying on the mat. You carry your lunchbox next to you, containing the same ration as the middle of the day, dried meat and beans. Of all the things he asks for, you just say good morning to the boss, and start the struggle again at the spinning mill. In this text, the mobilization of the standard use of verbal and pronominal forms","alternates the tenses of the narrative, advancing the ideas of the text.",helps to locate the plot in a static environment.,helps with the physical characterization of the main character.,adds modifying information to the characters' actions.,"is at the service of the poetic project, helping to distinguish the referents.",2019,20,LC,E,english,"['D', 'A', 'B', 'C', 'E']"
QUESTION 21,"Bachianas Brasileiras n. 5 Heitor Villa-Lobos Irerê, my little bird from the backlands of Cariri, Irerê, my companion, Where's the guitar? Where's Maria? Alas, the sad fate of the singing viola player! Without the guitar on which he sang of his love, His whistle is your flute of Irerê: Your flute of the sertão when it whistles, Ah! We suffer without wanting to! Ah! Your song reaches deep into the sertão, Ah! Like a breeze softening the heart, Ah! Ah! Irerê, release your song! Sing more! Sing more! To remember Cariri! In these verses, there is an exaltation of the backlands of Cariri in a linguistic setting supported by",a predominance of lexical regionalisms from the northeast.,popular variety of the Portuguese language.,reference to the fauna of the Northeast.,recurrent use of pronouns.,exploring classical musical instruments.,2019,21,LC,B,english,"['E', 'B', 'C', 'A', 'D']"
QUESTION 22,"TEXT I The promise of happiness Description of the comic: A story made up of six comics entitled ""The promise of happiness"". In the first comic, an image from above shows a person wearing a hat. You can't see his face. In the second comic, you only see part of the hat of the person in the first comic and the silhouette of another person. The third comic shows only one eye of the person wearing the hat. In the fourth comic, there is only one hand holding flowers. The fifth comic shows a girl wearing a hat. She is embarrassed, with her eyes closed and one of her hands on her chin. In the last comic, a blushing boy has one hand behind his head. It is his hand that is holding the flowers. TEXT II A deaf comic artist is a hit at CCXP with silent narratives The independent artists' area at this year's Comic Con Experience (CCXP) is the largest in the history of the geek event, with more than 450 comic artists and illustrators in Artists ꞌ Alley. And the diversity goes beyond the style of the comics. At one of the tables in row F sits hearing-impaired comic artist Ju Loyola, with her stories that she classifies as ""silent narratives"". These are stories that can be understood by children and adults, and people of any nationality, for the simple reason that they don't contain a single word. The artist doesn't write conventional scripts for her works. Her experience of having to understand communication from what she sees makes her identify much more with what she observes than with what people say. And just by looking at her works, it becomes clear that they are not comics that have lost their words, but have gained a new perspective. Text I exemplifies the work of a deaf artist who promotes an innovative reading experience, as described in Text II. Regardless of their objectives, both texts",reveal the success of a cartoonists' event.,contribute to the accessibility process.,contribute to the valorization of romantic plots.,question the traditional pattern of comics.,encourage the production of scripts made up of images.,2019,22,LC,B,english,"['C', 'D', 'B', 'E', 'A']"
QUESTION 23,"HELO ÍSA: Do you write verses? PINOTE: If I have to... Quadrinhas... Acrostics... Sonnets... Complaints. HELOÍSA: Futurists? PINOTE: No, ma'am! I used to be a futurist. I even believed in independence... But it was a tragedy! They started calling me crazy. Looking at me sideways. They didn't welcome me anymore.  The children cried at home. I have three children.  They didn't pay at the newspaper either, because of the crisis. I had to live on odd jobs. I gave it all up. I got that instrument (show the knife) and I became a passadista. The fragment from Oswald de Andrade's play ironizes the reaction of Brazilian society in the 1930s to a certain European avant-garde. In this view, the reading public is attributed an attitude of",conservative by opting for established models.,by avoiding simplified poetic forms.,"eclectic, accepting a variety of poetic styles.",by preferring erudite literary models.,"nationalist, denying foreign models.",2019,23,LC,A,english,"['B', 'A', 'E', 'C', 'D']"
QUESTION 24,"1. We want to sing the love of danger, the habit of energy and temerity. 2) Courage, audacity and rebellion will be essential elements of our poetry. 3 - Literature has so far exalted thoughtful immobility, ecstasy and sleep. We want to exalt aggressive movement, feverish insomnia, the running step, the somersault, the slap and the punch. 4) We affirm that the magnificence of the world has been enriched by a new beauty: the beauty of speed. A racing car with its vault adorned with thick, snake-like tubes of explosive breath... a roaring car that seems to run on machine gun fire is more beautiful than the Victory of Samothrace. 5 We want to sing hymns to the man who holds the steering wheel, whose ideal rod crosses the Earth, also launched in a race on the circuit of its orbit. 6. the poet must lavish with ardor, splendor and munificence, to increase the enthusiastic fervor of the primordial elements.Marinetti's 1909 document proposes the aesthetic references of Futurism, which value the",a return to Hellenism.,static composition.,technological innovation.,suspension of time.,maintaining traditions.,2019,24,LC,C,english,"['D', 'A', 'B', 'C', 'E']"
QUESTION 25,"A slug's dream Moacyr Scliar She was born a slug, she lived among slugs, but she wasn't satisfied with her condition. We are nothing but despised creatures, she complained. We are only known for our slowness. The trail we leave in history will be as despicable as the goo that marks our passage across the sidewalks. This frustration was matched by a dream: the slug wanted to be like its distant relative, the escargot. The name alone fascinated her: a French term, elegant, sophisticated, a term that people pronounced with respect and even admiration. But, the other slugs reminded her, escargots are eaten, while we at least have a chance of survival. This argument didn't convince the dissatisfied slug, on the contrary: he would much rather end his life this way, at a table with a damask tablecloth, among silver cutlery and crystal goblets. Just as the sea is the only tomb worthy of a batavian admiral,"" she replied, ""the porcelain platter is the only tombstone worthy of my dreams. Incorporating the character's reverie, the narrator composes an allegory that represents the longing for",reject targets for overcoming challenges.,to materialize expectations of a utopian nature.,restore the state of previous happiness.,value the hedonistic experiences of the present.,to rival individuals from privileged backgrounds.,2019,25,LC,B,english,"['A', 'C', 'B', 'E', 'D']"
QUESTION 26,"The science of Spider-Man Many of the superpowers of the beloved Spider-Man actually resemble the biological abilities of spiders and are the subject of study for the production of new materials. The ""spider-sense"" acquired by Peter Parker functions almost like a sixth sense, a kind of premonitory ability, and therefore sounds like a mere fictional element. However, spiders really do have a heightened sense.  In fact, they have one of nature's most impressive sensory systems. Spiders' sensory hairs, which are scattered all over their bodies, function as a very good way of perceiving the world and picking up information from the environment. In many species, this sense of touch through the hairs plays a more important role than sight itself, since many spiders are able to trap and attack their prey in complete darkness. And why are human hairs not as efficient as spiders' sensory organs? Firstly, because a human being has an average of 60 hairs on every square centimetre of their body, while some species of spider can have up to 40,000 hairs per square centimetre; secondly, because each spider's hair has up to three nerves to communicate between the sensation perceived and the brain, while we humans only have one nerve per hair.",comparison between the superhero's powers and the biological abilities of spiders.,"characterization of the public's affection for the superhero marked by the word ""dear"".",proving the differences between the physical constitution of man and spider using numerical data.,rhetorical question when introducing the causes of the efficiency of the spiders' sensory system.,"revelation of the ""spider-sense"" acquired by the superhero as a sixth sense.",2019,26,LC,D,english,"['C', 'B', 'E', 'D', 'A']"
